abra abrir
fecha fechar
os o
28 28
dias dia
pela por_o
graça graça
sois ser
salvos salvar
por por
meio meio
da de_o
fé fé
isto isto
não não
vem vir
de de
vós vós
é ser
dom dom
de de
deus deus
a a
não não
vem vir
das de_o
obras obra
para para
que que
ninguém ninguém
ciclone ciclone
porque porque
somos ser
feitura feitura
as o
suas seu
criados criar
em em
cristo cristo
jesus jesus
para para
as o
boas bom
obras obra
não não
é ser
pelo por_o
que que
você você
faz fazer
é é
pela por_o
fé fé
na em_o
verdade verdade
isso isso
aqui aqui
a o
graça graça
de de
deus deus
quem quem
pagou pagar
o o
preço preço
é ser
ele ele
quem quem
tem ter
que que
obedecer obedecer
a a
procedimentos procedimento
ou ou
eu eu
não não
posso poder
pagar pagar
preso prender
eu eu
não não
preciso preciso
carregar carregar
a o
cruz cruz
nas em_o
costas costa
eu eu
não não
precisa precisar
andar andar
entre entre
rio rio
são ser
paulo paulo
de de
joelho joelho
porque porque
nada nada
disso de_isso
vai ir
me eu
salvar salvar
porque porque
a o
única único
sem sem
a o
graça graça
que que
eu eu
tenho ter
que que
fazer fazer
e e
obedece obedecer
eu eu
tenho ter
que que
só só
que que
seguir seguir
o o
procedimento procedimento
que que
quem quem
pagou pagar
o o
preço preço
ele ele
há haver
aqui aqui
tá estar
o o
texto texto
áudio áudio
da de_o
graça graça
o o
favor favor
de de
deus deus
que que
joão joão
3 3
16 16
porque porque
deus deus
amou amar
de de
tal tal
maneira maneira
que que
deu dar
o o
seu seu
filho filho
unigênito unigênito
para para
que que
todo todo
aquele aquele
que que
nele em_ele
crê crer
não não
pereça perecer
mas mas
tenha ter
a o
vida vida
eterna eterno
é ser
graça graça
meu meu
filho filho
é ser
salvo salvar
porque porque
é ser
bonzinho bom
é ser
salvo salvar
por por
que que
não não
mata matar
nem nem
formiga formiga
é ser
salvo salvar
porque porque
é ser
um um
cara cara
legal legal
e e
nada nada
disso de_isso
a o
única único
senha senha
pra pra
você você
teve ter
de de
eterna eterno
é ser
a o
graça graça
ea ea
graça graça
você você
tem ter
que que
crê crer
ea ea
graça graça
você você
tem ter
que que
obedecer obedecer
a a
jesus jesus
ela ela
vai ir
se se
manifestar manifestar
com com
a o
vida vida
vai ir
perdoar perdoar
os o
pecados pecado
vai ir
transformar transformar
você você
vai ir
fazer fazer
uma um
nova novo
criatura criatura
e e
vai ir
te tu
preparar preparar
para para
a o
eternidade eternidade
no em_o
céu céu
essa esse
é ser
a o
senha senha
a a
graça graça
de de
deus deus
não não
é ser
a o
minha meu
igreja igreja
não não
sou ser
eu eu
né né
não não
aceita aceitar
não não
é ser
minha meu
igreja igreja
assim assim
a o
graça graça
a o
senha senha
é ser
a o
graça graça
o o
salário salário
do de_o
pecado pecado
é ser
a o
morte morte
ah ah
mas mas
o o
dom dom
gratuito gratuito
de de
deus deus
é ser
a o
vida vida
eterna eterno
por por
nosso nosso
senhor senhor
jesus jesus
cristo cristo
graça graça
favor favor
e e
merecido merecer
é ser
o o
que que
deus deus
tem ter
pra pra
você você
aqui aqui
nessa em_esse
noite noite
a o
igreja igreja
de de
pé pé
por por
favor favor
eu eu
já já
vou ir
terminar terminar
essa esse
reunião reunião
mas mas
por por
favor favor
só só
um um
momentinho momento
pra pra
ninguém ninguém
se se
locomover locomover
aqui aqui
a a
não não
ser ser
que que
tem ter
gente gente
que que
tenha ter
necessidade necessidade
extrema extremo
o o
banheiro banheiro
ela ela
mas mas
se se
não não
foi ser
isso isso
segura segurar
a o
onda onda
nessa em_esse
noite noite
você você
pode poder
ouvi ouvir
muitos muito
conselhos conselho
mas mas
quem quem
decide decidir
é ser
você você
nem nem
deus deus
decide decidir
essa esse
decisão decisão
é ser
pessoal pessoal
nem nem
tua tua
mulher mulher
nem nem
teu teu
marido marido
nem nem
ter ter
o o
filho filho
é ser
teu teu
pai pai
nem nem
eu eu
nem nem
deus deus
decide decidir
eu eu
te tu
dou dar
um um
conselho conselho
filho filho
não não
estou estar
falando falar
de de
religião religião
eu eu
te tu
dou dar
um um
conselho conselho
para para
você você
aceitar aceitar
a o
graça graça
de de
deus deus
não não
importa importar
quanto quanto
tempo tempo
você você
está estar
fora fora
e e
você você
se se
culpa culpar
por por
que que
você você
já já
tentou tentar
voltar voltar
algumas algum
vezes vez
matar matar
sempre sempre
se se
arrebentando arrebentar
você você
já já
deu dar
nem nem
um um
pastor pastor
já já
eu eu
já já
vim vir
pra para_o
igreja igreja
já já
saí sair
já já
vim vir
pra para_o
igreja igreja
já já
saí sair
já já
vim vir
pra para_o
igreja igreja
sair sair
filho filho
você você
está estar
querendo querer
trazer trazer
a o
graça graça
de de
deus deus
para para
a o
dimensão dimensão
humana humano
a a
graça graça
de de
deus deus
é ser
incomparável incomparável
o o
favor favor
de de
deus deus
pelo por_o
homem homem
algo algo
que que
nós nós
não não
podemos poder
compreender compreender
por por
isso isso
que que
o o
escritor escritor
está estar
dizendo dizer
deus deus
ao a_o
mundo mundo
digital digital
ninguém ninguém
mensura mensurar
a o
grandeza grandeza
do de_o
amor amor
de de
deus deus
eu eu
não não
vim vir
aqui aqui
te tu
acusar acusar
de de
nada nada
eu eu
vim vir
dizer dizer
que que
a o
graça graça
de de
deus deus
está estar
aqui aqui
manifestada manifestar
pra pra
você você
se se
arrepender arrepender
pra pra
você você
voltar voltar
pra pra
cristo cristo
pra pra
você você
entregar entregar
sua seu
vida vida
a a
cristo cristo
não não
importa importar
a o
sua seu
história história
o o
que que
importa importar
daqui de_aqui
pra pra
frente frente
o o
que que
importa importar
é ser
o o
que que
o o
senhor senhor
faz fazer
o o
que que
importa importar
é ser
a o
libertação libertação
é ser
a o
transformação transformação
é ser
o o
perdão perdão
e e
esse esse
perdão perdão
não não
sou ser
eu eu
que que
dou dar
nem nem
a o
igreja igreja
que que
eu eu
estou estar
esse esse
é ser
um um
perdão perdão
que que
só só
deus deus
pode poder
dar dar
através através
da de_o
sua seu
graça graça
quando quando
o o
homem homem
reconhece reconhecer
em em
jesus jesus
o o
favor favor
de de
deus deus
eu eu
sei saber
que que
tem ter
pessoas pessoa
aqui aqui
esta este
noite noite
gente gente
inteligente inteligente
gente gente
que que
percebe perceber
as o
coisas coisa
eu eu
vou ir
dizer dizer
uma um
palavra palavra
que que
talvez talvez
você você
possa poder
não não
entender entender
bem bem
foi ser
deus deus
que que
te tu
trouxe trazer
aqui aqui
deus deus
conhece conhecer
seu seu
coração coração
deus deus
sabe saber
tudo tudo
da de_o
tua tua
vida vida
e e
esse esse
é ser
o o
tempo tempo
pra pra
você você
voltar voltar
é ser
esse esse
o o
tempo tempo
pra pra
você você
entregar entregar
sua seu
vida vida
ele ele
e e
vou ir
dizer dizer
mais mais
aqui aqui
pra pra
alguém alguém
não não
vou ir
dizer dizer
que que
é ser
pra pra
todos todo
vão ir
dizer dizer
para para
alguém alguém
aqui aqui
eu eu
tenho ter
que que
dizer dizer
isso isso
e e
se se
você você
pensar pensar
se se
alguém alguém
aqui aqui
que que
eu eu
sei saber
que que
essa esse
minha meu
palavra palavra
vai ir
encaixar encaixar
bonitinho bonito
senhor senhor
conhecer conhecer
você você
lembra lembrar
um um
pouco pouco
da de_o
sua seu
história história
talvez talvez
seu seu
pai pai
talvez talvez
sua seu
mãe mãe
preste preste
atenção atenção
talvez talvez
um um
tio tio
talvez talvez
alguém alguém
que que
você você
admirava admirar
um um
amigo amigo
de de
família família
que que
já já
morreu morrer
mas mas
que que
sempre sempre
morou morar
por por
você você
a o
oração oração
dessa de_esse
pessoa pessoa
está estar
diante diante
de de
deus deus
até até
hoje hoje
por por
causa causa
desse de_esse
dia dia
aqui aqui
lembre lembrar
vou ir
dizer dizer
para para
alguém alguém
eu eu
digo dizer
pra pra
alguém alguém
não não
digo dizer
nem nem
para para
alguns algum
alguém alguém
aqui aqui
que que
já já
recebeu receber
sinais sinal
de de
deus deus
que que
seu seu
tempo tempo
o o
tempo tempo
do de_o
favor favor
pra pra
você você
tá estar
chegando chegar
o o
final final
você você
já já
recebeu receber
sinais sinal
para para
você você
voltar voltar
pra pra
jesus jesus
você você
já já
recebeu receber
sinais sinal
que que
deus deus
tem ter
um um
propósito propósito
na em_o
tua tua
vida vida
grandioso grandioso
e e
que que
o o
diabo diabo
está estar
jogando jogar
pesado pesar
pra pra
você você
não não
vê ver
e e
você você
continuar continuar
envolvido envolver
nessas em_esse
coisas coisa
que que
você você
está estar
ninguém ninguém
me eu
falou falar
acerca acerca
de de
você você
ninguém ninguém
me eu
disse dizer
nada nada
acerca acerca
de de
você você
imagina imaginar
mais mais
de de
6 6
mil mil
pessoas pessoa
aqui aqui
me eu
comentando comentar
o o
pastor pastor
meu meu
amigo amigo
falou falar
de de
palmela palmela
imagina imaginar
como como
é ser
que que
seria ser
isso isso
eu eu
teria ter
que que
pegar pegar
10 10
horas hora
para para
falar falar
de de
cada cada
um um
que que
está estar
aqui aqui
então então
essa esse
é ser
a o
prova prova
ninguém ninguém
me eu
falou falar
eu eu
pergunto perguntar
nada nada
sobre sobre
as o
pessoas pessoa
mas mas
eu eu
creio crer
que que
o o
condutor condutor
aqui aqui
nesse em_esse
público público
falando falar
com com
você você
por por
favor favor
não não
sou ser
nenhum nenhum
guru guru
eu eu
não não
sou ser
nenhum nenhum
uau uau
o o
som som
um um
ser ser
humano humano
com com
defeitos defeito
e e
limitações limitação
como como
você você
mas mas
nessa em_esse
hora hora
que que
eu eu
sou ser
uma um
voz voz
profética profético
pra pra
você você
do de_o
que que
eu eu
estou estar
falando falar
aqui aqui
é ser
porque porque
deus deus
colocou colocar
no em_o
meu meu
coração coração
porque porque
deus deus
sabe saber
muito muito
bem bem
como como
é ser
que que
tá estar
tua tua
vida vida
o o
teu teu
coração coração
deus deus
sabe saber
tudo tudo
a a
teu teu
respeito respeito
e e
você você
também também
sabe saber
do de_o
seu seu
relacionamento relacionamento
com com
deus deus
então então
nessa em_esse
hora hora
eu eu
quero querer
fazer fazer
um um
convite convite
e e
como como
diz dizer
aí aí
um um
programa programa
de de
televisão televisão
antigo antigo
você você
decide decidir
porque porque
nem nem
eu eu
decidi decidir
eu eu
quero querer
convidar convidar
você você
a a
voltar voltar
ao a_o
relacionamento relacionamento
que que
você você
já já
teve ter
com com
deus deus
eu eu
quero querer
convidar convidar
você você
a a
entregar entregar
sua seu
vida vida
cristo cristo
novamente novamente
porque porque
o o
pecado pecado
nos em_o
tira tira
de de
cristo cristo
eu eu
quero querer
convidar convidar
você você
meu meu
amigo amigo
a a
ter ter
uma um
experiência experiência
que que
você você
nunca nunca
teve ter
de de
um um
encontro encontro
real real
pessoal pessoal
e e
poderoso poderoso
com com
deus deus
a o
graça graça
se se
você você
quer querer
a o
única único
coisa coisa
que que
eu eu
e e
esse esse
povo povo
pode poder
fazer fazer
por por
você você
olhar olhar
e e
o o
ato ato
que que
eu eu
vou ir
fazer fazer
aqui aqui
um um
dia dia
eu eu
também também
fiz fazer
um um
dia dia
essa esse
gente gente
toda todo
também também
fez fazer
não não
é ser
só só
por por
causa causa
de de
hoje hoje
eu eu
quero querer
convidar convidar
você você
a a
sair sair
do de_o
seu seu
lugar lugar
a a
pedir pedir
licença licença
que que
você você
está estar
no em_o
meio meio
da de_o
bancada bancada
o o
pessoal pessoal
vai ir
deixar deixar
você você
passar passar
a a
descer descer
dessa de_esse
galeria galeria
vem vir
aqui aqui
à a_o
frente frente
eu eu
quero querer
dar dar
por por
você você
porque porque
eu eu
creio crer
que que
a o
resposta resposta
de de
deus deus
aqui aqui
esta este
noite noite
pode poder
vir vir
eu eu
sei saber
que que
tem ter
gente gente
pode poder
vir vir
aqui aqui
à a_o
frente frente
já já
tem ter
medo medo
de de
ver ver
não não
pode poder
ver ver
eu eu
quero querer
nada nada
com com
você você
deus deus
sabe saber
tudo tudo
da de_o
tua tua
vida vida
deus deus
conhece conhecer
tudo tudo
a a
seu seu
respeito respeito
foi ser
deus deus
que que
te tu
trouxe trazer
aqui aqui
ele ele
não não
desistiu desistir
de de
você você
ele ele
não não
desistiu desistir
de de
você você
ele ele
ama amar
profundamente profundamente
ele ele
ama amar
você você
ele ele
sabe saber
tudo tudo
o o
que que
está estar
acontecendo acontecer
na em_o
sua seu
vida vida
[ [
Aplausos aplauso
] _
ele ele
sabe saber
tudo tudo
deus deus
sabe saber
tudo tudo
deus deus
sabe saber
o o
que que
vai ir
na em_o
tua tua
alma alma
deus deus
sabe saber
das de_o
suas seu
angústias angústia
há há
uma um
voz voz
aí aí
no em_o
teu teu
coração coração
que que
não não
é ser
a o
minha meu
voz voz
é ser
a o
voz voz
de de
deus deus
deus deus
está estar
dizendo dizer
ei ei
é ser
agora agora
é ser
o o
dia dia
ea ea
hora hora
eu eu
quero querer
me eu
manifestar manifestar
a a
você você
eu eu
quero querer
salvar salvar
você você
eu eu
quero querer
te tu
perdoar perdoar
eu eu
quero querer
te tu
abençoar abençoar
a o
uma um
voz voz
aí aí
no em_o
teu teu
coração coração
filho filho
atender atender
essa esse
voz voz
deus deus
tenho ter
o o
melhor bom
pra pra
você você
pensa pensar
dessa de_esse
galeria galeria
posso poder
nem nem
tarde tarde
vendo ver
mas mas
eu eu
já já
tive ter
há há
muito muito
tempo tempo
eu eu
posso poder
não não
está estar
enxergando enxergar
onde onde
você você
tá estar
mas mas
deus deus
está estar
vendo ver
você você
venha vir
não não
tenha ter
medo medo
não não
tenha ter
vergonha vergonha
venha vir
esse esse
é ser
o o
tempo tempo
essa esse
é ser
a o
hora hora
eu eu
não não
posso poder
te tu
salvar salvar
eu eu
não não
posso poder
perdoar perdoar
os o
pecados pecado
após após
orar orar
por por
você você
mas mas
você você
pode poder
decidir decidir
esse esse
deus deus
se se
manifestar manifestar
na em_o
sua seu
vida vida
tem ter
mais mais
gente gente
aí aí
eu eu
vou ir
dizer dizer
uma um
palavra palavra
que que
não não
me eu
entenda entender
mal mal
eu eu
amo amar
você você
pode poder
ter ter
certeza certeza
nós nós
chamamos chamar
não não
interprete interpretar
mal mal
mas mas
eu eu
tenho ter
que que
ser ser
isso isso
porque porque
as o
pessoas pessoa
hoje hoje
nessa em_esse
sociedade sociedade
acham achar
que que
amigo amigo
é ser
aquele aquele
que que
só só
fala falar
o o
que que
você você
quer querer
ouvir ouvir
[ [
Música música
] _
se se
você você
confrontar confrontar
seja ser
verdade verdade
bem bem
sim sim
mas mas
não não
terão ter
tempo tempo
de de
se se
as o
pessoas pessoa
não não
querem querer
ser ser
confrontados confrontar
para para
melhorar melhorar
as o
pessoas pessoa
não não
querem querer
ser ser
confrontados confrontar
para para
corrigir corrigir
seus seu
erros erro
então então
escute escutar
alguém alguém
aqui aqui
precisa precisar
ouvir ouvir
isso isso
quer querer
dizer dizer
que que
você você
só só
quer querer
voltar voltar
pra pra
jesus jesus
se se
for ir
pela por_o
dor dor
quer querer
dizer dizer
que que
tem ter
que que
acontecer acontecer
um um
desastre desastre
na em_o
tua tua
vida vida
padre padre
por por
cti cti
e e
lá lá
no em_o
cti cti
mandar mandar
chamar chamar
um um
pastor pastor
que que
está estar
entre entre
a o
vida vida
ea ea
morte morte
será ser
que que
é ser
preciso preciso
isso isso
tem ter
que que
acontecer acontecer
alguma algum
desgraça desgraça
na em_o
tua tua
vida vida
para para
você você
poder poder
se se
voltar voltar
pra pra
deus deus
é ser
isso isso
não não
por por
favor favor
você você
não não
precisa precisar
da de_o
dor dor
venha vir
pelo por_o
amor amor
venha vir
hoje hoje
vem vir
agora agora
vamos ir
mais mais
um um
minuto minuto
eu eu
vou ir
orar orar
nunca nunca
diga dizer
que que
deus deus
não não
te tu
deu dar
uma um
oportunidade oportunidade
que que
está estar
te tu
dando dar
hoje hoje
fala falar
isso isso
não não
filho filho
não não
diga dizer
que que
denuncia denunciar
a o
impunidade impunidade
não não
porque porque
deus deus
chega chegar
hoje hoje
e e
só só
você você
não não
desprezava desprezar
a o
oportunidade oportunidade
de de
deus deus
saí sair
do de_o
teu teu
lugar lugar
meu meu
filho filho
nada nada
pode poder
depreender depreender
filha filha
nada nada
só só
você você
não não
tem ter
demônio demônio
não não
tem ter
força força
espiritual espiritual
ninguém ninguém
pode poder
segurar segurar
só só
você você
você você
está estar
livre livre
para para
seguir seguir
o o
seu seu
lugar lugar
você você
está estar
livre livre
para para
voltar voltar
pra pra
cristo cristo
você você
está estar
livre livre
para para
consertar consertar
sua seu
vida vida
com com
deus deus
você você
tá estar
livre livre
para para
entregar entregar
sua seu
vida vida
você você
tá estar
ali ali
nada nada
nada nada
pode poder
chamar chamar
só só
você você
só só
você você
só só
você você
a o
decisão decisão
é ser
pessoal pessoal
só só
você você
decida decidir
descida descida
eu eu
vou ir
orar orar
por por
essas esse
pessoas pessoa
eu eu
não não
posso poder
decidir decidir
eu eu
posso poder
chorar chorar
decisão decisão
que que
essas esse
pessoas pessoa
fizeram fazer
eu eu
aproveito aproveitar
vou ir
dar dar
um um
conselho conselho
para para
você você
que que
tá estar
aqui aqui
na em_o
frente frente
quero querer
ser ser
honesto honesto
não não
pode poder
trabalhar trabalhar
com com
manipulação manipulação
um um
suporto suportar
isso isso
deixa deixar
honesto honesto
com com
você você
que que
tá estar
aqui aqui
na em_o
frente frente
aqui aqui
está estar
uma um
primeira primeiro
atitude atitude
brilhantíssima brilhante
você você
está estar
dizendo dizer
quando quando
você você
vê ver
que que
a o
frente frente
assim assim
eu eu
quero querer
deus deus
eu eu
quero querer
que que
esse esse
deus deus
se se
manifesta manifestar
na em_o
minha meu
vida vida
eu eu
quero querer
que que
ele ele
perdoe perdoar
as o
falhas falha
eu eu
quero querer
me eu
relacionar relacionar
com com
ele ele
eu eu
quero querer
que que
ele ele
se se
manifeste manifestar
a a
mim eu
é ser
muito muito
importante importante
agora agora
não não
vou ir
te tu
enganar enganar
se se
você você
pensa pensar
que que
todo todo
o o
ato ato
com com
deus deus
é ser
você você
apenas apenas
vim vir
aqui aqui
na em_o
frente frente
desculpa desculpar
linguagem linguagem
tira tirar
o o
cavalinho cavalo
da de_o
chuva chuva
aqui aqui
é ser
apenas apenas
um um
passo passo
é ser
a a
partir partir
de de
hoje hoje
que que
você você
decide decidir
o o
que que
você você
quer querer
com com
os o
outros outro
passos passo
que que
você você
vai ir
dar dar
talvez talvez
você você
é ser
honesto honesto
com com
você você
bastou bastar
eu eu
vim vir
aqui aqui
mas mas
eu eu
moro morar
muito muito
longe longe
ok ok
não não
dá dar
pra pra
mim eu
aqui aqui
não não
há haver
nenhum nenhum
problema problema
aqui aqui
não não
é ser
a o
única único
a o
igreja igreja
não não
procure procurar
lá lá
perto perto
da de_o
sua seu
casa casa
se se
aqui aqui
fica ficar
muito muito
longe longe
pra pra
você você
não não
estou estar
preocupado preocupado
que que
você você
tem ter
que que
vim vir
pra pra
cá cá
a a
minha meu
preocupação preocupação
é ser
você você
com com
deus deus
né né
vocês você
e e
daqui de_aqui
aqui aqui
você você
pode poder
ter ter
vindo vir
aqui aqui
como como
convidado convidar
mas mas
aqui aqui
é ser
um um
lugar lugar
difícil difícil
para para
você você
chegar chegar
não não
tem ter
problema problema
eu eu
garanto garantir
que que
na em_o
região região
onde onde
você você
mora morar
tem ter
algum algum
cara cara
lá lá
que que
é ser
um um
homem homem
de de
deus deus
que que
pode poder
abençoava abençoar
pra pra
lá lá
não não
vem vir
apenas apenas
aqui aqui
na em_o
frente frente
ok ok
se se
você você
puder poder
ficar ficar
aqui aqui
vai ir
ser ser
lindo lindo
você você
vai ir
receber receber
uma um
instrução instrução
eu eu
vou ir
pra pra
quando quando
acabar acabar
a o
oração oração
vou ir
pedir pedir
a a
você você
cinco cinco
minutos minuto
o o
pessoal pessoal
vai ir
notar notar
seu seu
nome nome
pra pra
gente gente
jogar jogar
por por
você você
vai ir
dar dar
um um
livro livro
meu meu
de de
presente presente
para para
você você
um um
livro livro
pequeno pequeno
fácil fácil
de de
você você
lê ler
para para
te tu
ajudar ajudar
tá estar
é é
um um
presente presente
meu meu
pra pra
cada cada
um um
de de
vocês você
e e
aí aí
você você
vai ir
ser ser
liberado liberar
quando quando
vai ir
terminar terminar
assim assim
que que
acabar acabar
de de
orar orar
o o
pessoal pessoal
vai ir
entrar entrar
vai ir
ter ter
alguém alguém
com com
você você
que que
pode poder
te tu
ajudar ajudar
quando quando
você você
chega chegar
aqui aqui
na em_o
igreja igreja
em em
qualquer qualquer
dia dia
vai ir
ter ter
alguém alguém
aí aí
vai ir
ter ter
alguém alguém
aí aí
com com
você você
eu eu
garanto garantir
pra pra
você você
eu eu
vou ir
pedir pedir
à a_o
igreja igreja
para para
estender estender
a o
mão mão
sobre sobre
essas esse
pessoas pessoa
falei falar
com com
deus deus
lembra lembrar
do de_o
que que
eu eu
falei falar
buscar buscar
me eu
ei ei
semi semi
achareis achar
quando quando
buscar buscar
dígito dígito
do de_o
vosso vosso
coração coração
em em
teu teu
coração coração
tua tua
mente mentar
vontade vontade
e e
sentimentos sentimento
para para
deus deus
o o
que que
te tu
incomoda incomodar
o o
que que
te tu
perturba perturbar
o o
que que
tira tirar
a o
tua tua
paz paz
qual qual
é ser
a o
tua tua
agonia agonia
que que
milagre milagre
você você
está estar
precisando precisar
que que
a o
libertação libertação
que que
sobrenatural sobrenatural
você você
precisa precisar
falar falar
com com
deus deus
aí aí
meu meu
filho filho
tua tua
mente mente
ou ou
palavras palavra
tanto tanto
faz fazer
deus deus
deus deus
deus deus
ouve ouvir
a o
mente mente
humana humano
ele ele
é ser
onisciente onisciente
faça fazer
oração oração
que que
eu eu
vou ir
lá lá
com com
a o
igreja igreja
por por
você você
senhor senhor
nessa em_esse
noite noite
nesse em_esse
santo santo
lugar lugar
a o
tua tua
voz voz
é ser
poderosa poderoso
a o
tua tua
voz voz
penetra penetra
no em_o
coração coração
do de_o
homem homem
essas esse
pessoas pessoa
não não
estou estar
aqui aqui
na em_o
frente frente
por por
minha meu
causa causa
essas esse
pessoas pessoa
estão estar
aqui aqui
na em_o
frente frente
que que
elas ele
não não
viram ver
a o
tua tua
palavra palavra
e e
crêem crêem
que que
a o
tua tua
graça graça
o o
teu teu
favor favor
pode poder
se se
manifestar manifestar
a a
elas ele
estende estender
o o
braço braço
forte forte
eu eu
declaro declarar
milagres milagre
pra para_o
tua tua
vida vida
eu eu
declaro declarar
portas porta
abertas aberto
eu eu
declaro declarar
libertação libertação
eu eu
declaro declarar
um um
novo novo
tempo tempo
de de
deus deus
eu eu
declaro declarar
que que
o o
senhor senhor
te tu
levanta levantar
e e
de de
restaurar restaurar
eu eu
declaro declarar
que que
amarras amarra
e e
cadeiras cadeira
sejam ser
quebradas quebrar
eu eu
declaro declarar
que que
toda todo
obra obra
de de
feitiçaria feitiçaria
toda todo
obra obra
contra contra
você você
cai cair
aportar aportar
em em
nome nome
de de
jesus jesus
eu eu
declaro declarar
que que
você você
é ser
de de
jesus jesus
e e
eu eu
declaro declarar
a o
bênção bênção
sobre sobre
a o
tua tua
vida vida
no em_o
nome nome
de de
jesus jesus
amém amém
amém amém
