amém amém
destruído destruir
você você
pode poder
sofrer sofrer
derrotas derrota
você você
pode poder
perder perder
batalha batalha
mas mas
a o
guerra guerra
você você
não não
vai ir
perder perder
você você
pode poder
estar estar
batido bater
é ser
mesmo mesmo
a o
gente gente
sangra sangrar
de de
vez vez
em em
quando quando
emocionalmente emocionalmente
falando falar
a o
gente gente
sangra sangrar
desanima desanimar
no em_o
sentido sentido
de de
que que
o o
abatimento abatimento
né né
faz fazer
a o
gente gente
se se
acha achar
que que
já já
era ser
mas mas
aí aí
as o
41 41
10 10
diz dizer
assim assim
é ser
uma um
palavra palavra
pra pra
você você
que que
por por
lutas luta
e e
adversidades adversidade
da de_o
vida vida
possa poder
está estar
abatido abater
mas mas
a o
vida vida
não não
acabou acabar
não não
terminou terminar
por por
causa causa
dessa de_esse
luta luta
e e
dessa de_esse
adversidade adversidade
eu eu
estou estar
dizendo dizer
aqui aqui
pra pra
você você
não não
temas tema
porque porque
eu eu
estou estar
contigo contigo
não não
tinha ter
sombras sombra
porque porque
eu eu
sou ser
o o
teu teu
deus deus
eu eu
te tu
ajudo ajudar
eu eu
te tu
fortaleço fortaleço
eu eu
te tu
sustento sustentar
com com
a o
destra destro
da de_o
minha meu
justiça justiça
você você
não não
vai ir
naufragar naufragar
o o
salmista salmista
do de_o
salmo salmo
89 89
versículo versículo
13 13
diz dizer
push push
tu tu
tens ter
um um
passo passo
poderoso poderoso
forte forte
é ser
a o
tua tua
mão mão
elevada elevado
é ser
a o
tua tua
destra destro
deus deus
tem ter
uma um
mão mão
poderosa poderoso
para para
sustentar sustentar
você você
nessa em_esse
hora hora
de de
abatimento abatimento
e e
nada nada
vai ir
te tu
destruído destruir
na em_o
da de_o
rai raer
de de
destruir destruir
porque porque
é ser
uma um
potente potente
de de
deus deus
sobre sobre
você você
em em
todos todo
somos ser
atribulados atribular
mas mas
não não
angustiados angustiar
perplexos perplexo
mas mas
não não
desanimados desanimar
perseguidos perseguir
mas mas
não não
desamparados desamparar
abatidos abater
mas mas
não não
destruídos destruir
ea ea
terminou terminar
com com
a o
conclusão conclusão
para para
quem quem
essa esse
palavra palavra
a a
quem quem
paulo paulo
dizendo dizer
isso isso
eu eu
não não
posso poder
torcer torcer
um um
texto texto
para para
agradar agradar
você você
eu eu
não não
posso poder
falar falar
alguma algum
coisa coisa
só só
para para
tentar tentar
ser ser
simpático simpático
com com
você você
porque porque
a o
palavra palavra
de de
deus deus
ela ela
trabalha trabalhar
com com
interpretação interpretação
má má
ciência ciência
de de
interpretação interpretação
todo todo
o o
texto texto
você você
tem ter
que que
ter ter
contexto contexto
o o
contexto contexto
pode poder
ser ser
imediatamente imediatamente
anterior anterior
e e
imediatamente imediatamente
posterior posterior
pode poder
estar estar
em em
outro outro
em em
outra outro
passagem passagem
outros outro
três três
mas mas
tem ter
que que
ter ter
um um
contexto contexto
você você
entender entender
para para
quem quem
paulo paulo
tá estar
falando falar
essas esse
coisas coisa
aqui aqui
é ser
pra pra
qualquer qualquer
pessoa pessoa
e e
não não
a a
quem quem
paulo paulo
tá estar
falando falar
dos de_o
versículos versículo
anteriores anterior
a a
esses esse
que que
eu eu
li ler
18 18
e e
19 19
ele ele
diz dizer
que que
ele ele
está estar
falando falar
versículo versículo
seja ser
porque porque
deus deus
que que
disse dizer
que que
das de_o
trevas treva
resplandecesse resplandecessar
a o
luz luz
é ser
quem quem
resplandeceu resplandecer
em em
nossos nosso
corações coração
para para
iluminação iluminação
do de_o
conhecimento conhecimento
agora agora
de de
deus deus
na em_o
face face
de de
jesus jesus
cristo cristo
temos ter
porém porém
este este
tesouro tesouro
em em
vasos vaso
de de
barro barro
para para
que que
a o
excelência excelência
do de_o
poder poder
seja ser
de de
deus deus
e e
não não
de de
nós nós
em em
tudo tudo
somos ser
atribulados atribular
mas mas
não não
angustiados angustiar
ter ter
reflexo reflexo
mas mas
não não
sabe saber
para para
quem quem
está estar
falando falar
pra pra
quem quem
pertence pertencer
a a
jesus jesus
com com
todo todo
o o
respeito respeito
o o
carinho carinho
que que
eu eu
tenho ter
por por
você você
essa esse
palavra palavra
não não
é ser
genérica genérico
é ser
para para
qualquer qualquer
um um
essa esse
palavra palavra
pessoa pessoa
que que
reconhece reconhecer
que que
jesus jesus
é ser
o o
senhor senhor
que que
a o
luz luz
do de_o
evangelho evangelho
resplandeceu resplandecer
nele em_ele
quando quando
ele ele
entregou entregar
sua seu
vida vida
pra pra
ele ele
jesus jesus
fala falar
joão joão
8 8
12 12
é ser
um um
só só
a o
luz luz
do de_o
mundo mundo
quem quem
me eu
segue segar
não não
andará andar
em em
trevas treva
mas mas
terá ter
a o
luz luz
da de_o
vida vida
jesus jesus
fala falar
joão joão
6 6
35 35
eu eu
sou ser
o o
pão pão
da de_o
vida vida
quem quem
vem vir
a a
mim eu
não não
terá ter
fome fome
que que
é ser
crime crime
nunca nunca
terá ter
sede sede
jesus jesus
fala falar
em em
joãozinho joãozinho
25 25
eu eu
sou ser
a o
ressurreição ressurreição
ea ea
vida vida
quem quem
crê crer
em em
mim eu
ainda ainda
que que
esteja estar
morto morrer
viverá viver
a o
palavra palavra
de de
jesus jesus
jesus jesus
é ser
que que
diz dizer
joão joão
14 14
6 6
é ser
o o
show show
o o
caminho caminho
a a
verdade verdade
ea ea
vida vida
ninguém ninguém
vem vir
ao a_o
pai pai
não não
ser ser
por por
mim eu
eu eu
sou ser
o o
único único
que que
posso poder
fazer fazer
a o
ligação ligação
entre entre
o o
homem homem
pecador pecador
deus deus
santo santo
eu eu
sou ser
o o
único único
que que
posso poder
perdoar perdoar
pecados pecado
eu eu
sou ser
o o
único único
que que
posso poder
salvar salvar
o o
ser ser
humano humano
nem nem
pastor pastor
nem nem
padre padre
nem nem
papa papa
nem nem
paulo paulo
e e
maria maria
joão joão
na em_o
igreja igreja
que que
não não
tomam tomar
de de
igreja igreja
eu eu
não não
estou estar
dizendo dizer
que que
o o
texto texto
que que
eu eu
acabei acabar
de de
ler ler
é ser
um um
texto texto
para para
o o
povo povo
da de_o
igreja igreja
que que
eu eu
sou ser
pastor pastor
eu eu
estou estar
dizendo dizer
que que
o o
que que
eu eu
acabei acabar
de de
ler ler
acontece acontecer
na em_o
vida vida
daquele de_aquele
que que
entrei entrar
na em_o
sua seu
vida vida
cristo cristo
e e
que que
obedeça obedecer
a o
sua seu
palavra palavra
e e
que que
tem ter
ele ele
como como
o o
senhor senhor
da de_o
sua seu
vida vida
se se
você você
essa esse
pessoa pessoa
então então
pra pra
você você
em em
pra pra
quem quem
tem ter
jesus jesus
como como
senhor senhor
da de_o
sua seu
vida vida
a a
igreja igreja
de de
pé pé
por por
favor favor
esse esse
texto texto
é ser
uma um
realidade realidade
a o
pessoa pessoa
que que
quer querer
seguir seguir
a a
jesus jesus
esse esse
desta de_este
uma um
realidade realidade
para para
quem quem
reconhece reconhecer
que que
é ser
um um
pecador pecador
entende entender
que que
jesus jesus
é ser
o o
único único
salvador salvador
e e
que que
pode poder
transformar transformar
sua seu
vida vida
para para
uma um
vida vida
melhor bom
perdoar perdoar
os o
seus seu
pecados pecado
mudar mudar
sua seu
história história
é ser
isso isso
que que
ele ele
quer querer
fazer fazer
por por
você você
eu eu
quero querer
fazer fazer
uma um
oração oração
aqui aqui
nesta em_este
noite noite
nós nós
vamos ir
terminar terminar
essa esse
reunião reunião
ea ea
oração oração
que que
eu eu
vou ir
fazer fazer
é ser
um um
convite convite
que que
jesus jesus
faz fazer
é é
pra pra
quem quem
quiser querer
é é
pra pra
quem quem
desejar desejar
que que
deus deus
não não
obriga obrigar
nada nada
ninguém ninguém
sabe saber
por por
quê quê
porque porque
deus deus
respeita respeitar
as o
leis lei
que que
ele ele
criou criar
ele ele
criou criar
vou ir
ser ser
como como
um um
pequeno pequeno
deus deus
isso isso
é ser
você você
tem ter
livre livre
arbítrio arbítrio
você você
tem ter
imagem imagem
e e
semelhança semelhança
com com
deus deus
você você
tem ter
poder poder
de de
decisão decisão
só só
tem ter
uma um
coisa coisa
é ser
que que
deus deus
pede pedir
conta conta
das de_o
minhas meu
escolhas escolha
e e
decisões decisão
é ser
lógico lógico
que que
eu eu
sou ser
responsável responsável
o o
teu teu
patrão patrão
pede pedir
conta contar
você você
porque porque
delegou delegar
você você
responsabilidade responsabilidade
uma um
área área
da de_o
empresa empresa
eu eu
quero querer
é ser
de de
conta conta
porque porque
você você
é ser
responsável responsável
segundo segundo
mano mano
isto isto
é ser
uma um
realidade realidade
no em_o
mundo mundo
espiritual espiritual
é ser
uma um
tremenda tremendo
realidade realidade
deus deus
dá dar
o o
livre livre
arbítrio arbítrio
homens homem
assim assim
escolhe escolher
o o
seu seu
caminho caminho
e e
escolhe escolher
o o
que que
você você
quer querer
mas mas
fique ficar
sabendo saber
uma um
coisa coisa
você você
um um
dia dia
vai ir
acertar acertar
a o
conta conta
comigo com_eu
se se
você você
escolher escolher
o o
caminho caminho
dele de_ele
uma um
vida vida
de de
pecado pecado
longe longe
de de
deus deus
onde onde
eu eu
vou ir
te tu
julgar julgar
se se
você você
reconhecer reconhecer
que que
é ser
um um
pecador pecador
entender entender
que que
eu eu
posso poder
te tu
salvar salvar
perdoai perdoar
os o
pecados pecado
transformar transformar
sua seu
vida vida
então então
você você
vai ir
ter ter
um um
outro outro
nível nível
de de
recompensa recompensa
essa esse
é ser
a o
questão questão
da de_o
igreja igreja
nem nem
da de_o
minha meu
religião religião
eu eu
tô tô
falando falar
de de
um um
deus deus
que que
quer querer
te tu
dá dar
estruturas estrutura
para para
suportar suportar
os o
embates embate
dessa de_esse
vida vida
um um
deus deus
que que
te tu
dá dar
um um
upgrade upgrade
um um
outro outro
nível nível
um um
outro outro
patamar patamar
lutas luta
ea ea
diversidade diversidade
todo todo
mundo mundo
sofre sofrer
angústia angústia
também também
mas mas
há haver
limites limite
para para
aquele aquele
que que
serve servir
a a
deus deus
eu eu
queria querer
fazer fazer
uma um
oração oração
e e
queria querer
fazer fazer
um um
convite convite
há haver
duas dois
classes classe
de de
pessoas pessoa
que que
estão estar
aqui aqui
nesse em_esse
auditório auditório
você você
que que
veio vir
aqui aqui
que que
nunca nunca
teve ter
uma um
experiência experiência
pessoal pessoal
não não
tô tô
falando falar
admite admitir
a o
existência existência
de de
muita muito
gente gente
nada nada
não não
eu eu
creio crer
que que
deus deus
existe existir
queria querer
te tu
informar informar
que que
a o
bíblia bíblia
diz dizer
que que
o o
diabo diabo
creio crer
estremece estremecer
com com
todo todo
o o
respeito respeito
e e
carinho carinho
a a
você você
você você
crê crer
em em
deus deus
o o
diabo diabo
também também
crê crer
até até
aí aí
não não
mudou mudar
nada nada
a o
questão questão
não não
é ser
você você
admite admitir
a o
existência existência
quando quando
a o
bíblia bíblia
diz dizer
pra pra
você você
crê crer
significa significar
que que
você você
entrega entregar
a o
sua seu
vida vida
a a
ele ele
ele ele
passa passar
a a
ser ser
senhor senhor
da de_o
sua seu
vida vida
e e
você você
obedece obedecer
o o
crea crea
não não
abstrato abstrato
o o
crea crea
produz produzir
algo algo
concreto concreto
de de
real real
na em_o
nossa nosso
vida vida
é ser
um um
deus deus
que que
ama amar
você você
quer querer
cuidar cuidar
de de
você você
se se
relacionar relacionar
pessoalmente pessoalmente
com com
você você
você você
não não
é ser
seguro seguro
se se
você você
é ser
do de_o
pastor pastor
para para
chegar chegar
a a
deus deus
o o
relacionamento relacionamento
pessoal pessoal
e e
só só
pode poder
ser ser
através através
de de
cristo cristo
quando quando
o o
homem homem
se se
arrepende arrepender
dos de_o
seus seu
pecados pecado
entrega entregar
sua seu
vida vida
ele ele
quem quem
sabe saber
aqui aqui
tem ter
pessoas pessoa
que que
nunca nunca
tiveram ter
uma um
experiência experiência
pessoal pessoal
única único
e e
intransferível intransferível
que que
não não
depende depender
do de_o
pai pai
da de_o
mãe mãe
do de_o
marido marido
da de_o
sua seu
esposa esposo
do de_o
pastor pastor
nem nem
de de
deus deus
porque porque
depende depender
da de_o
sua seu
escolha escolha
de de
entregar entregar
sua seu
vida vida
ele ele
agora agora
um um
segundo segundo
grupo grupo
de de
pessoas pessoa
que que
estão estar
aqui aqui
gente gente
que que
conhece conhecer
o o
que que
eu eu
falei falar
gente gente
que que
sabe saber
o o
que que
eu eu
falei falar
mas mas
não não
estou estar
aqui aqui
querendo querer
lançar lançar
no em_o
teu teu
rosto rosto
culpa culpar
nenhuma nenhum
por por
algum algum
processo processo
da de_o
vida vida
você você
está estar
abatido abater
é ser
você você
tá estar
caído cair
não não
tá estar
destruído destruir
mas mas
está estar
batido bater
espiritualmente espiritualmente
falando falar
porque porque
você você
tá estar
longe longe
de de
deus deus
espiritualmente espiritualmente
falando falar
porque porque
você você
abandonou abandonar
deus deus
pra pra
viver viver
sua seu
própria próprio
vida vida
e e
deus deus
sabe saber
que que
trouxe trazer
aqui aqui
através através
do de_o
espírito espírito
santo santo
e e
ele ele
quer querer
levantar levantar
essa esse
noite noite
a a
coisa coisa
mais mais
linda lindo
de de
deus deus
aqui aqui
não não
fica ficar
jogando jogar
na em_o
cara cara
de de
ninguém ninguém
porque porque
você você
se se
afastou afastar
por por
que que
você você
ficou ficar
porque porque
você você
roupa roupar
que que
você você
desagradou desagradar
dos de_o
teus teu
pecados pecar
eu eu
não não
me eu
lembrarei lembrarei
mais mais
quantas quanta
vezes vez
senhor senhor
devemos dever
perdoar perdoar
a o
resposta resposta
de de
jesus jesus
para para
pedro pedro
não não
é ser
a o
quantidade quantidade
a a
resposta resposta
de de
jesus jesus
é ser
o o
seguinte seguinte
o o
perdão perdão
é ser
tantas tanto
vezes vez
quanto quanto
ele ele
for ser
necessário necessário
quando quando
há haver
de de
fato fato
uma um
confissão confissão
em em
coração coração
quebrantado quebrantado
e e
contrito contrito
diante diante
de de
a o
única único
coisa coisa
que que
eu eu
posso poder
fazer fazer
com com
essa esse
igreja igreja
não não
posso poder
fazer fazer
mais mais
nada nada
por por
você você
porque porque
eu eu
não não
posso poder
mudar mudar
sua seu
vida vida
eu eu
não não
posso poder
te tu
salvar salvar
eu eu
não não
posso poder
te tu
libertar libertar
eu eu
não não
posso poder
transformar transformar
vão ir
sempre sempre
uma um
vida vida
melhor bom
eu eu
não não
tenho ter
poder poder
de de
perdoar perdoar
seus seu
pecados pecado
não não
posso poder
chorar chorar
eu eu
só só
posso poder
interceder interceder
a a
deus deus
pela por_o
sua seu
vida vida
para para
que que
hoje hoje
aqui aqui
nessa em_esse
noite noite
haja haver
uma um
primeira primeiro
experiência experiência
que que
vai ir
mudar mudar
o o
rumo rumo
da de_o
sua seu
vida vida
quando quando
uma um
pessoa pessoa
diz dizer
eu eu
vou ir
experimentar experimentar
eu eu
quero querer
eu eu
quero querer
desafiar desafiar
você você
a a
experimentar experimentar
algo algo
que que
talvez talvez
você você
nunca nunca
experimentou experimentar
ou ou
algum algum
outro outro
grupo grupo
que que
está estar
aqui aqui
a a
você você
que que
já já
experimentou experimentar
a a
você você
está estar
bem bem
longe longe
de de
deus deus
trouxe trazer
aqui aqui
pra pra
você você
ficar ficar
bem bem
perto perto
se se
tem ter
alguém alguém
aqui aqui
esta este
noite noite
quem quem
entregar entregar
realmente realmente
sua seu
vida vida
a a
deus deus
através através
de de
cristo cristo
se se
tem ter
alguém alguém
aqui aqui
que que
está estar
afastado afastar
longe longe
de de
deus deus
por por
favor favor
eu eu
não não
quero querer
fazer fazer
oração oração
agora agora
por por
algum algum
irmão irmão
que que
está estar
precisando precisar
de de
renovação renovação
e e
de de
forças força
e e
de de
vitória vitória
fique ficar
no em_o
seu seu
lugar lugar
eu eu
só só
quero querer
parar parar
por por
pessoas pessoa
que que
querem querer
ter ter
uma um
experiência experiência
de de
um um
encontro encontro
com com
esse esse
deus deus
que que
coloca colocar
um um
limite limite
nas em_o
coisas coisa
que que
podem poder
nos nós
destruir destruir
e e
por por
você você
que que
conhece conhecer
o o
evangelho evangelho
mas mas
tá estar
longe longe
talvez talvez
você você
esteja estar
que que
esta este
noite noite
pela por_o
oração oração
de de
alguém alguém
que que
já já
partiu partir
e e
que que
teme temer
a a
deus deus
talvez talvez
teu teu
pai pai
e e
tua tua
mãe mãe
e e
um um
amigo amigo
alguém alguém
da de_o
família família
que que
sempre sempre
pagou pagar
por por
você você
porque porque
você você
hoje hoje
pudesse poder
estar estar
aqui aqui
ou ou
talvez talvez
alguém alguém
que que
está estar
vivo vivo
que que
tem ter
morado morar
por por
você você
e e
você você
vê ver
aqui aqui
hoje hoje
porque porque
deus deus
tem ter
uma um
grande grande
obra obra
na em_o
sua seu
vida vida
se se
tem ter
alguém alguém
aqui aqui
que que
é ser
ter ter
um um
encontro encontro
pessoal pessoal
com com
deus deus
voltar voltar
à a_o
casa casa
do de_o
pai pai
eu eu
quero querer
lá lá
por por
você você
se se
tem ter
alguém alguém
aqui aqui
você você
não não
tem ter
vergonha vergonha
medo medo
constrangimento constrangimento
nós nós
trazemos trazer
a o
pessoa pessoa
aqui aqui
na em_o
frente frente
porque porque
eu eu
quero querer
morar morar
aqui aqui
perto perto
então então
eu eu
quero querer
convidar convidar
você você
você você
pode poder
pedir pedir
licença licença
onde onde
você você
tiver ter
pessoal pessoal
vai ir
liberar liberar
a o
passagem passagem
se se
empatar empatar
no em_o
meio meio
da de_o
bancada bancada
tem ter
gente gente
do de_o
meu meu
lado lado
dizia dizer
eu eu
quero querer
quero querer
chegar chegar
lá lá
eu eu
quero querer
até até
lá lá
o o
pessoal pessoal
vai ir
sair sair
do de_o
caminho caminho
vem vir
aqui aqui
à a_o
frente frente
que que
eu eu
quero querer
nada nada
com com
você você
[ [
Música música
] _
eu eu
espero esperar
que que
você você
decida decidir
essa esse
galeria galeria
venha vir
a a
um um
deus deus
que que
quer querer
cuidar cuidar
de de
você você
há haver
um um
deus deus
que que
quer querer
cuidar cuidar
de de
você você
nos em_o
mínimos mínimo
detalhes detalhe
da de_o
sua seu
vida vida
com com
deus deus
que que
quer querer
te tu
amparar amparar
a a
um um
deus deus
que que
quer querer
te tu
dar dar
uma um
nova novo
dinâmica dinâmica
de de
vida vida
não não
tô tô
falando falar
de de
religião religião
estou estar
falando falar
de de
um um
deus deus
poderoso poderoso
a a
uma um
voz voz
escute escutar
eu eu
vou ir
te tu
dizer dizer
que que
você você
vai ir
confirmar confirmar
o o
que que
eu eu
tô tô
falando falar
a o
uma um
voz voz
apontou apontar
estou estar
sentindo sentir
uma um
coisa coisa
que que
o o
meu meu
coração coração
um um
desejo desejo
mas mas
não não
eu eu
acho achar
que que
o o
imaginado imaginar
é ser
o o
espírito espírito
santo santo
você você
talvez talvez
não não
compreende compreender
não não
entenda entender
um um
pouco pouco
isso isso
mas mas
há haver
uma um
voz voz
porque porque
aqui aqui
nesse em_esse
lugar lugar
há haver
uma um
presença presença
isso isso
que que
você você
está estar
sentindo sentir
aí aí
é ser
a o
presença presença
de de
deus deus
deus deus
está estar
aqui aqui
deus deus
que que
a a
cuidar cuidar
de de
você você
deus deus
está estar
interessado interessar
na em_o
sua seu
vida vida
essa esse
voz voz
que que
está estar
no em_o
seu seu
coração coração
é ser
deus deus
que que
está estar
falando falar
com com
você você
vá ir
e e
volte voltar
a a
entrar entrar
na em_o
sua seu
vida vida
mim eu
há haver
uma um
voz voz
que que
caiu cair
no em_o
teu teu
coração coração
e e
não não
é ser
a o
minha meu
voz voz
porque porque
a o
minha meu
voz voz
não não
tem ter
poder poder
de de
convencerem convencer
de de
mudar mudar
pessoas pessoa
essa esse
voz voz
é ser
o o
espírito espírito
santo santo
de de
crédito crédito
experimente experimentar
11 11
você você
experimenta experimentar
tanta tanto
bobagem bobagem
experimenta experimentar
produto produto
que que
não não
seja ser
na em_o
televisão televisão
que que
vale valer
porcaria porcaria
nenhuma nenhum
mas mas
experimenta experimentar
uma um
vez vez
vai ir
dar dar
certo certo
você você
experimenta experimentar
tanta tanto
coisa coisa
fútil fútil
eu eu
estou estar
desafiando desafiar
você você
a a
ter ter
uma um
experiência experiência
com com
deus deus
vivo vivo
poderoso poderoso
criador criador
dos de_o
céus céu
e e
da de_o
terra terra
o o
senhor senhor
sobre sobre
todas todo
as o
coisas coisa
que que
quer querer
cuidar cuidar
de de
hoje hoje
experimente experimentar
de de
uma um
experiência experiência
com com
ele ele
saia saia
desse de_esse
teu teu
lugar lugar
em em
nome nome
de de
jesus jesus
nada nada
pode poder
segurar segurar
e e
só só
você você
você você
está estar
livre livre
no em_o
a o
força força
não não
há haver
poder poder
não não
há haver
demônio demônio
não não
há haver
nada nada
você você
tá estar
livre livre
pra pra
sair sair
do de_o
teu teu
lugar lugar
você você
está estar
livre livre
dessa de_esse
licença licença
que que
o o
pessoal pessoal
sai sair
da de_o
frente frente
venha vir
venha vir
falar falar
com com
você você
eu eu
não não
te tu
convidando convidar
aqui aqui
na em_o
frente frente
para para
dizer dizer
que que
a o
minha meu
palavra palavra
que que
convence convencer
num em_um
vou ir
trazê trazê
los lo
aqui aqui
na em_o
frente frente
um um
ato ato
espiritual espiritual
de de
confissão confissão
quando quando
eu eu
trago trazer
você você
aqui aqui
na em_o
frente frente
bairros bairro
sai sair
daí de_aí
meu meu
filho filho
filha filhar
não não
volta volta
pra pra
jesus jesus
está estar
pensando pensar
que que
é ser
como como
é ser
que que
vai ir
resolver resolver
esse esse
terreno terreno
como como
é ser
que que
vai ir
descascar descascar
esse esse
abacaxi abacaxi
como como
é ser
que que
vai ir
se se
diferenciar diferenciar
essas esse
coisas coisa
entrega entregar
o o
teu teu
caminho caminho
ao a_o
senhor senhor
confia confiar
nele em_ele
eo eo
mais mais
ele ele
fará fazer
ficar ficar
pra pra
deus deus
deus deus
eu eu
não não
sei saber
como como
é ser
que que
eu eu
vou ir
resolver resolver
eu eu
não não
sei saber
como como
é ser
que que
eu eu
vou ir
sair sair
disso de_isso
eu eu
não não
sei saber
como como
é ser
que que
eu eu
vou ir
mudar mudar
ali ali
ele ele
quer querer
cuidar cuidar
de de
você você
eu eu
vou ir
orar orar
e e
vou ir
dizer dizer
uma um
palavra palavra
pra pra
alguém alguém
aqui aqui
nunca nunca
diga dizer
que que
deus deus
não não
te tu
dá dar
uma um
oportunidade oportunidade
nunca nunca
diga dizer
isso isso
deus deus
está estar
te tu
dando dar
aqui aqui
esta este
noite noite
nunca nunca
diga dizer
que que
deus deus
não não
falou falar
seu seu
coração coração
não não
é ser
a o
minha meu
palavra palavra
pela por_o
sua seu
palavra palavra
deus deus
tá estar
falando falar
ao a_o
seu seu
coração coração
você você
jamais jamais
poderá poder
apresentar apresentar
uma um
desculpa desculpa
diante diante
de de
deus deus
aleluia aleluiar
não não
vamos ir
orar orar
por por
você você
você você
vai ir
fazer fazer
a o
sua seu
oração oração
é ser
coisa coisa
incrível incrível
com com
deus deus
é ser
que que
deus deus
ele ele
se se
relaciona relacionar
pessoalmente pessoalmente
você você
não não
precisa precisar
de de
um um
cara cara
que que
tem ter
um um
fã fã
amy amy
um um
outro outro
nível nível
para para
poder poder
você você
terá ter
acesso acesso
a a
deus deus
diz dizer
você você
tem ter
acesso acesso
a a
deus deus
então então
qual qual
é ser
o o
segredo segredo
da de_o
oração oração
o o
que que
você você
falar falar
você você
fala falar
em em
nome nome
de de
jesus jesus
deus deus
em em
nome nome
de de
jesus jesus
eu eu
tô tô
na em_o
tua tua
presença presença
perto perto
dos de_o
meus meu
pecados pecado
no em_o
da de_o
minha meu
vida vida
com com
a o
área área
que que
você você
está estar
precisando precisar
de de
algum algum
milagre milagre
de de
um um
toque toque
de de
deus deus
fala falar
com com
ele ele
se se
esperasse esperar
ele ele
quer querer
te tu
ouvir ouvir
mesmo mesmo
deus deus
sabendo saber
de de
tudo tudo
ele ele
quer querer
te tu
ouvir ouvir
falei falar
pra pra
ele ele
eu eu
vou ir
orar orar
por por
você você
mas mas
faça fazer
a o
sua seu
oração oração
nessa em_esse
deu dar
certo certo
na em_o
minha meu
vida vida
eu eu
quero querer
ter ter
essa esse
experiência experiência
ali ali
experimente experimentar
aleluia aleluia
mais mais
uma um
palavra palavra
e e
war war
mais mais
uma um
mais mais
uma um
aqui aqui
esta este
noite noite
ainda ainda
tem ter
gente gente
nessas em_esse
cadeiras cadeira
nesse em_esse
auditório auditório
que que
conhece conhecer
o o
evangelho evangelho
mas mas
conhecer conhecer
o o
evangelho evangelho
não não
é ser
suficiente suficiente
você você
precisa precisar
entregar entregar
sua seu
vida vida
você você
tá estar
precisando precisar
voltar voltar
pra pra
jesus jesus
e e
voltar voltar
correndo correr
você você
tá estar
precisando precisar
voltar voltar
pra pra
jesus jesus
o o
diabo diabo
não não
brinca brincar
com com
quem quem
já já
conhece conhecer
o o
evangelho evangelho
queria querer
te tu
dizer dizer
isso isso
e e
não não
brinca brincar
você você
precisa precisar
voltar voltar
rápido rápido
deus deus
tem ter
uma um
grande grande
obra obra
na em_o
sua seu
vida vida
vai ir
ficar ficar
atento atento
que que
o o
papel papel
dele de_ele
roubar roubar
matar matar
e e
destruir destruir
isso isso
é ser
destruir destruir
aquilo aquilo
que que
deus deus
tem ter
para para
você você
e e
como como
tá estar
no em_o
meu meu
livro livro
árbitro árbitro
eu eu
decido decidir
quem quem
é ser
que que
vai ir
operar operar
na em_o
minha meu
vida vida
como como
chamando chamar
o o
diabo diabo
claro claro
que que
não não
tomo tomar
as o
minhas meu
atitudes atitude
meu meu
filho filho
ninguém ninguém
só só
já já
vou ir
te tu
dar dar
legalidade legalidade
pode poder
botar botar
pra pra
quebrar quebrar
porque porque
não não
quer querer
nada nada
com com
deus deus
não não
é ser
assim assim
mesmo mesmo
você você
querendo querer
deus deus
mas mas
quando quando
você você
não não
entrega entregar
a o
sua seu
vida vida
ele ele
você você
está estar
vencendo vencer
de de
água água
meu meu
filho filho
é ser
verdade verdade
não não
que que
você você
diga dizer
a o
tua tua
atitude atitude
que que
diz dizer
eu eu
já já
vi ver
interpreta interpretar
isso isso
o o
diabo diabo
não não
interpreta interpretar
o o
que que
você você
está estar
falando falar
ele ele
interpreta interpretar
atuações atuação
eu eu
voltar voltar
eu eu
vou ir
interceder interceder
por por
essas esse
pessoas pessoa
que que
a o
igreja igreja
esperando esperar
alguém alguém
que que
está estar
chegando chegar
alguém alguém
que que
não não
vai ir
deixar deixar
escapar escapar
alguém alguém
aqui aqui
que que
a o
resposta resposta
de de
oração oração
de de
família família
alguém alguém
aqui aqui
que que
é ser
a o
resposta resposta
de de
coração coração
de de
mãe mãe
pai pai
alguém alguém
aqui aqui
que que
a o
resposta resposta
de de
oração oração
da de_o
sua seu
esposa esposo
vou ir
dizer dizer
aqui aqui
pra pra
um um
cara cara
campeão campeão
do de_o
viso viso
após após
o o
diabo diabo
já já
ia ir
te tu
arrebentar arrebentar
muito muito
tempo tempo
só só
que que
ele ele
arrebentou arrebentar
porque porque
tem ter
uma um
mulher mulher
que que
ora ora
por por
bush bush
e e
demanda demandar
te tu
dizer dizer
que que
teu teu
tempo tempo
tá estar
chegando chegar
no em_o
fim fim
da de_o
linha linha
sabe saber
que que
o o
diabo diabo
não não
arrebentou arrebentar
você você
cada cada
assembléia assembléia
da de_o
tua tua
casa casa
eu eu
mandar mandar
te tu
dizer dizer
isso isso
está estar
precisando precisar
se se
consertar consertar
com com
deus deus
camaradas camarada
precisam precisar
voltar voltar
pra pra
jesus jesus
correndo correndo
você você
tá estar
precisando precisar
entregar entregar
sua seu
vida vida
porque porque
ele ele
tem ter
uma um
grande grande
obra obra
tá estar
com com
vergonha vergonha
tá estar
com com
medo medo
ninguém ninguém
aqui aqui
mudam mudar
decide decidir
a o
tua tua
vida vida
só só
você você
permitindo permitir
deus deus
agir agir
ninguém ninguém
aqui aqui
nem nem
eu eu
nem nem
ninguém ninguém
aqui aqui
está estar
faltando faltar
você você
tá estar
faltando faltar
vocês você
filha filha
cantando cantar
você você
é ser
meu meu
filho filho
