hoje hoje
perfeita perfeito
e e
agradável agradável
vontade vontade
de de
Deus deus
e e
nós nós
não não
somos ser
aqui aqui
para para
tomar tomar
forma forma
do de_o
mundo mundo
nós nós
estamos estar
aqui aqui
para para
transformar transformar
o o
mundo mundo
pela por_o
transformação transformação
do de_o
nosso nosso
entendimento entendimento
mas mas
se se
não não
transformou transformar
entendimento entendimento
meu meu
irmão irmão
se se
você você
passa passar
aceitar aceitar
o o
pecado pecado
como como
uma um
coisa coisa
normal normal
se se
é ser
assim assim
mesmo mesmo
e e
não não
tem ter
jeito jeito
Eu eu
já já
nasci nascer
assim assim
onde onde
tá estar
isso isso
que que
nasce nascer
assim assim
O o
Que que
conversa conversa
é ser
essa esse
bom bom
e e
nós nós
vamos ir
negar negar
a a
todos todo
os o
princípios princípio
da de_o
fé fé
para para
sermos ser
agradáveis agradável
de de
uma um
sociedade sociedade
corrompida corromper
pelo por_o
pecado pecado
é ser
longe longe
de de
Deus deus
e e
Quem quem
tem ter
ouvidos ouvido
ouça ouvir
o o
que que
o o
espírito espírito
diz dizer
a o
igreja igreja
