[ [
de de
organização organização
deus deus
é ser
um um
deus deus
que que
trabalhou trabalhar
decrescente decrescente
deus deus
é ser
um um
deus deus
que que
trabalha trabalhar
com com
padrão padrão
de de
qualidade qualidade
e e
em em
quinto quinto
lugar lugar
deus deus
é é
escute escutar
essa esse
essa esse
palavra palavra
aqui aqui
esse esse
aqui aqui
é ser
profético profético
pra pra
você você
meu meu
filho filho
isso isso
aqui aqui
é ser
profético profético
eu eu
vou ir
eu eu
vou ir
liberar liberar
uma um
palavra palavra
profética profético
deus deus
é ser
especialista especialista
em em
transformar transformar
o o
caos caos
em em
benção benção
se se
tem ter
uma um
coisa coisa
que que
deus deus
sabe saber
fazer fazer
é ser
transformar transformar
causa causa
e e
bênção bênção
elci elci
de de
gênesis gênese
1 1
a a
terra terra
nascem nascer
forma forma
a o
terra terra
era ser
um um
caos caos
olha olhar
que que
coisa coisa
linda lindo
viagem viagem
pelo por_o
brasil brasil
nem nem
pelo por_o
mundo mundo
viagem viagem
pelo por_o
brasil brasil
para para
você você
ver ver
as o
belezas beleza
naturais natural
olha olhar
como como
é ser
que que
deus deus
terra terra
pega pegar
o o
lugar lugar
caótico caótico
e e
transforma transformar
em em
beleza beleza
olha olhar
eu eu
e e
pecadores pecador
miseráveis miserável
cheio cheio
de de
mim eu
disse dizer
aí aí
vem vir
o o
sangue sangue
de de
jesus jesus
te tu
limpa limpar
se se
liberta libertar
se se
transforma transformar
e e
agora agora
você você
quer querer
a o
candidata candidata
ao a_o
inferno inferno
você você
é ser
filho filho
do de_o
deus deus
altíssimo alto
coerdeiro coerdeiro
de de
deus deus
com com
cristo cristo
eu eu
não não
posso poder
aceitar aceitar
essa esse
conversa conversa
de de
grande grande
como como
pastora pastora
por por
mim eu
estou estar
rodeado rodear
onde onde
eu eu
moro morar
do de_o
lado lado
direito direito
um um
macumbeiro macumbeiro
do de_o
lado lado
esquerdo esquerdo
pastor pastor
um um
ateu ateu
miserável miserável
na em_o
frente frente
é ser
um um
assassino assassino
e e
na em_o
casa casa
de de
trás trás
é ser
um um
171 @card@
qualificado qualificar
pastor pastor
cercado cercado
olha olhar
pra pra
mim eu
sair sair
dali de_ali
não não
eu eu
olho olhar
pra pra
você você
ficar ficar
ali ali
porque porque
você você
é ser
transformador transformador
de de
caos caos
em em
dez dez
anos ano
é ser
essa esse
gente gente
vai ir
ser ser
impactada impactar
essa esse
gente gente
vai ir
ser ser
liberta libertar
porque porque
você você
é ser
filho filho
de de
deus deus
e e
se se
você você
é ser
filho filho
de de
deus deus
você você
é ser
o o
agente agente
transformador transformador
irmãos irmão
isso isso
é ser
profético profético
você você
pode poder
ser ser
o o
único único
cliente cliente
da de_o
tua tua
família família
podem poder
zombada zombar
tua tua
cara cara
mas mas
você você
é ser
o o
agente agente
de de
transformação transformação
vai ir
mudar mudar
essa esse
família família
receba receber
essa esse
palavra palavra
profética profético
vai ir
mudar mudar
essa esse
empresa empresa
vai ir
mudar mudar
esse esse
negócio negócio
no em_o
rio rio
de de
janeiro janeiro
tem ter
um um
pastor pastor
que que
é ser
amigo amigo
meu meu
ele ele
era ser
diretor diretor
ele ele
era ser
gerente gerente
não não
era ser
diretor diretor
de de
um um
consórcio consórcio
de de
automóveis automóvel
três três
sócios sócio
brigaram brigar
tanto tanto
tu tu
negócio negócio
foi ser
quebrando quebrar
um um
carro carro
fora ser
o o
actual actual
fora fora
e e
na em_o
hora hora
do de_o
terceiro terceiro
cai cair
fora fora
e e
deixar deixar
rebentar rebentar
tudo tudo
de de
uma um
vez vez
como como
quem quem
diz dizer
assim assim
a o
última último
que que
ficar ficar
a a
pagar pagar
luz luz
caos caos
esse esse
pastor pastor
grande grande
homem homem
sempre sempre
trabalhou trabalhar
em em
funções função
de de
gerência gerência
chegou chegar
antes antes
e e
assim assim
me eu
passa passar
a o
procuração procuração
eu eu
vou ir
salvar salvar
isso isso
o o
carro carro
em em
cima cima
nós nós
estamos estar
com com
um um
furo furo
de de
caixa caixa
me eu
passa passar
a o
procuração procuração
que que
eu eu
vou ir
tomar tomar
quanto quanto
quer querer
dizer dizer
bem bem
está estar
tudo tudo
quebrado quebrar
tatu tatu
rebentado rebentar
pode poder
ser ser
repassado repassar
a o
procuração procuração
para para
ele ele
não não
vai ir
segurar segurar
um um
título título
que que
eu eu
tenho ter
que que
segurar segurar
ele ele
vai ir
aguentar agüentar
me eu
passa passar
a o
procuração procuração
passou passar
procuração procuração
esse esse
pastor pastor
ele ele
é ser
filho filho
de de
deus deus
e e
limita limitar
a a
deus deus
ele ele
transforma transformar
causa causa
imensa imenso
esse esse
camarada camarada
começou começar
a a
trabalhar trabalhar
começou começar
a a
trabalhar trabalhar
trabalhar trabalhar
trabalhar trabalhar
vou ir
resumir resumir
a o
história história
ele ele
tirou tirar
da de_o
falência falência
da de_o
quebradeira quebradeira
uma um
empresa empresa
de de
consórcio consórcio
como como
os o
três três
sócios sócio
brigavam brigar
e e
ninguém ninguém
aceitava aceitar
que que
o o
outro outro
fosse ser
tomar tomar
conta conta
então então
os o
três três
concordaram concordar
que que
ele ele
fosse ser
o o
diretor diretor
geral geral
e e
os o
3 3
cederam ceder
ações ação
que que
pertenciam pertencer
a a
si si
para para
ele ele
se se
o o
quarto quarto
dono dono
ele ele
é ser
pastor pastor
da de_o
vivo vivo
é ser
do de_o
rio rio
de de
janeiro janeiro
transformou transformar
caos caos
em em
benção benção
eu eu
não não
aceito aceitar
irmãos irmão
bastou bastar
o o
meu meu
pai pai
olhou olhar
muito muito
aquela aquele
história história
bastou bastar
o o
meu meu
tá estar
tá estar
tá estar
tá estar
tá estar
tá estar
tá estar
tá estar
bom bom
era ser
um um
desgraçado desgraçar
meu meu
taratata taratata
também também
era ser
o o
trará trazer
também também
o o
trecho trecho
da de_o
rua rua
171 @card@
qualificado qualificar
o o
bisavó bisavô
pilantra pilantra
a a
sul sul
o o
arroz arroz
mente mentar
quanto quanto
meu meu
pai pai
nem nem
que que
só só
quer querer
que que
eu eu
seja ser
o o
taratata taratata
pode poder
ter ter
sido ser
um um
vagabundo vagabundo
otara otara
pode poder
ter ter
sido ser
171 @card@
utresa utresa
vovó vovô
gente gente
que que
não não
prestava prestar
o o
bisavó bisavô
não não
dá dar
nem nem
pra pra
falar falar
dele de_ele
o o
avô avô
o o
maior grande
safado safado
da de_o
cidade cidade
o o
pai pai
é ser
o o
cala calar
boca boca
mas mas
à a_o
parte parte
aqui aqui
de de
meia meia
eu eu
vou ir
mudar mudar
minha meu
geração geração
eu eu
vou ir
mudar mudar
a o
minha meu
história história
diz dizer
aí aí
para para
quem quem
está estar
perto perto
de de
você você
não não
vou ir
responder responder
mais mais
alto alto
você você
vai ir
dizer dizer
senão senão
é ser
filho filho
de de
deus deus
têm ter
limitado limitar
diz dizer
aí aí
diz dizer
pra pra
quem quem
tá estar
perto perto
de de
você você
ser ser
meu meu
filho filho
de de
deus deus
tem ter
que que
transformar transformar
cause causar
bênção bênção
três três
garotos garoto
para para
jogar jogar
na em_o
fornalha forno
calvi calvi
o o
quarto quarto
homem homem
aparece aparecer
bênção bênção
daniel daniel
foi ser
jogado jogar
na em_o
cova covo
claudia claudia
sai sair
da de_o
copa copa
para para
ser ser
primeiro primeiro
ministro ministro
benson benson
de de
renda renda
ontem ontem
você você
agente agente
de de
transformação transformação
vou ir
parar parar
com com
esse esse
profetismo profetismo
catastrófico catastrófico
miserável miserável
que que
sua seu
família família
não não
tem ter
jeito jeito
que que
está estar
a o
igreja igreja
não não
tem ter
jeito jeito
que que
não não
sei saber
quem quem
não não
tem ter
jeito jeito
o o
meu meu
pastor pastor
que que
é ser
meu meu
sogro sogro
meu meu
pastor pastor
que que
é ser
meu meu
sogro sogro
que que
é ser
pastor pastor
há há
55 55
anos ano
no em_o
começo começo
no em_o
estado estado
de de
minas mina
gerais geral
carangola carangola
já já
tinha ter
matado matar
no em_o
sentido sentido
de de
integrar integrar
o o
ministério ministério
os o
10 10
pastores pastor
e e
não não
era ser
pastor pastor
estava estar
na em_o
reunião reunião
de de
obreiros obreiro
e e
o o
líder líder
o o
missionário missionário
que que
comandava comandar
a o
assembléia assembléia
de de
deus deus
lhe ele
garantisse garantir
assim assim
quem quem
é ser
que que
vai ir
pagar pagar
angola angola
a a
poder poder
sim sim
por por
sair sair
beagle beagle
nesse em_esse
sangue sangue
de de
jesus jesus
hoje hoje
não não
cantava cantar
o o
hino hino
em em
fulano fulano
de de
tal tal
foi foi
desgraçou desgraçar
beltrão beltrão
foi ser
se se
ferrou ferrar
sequer sequer
foi ser
aí aí
ele ele
não não
era ser
nem nem
pastor pastor
ainda ainda
ele ele
funcionário funcionário
eu eu
o o
nosso nosso
irmão irmão
josé josé
santos santo
que que
aí aí
pacaembu pacaembu
concorre concorrer
vou ir
mandar mandar
o o
nosso nosso
irmão irmão
josé josé
santos santo
para para
carangola carangola
foi ser
o o
irmão irmão
josé josé
santos santo
que que
não não
era ser
nem nem
pastor pastor
por por
um um
lugar lugar
onde onde
padre padre
mandava mandar
matar matar
e e
fazendeiro fazendeiro
executava executar
foi ser
ele ele
pregar pregar
em em
carangola carangola
vou ir
resumir resumir
a o
história história
terra terra
de de
saimon saimon
tom tom
sabe saber
o o
que que
eu eu
tô tô
falando falar
negro negro
foi ser
meu meu
sogro sogro
lá lá
chegou chegar
em em
carangola carangola
não não
tinha ter
templo templo
da de_o
assembléia assembléia
de de
deus deus
não não
tinha ter
nada nada
deixou deixar
um um
templo templo
construído construir
a o
cidade cidade
vizinha vizinho
que que
ele ele
sabe saber
aqui aqui
de de
vimo vimo
de de
carangola carangola
assassino assassino
lá lá
matava matar
dando dar
gargalhada gargalhar
ele ele
ganhou ganhar
a o
primeira primeiro
pessoa pessoa
que que
aceitou aceitar
a a
jesus jesus
em em
divino divino
de de
carangola carangola
o o
primeiro primeiro
crente crente
na em_o
cidade cidade
meu meu
sogro sogro
ganhou ganhar
só só
a o
assembléia assembléia
de de
deus deus
hoje hoje
lá lá
tem ter
tudo tudo
participa participar
pelo por_o
italiano italiano
metodista metodista
meu meu
sogro sogro
foi ser
o o
camarada camarada
que que
ganhou ganhar
o o
primeiro primeiro
crente crente
na em_o
cidade cidade
de de
divino divino
de de
carangola carangola
só só
a o
assembléia assembléia
de de
deus deus
divino divino
de de
carangola carangola
tem ter
mais mais
de de
3 3
mil mil
membros membro
mais mais
de de
3 3
. .
000 @card@
sogro sogro
deixou deixar
o o
campo campo
com com
mais mais
de de
20 20
igrejas igreja
construídas construir
sabe saber
por por
quê quê
porque porque
quando quando
você você
é ser
filho filho
de de
deus deus
você você
chega chegar
em em
lugar lugar
nenhum nenhum
onde onde
tem ter
miséria miséria
onde onde
tem ter
desgraça desgraça
onde onde
tem ter
demônio demônio
e e
vai ir
ter ter
que que
cair cair
fora fora
porque porque
chegou chegar
o o
filho filho
de de
deus deus
e e
você você
é ser
vitorioso vitorioso
e e
você você
muda mudar
e e
você você
transforma transformar
o o
lugar lugar
em em
último último
lugar lugar
pra pra
mim eu
encerrar encerrar
aqui aqui
agüenta agüenta
firme firme
na em_o
tv tv
uma um
aguinha aguinha
com com
vontade vontade
em em
se se
você você
é ser
filho filho
de de
deus deus
e e
deus deus
é ser
um um
deus deus
de de
caráter caráter
três três
marcas marca
do de_o
caráter caráter
de de
deus deus
temos ter
que que
matá matar
lo lo
eu eu
sou ser
filho filho
dele de_ele
tem ter
que que
imitar imitar
filho filho
se se
parece parecer
com com
o o
pai pai
tem ter
marcas marca
genéticas genético
em em
que que
me eu
traí trair
não não
vou ir
citar citar
só só
três três
marcas marca
do de_o
caráter caráter
de de
deus deus
primeiro primeiro
deus deus
é ser
um um
deus deus
de de
justiça justiça
retidão retidão
irmãos irmão
é ser
uma um
vergonha vergonha
esse esse
negócio negócio
de de
crente crente
trambiqueiro trambiqueiro
é ser
uma um
vergonha vergonha
de de
crente crente
que que
compra compra
e e
não não
pagar pagar
é ser
uma um
vergonha vergonha
de de
crente crente
que que
compra comprar
produto produto
pirata pirata
você você
sabia saber
que que
a o
cassiane cassiane
está estar
entre entre
os o
cinco cinco
artistas artista
segundo segundo
eles eles
falam falar
artistas artista
mais mais
pirateados piratear
do de_o
brasil brasil
quem quem
é ser
que que
compra compra
cd cd
cassiane cassiane
crente crente
é ser
crente crente
filho filho
de de
deus deus
é ser
outro outro
papo papo
é ser
crente crente
porque porque
o o
diabo diabo
também também
crê crer
em em
deus deus
e e
estremece estremecer
tá estar
na em_o
bíblia bíblia
é ser
crente crente
que que
compra compra
é ser
crente crente
um um
dia dia
desses de_esse
eu eu
recebi receber
um um
telefonema telefonema
lá lá
de de
belo belo
horizonte horizonte
malafaia malafaia
á á
malafaia malafaia
a a
que que
foi foi
vem vir
aqui aqui
na em_o
rua rua
esqueci esquecer
até até
o o
nome nome
dela de_ela
ele ele
tem ter
os o
barraqueiros barraqueiro
meu meu
filho filho
tem ter
cd cd
e e
dvd dvd
eu eu
ter ter
até até
aqui aqui
dando dar
cabeçada cabeçada
a a
5 5
mil mil
réis real
rapaz rapaz
pirate pirate
a a
nos nós
agem agir
de de
pasto pasto
essa esse
não não
dá dar
pra pra
entender entender
o o
cara cara
comprar comprar
já já
aviso avisar
uma um
mensagem mensagem
fala falar
deus deus
bate bater
mais mais
papai papar
o o
dvd dvd
é ser
pirateado piratear
irmãos irmão
pastor pastor
mas mas
só só
tem ter
que que
entender entender
uma um
vez vez
na em_o
semana semana
a o
rádio rádio
estava estar
no em_o
debate debate
sobre sobre
pirataria pirataria
há haver
uma um
semana semana
a a
rádio rádio
ligou ligar
e e
disse dizer
assim assim
irmãos irmão
fazer fazer
um um
cd cd
custa custar
r$18 r$18
e e
outro outro
custar custar
5 5
porque porque
não não
vem vir
assim assim
que que
eu eu
falei falar
deixa deixar
comigo com_eu
sai sair
da de_o
frente frente
que que
ela ela
é ser
minha meu
todinha todo
paguei pagar
pelos por_o
lado lado
pelo por_o
campus campus
unir unir
falei falar
deixa deixar
lá lá
comigo com_eu
eu eu
falei falar
o o
querido querido
é ser
porque porque
sabe saber
por por
que que
pagar pagar
r$18 r$18
porque porque
só só
o o
icms icms
é ser
18 18
% %
sabe saber
porque porque
paga pagar
18 18
reais real
porque porque
incide incidir
em em
quatro quatro
pontos ponto
e e
lá lá
o o
que que
o o
imposto imposto
de de
renda renda
sabe saber
por por
que que
a o
r$18 r$18
porque porque
tem ter
um um
bando bando
de de
funcionário funcionário
para para
pagar pagar
eo eo
pirata pirata
não não
paga pagar
nada nada
então então
cuidado cuidar
com com
a o
bobagem bobagem
que que
você você
tá estar
falando falar
sabe saber
que que
a o
nossa nosso
ideia ideia
o o
que que
é ser
ladrão ladrão
bem bem
ladrão ladrão
pra pra
mim eu
é ser
um um
cara cara
que que
rouba roubar
50 50
mil mil
mas mas
tem ter
roubar roubar
cinco cinco
reais real
não não
é ser
a o
questão questão
pra pra
você você
valor valor
quem quem
rouba roubar
assim assim
com com
quem quem
rouba roubar
50 50
menor menor
só só
têm ter
a o
oportunidade oportunidade
de de
um um
robô robô
50 50
porque porque
não não
teve ter
oportunidade oportunidade
eu eu
possa poder
roubar roubar
5 5
o o
pastor pastor
meu meu
filho filho
chorando chorar
porque porque
os o
coleguinhas colega
dele de_ele
no em_o
colégio colégio
tem ter
um um
tênis tênis
um um
night night
e e
o o
tenista tenista
na em_o
e e
custará custar
180 180
reais real
mas mas
no em_o
cabelo cabelo
ontem ontem
11 11
na em_o
ikea ikea
por por
40 40
e e
que que
é ser
que que
eu eu
vou ir
fazer fazer
parte parte
do de_o
que que
vai ir
fazer fazer
você você
vai ir
ser ser
o o
meu meu
filho filho
meu meu
filho filho
você você
vai ir
dar dar
de de
conga conga
sob sob
qual qual
é ser
o o
problema problema
dos de_o
pais pai
é ser
que que
os o
pais pai
muitas muito
vezes vez
alimentam alimentar
os o
filhos filho
viver viver
num em_um
mundo mundo
fora fora
da de_o
sua seu
realidade realidade
mostra mostrar
o o
teu teu
filho filho
que que
pobreza pobreza
não não
é ser
uma um
coisa coisa
vergonhosa vergonhoso
vergonha vergonha
é ser
comprar comprar
e e
não não
pagar pagar
é ser
falar falar
e e
não não
compreensivo compreensivo
até até
o o
filho filho
até até
caráter caráter
meu meu
filho filho
eu eu
gostaria gostar
de de
dar dar
o o
nike nike
mas mas
eu eu
ainda ainda
não não
posso poder
eu eu
vou ir
comprar comprar
outro outro
aqui aqui
menor pequeno
mas mas
meu meu
filho filho
eu eu
estou estar
orando orar
a a
deus deus
eu eu
sou ser
dizimista dizimista
se se
não não
conseguir conseguir
comigo com_eu
deus deus
vai ir
fazer fazer
você você
prosperar prosperar
a o
fidelidade fidelidade
de de
deus deus
vai ir
te tu
alcançar alcançar
caráter caráter
deus deus
é ser
o o
deus deus
de de
karaté karaté
e e
os o
seus seu
filhos filho
um um
outro outro
pastor pastor
chegou chegar
pra pra
mim eu
rafael rafael
ora ora
por por
que que
satanás satanás
levanta levantar
uma um
grande grande
perseguição perseguição
da de_o
igreja igreja
não não
ter ter
que que
ouvir ouvir
a o
seguinte seguinte
uma um
pessoa pessoa
que que
trabalha trabalhar
na em_o
nossa nosso
igreja igreja
botou botar
a o
igreja igreja
na em_o
justiça justiça
o o
juiz juiz
quer querer
fazer fazer
a a
resto resto
do de_o
património património
é ser
porque porque
ele ele
botou botar
na em_o
justiça justiça
falei falar
aí aí
tem ter
nesse em_esse
angu angu
tem ter
caroço caroço
porque porque
ele ele
botou botar
o o
que que
aconteceu acontecer
é é
porque porque
é ser
um um
ele ele
trabalhou trabalhar
25 25
anos ano
na em_o
nossa nosso
igreja igreja
e e
nunca nunca
teve ter
carteira carteira
assinada assinar
é ser
o o
diabo diabo
funcionava funcionar
a o
igreja igreja
de de
energência energência
aqui aqui
ele ele
tem ter
uns um
15 15
funcionário funcionário
meu meu
pinto pinto
meu meu
vindo vir
ninguém ninguém
trabalha trabalhar
pra pra
mim eu
um um
minuto minuto
fora fora
do de_o
tempo tempo
deles de_eles
chega chegar
a o
hora hora
extra extra
quando quando
meti meter
o o
pau pau
na em_o
globo globo
um um
procurador procurador
do de_o
ministério ministério
do de_o
trabalho trabalho
com com
uma um
equipe equipe
foi ser
na em_o
central central
gospel gospel
e e
o o
procurador procurador
chegou chegar
e e
falou falar
com com
a o
minha meu
chefe chefe
do de_o
pessoal pessoal
diz dizer
a o
senhora senhora
é ser
pau pau
mandado mandar
em em
lamento lamento
operação operação
pente pente
fino fino
eu eu
quero querer
funcionários funcionário
que que
foram ser
mandado mandar
embora embora
de de
cinco cinco
anos ano
atrás atrás
quem quem
foi ser
mandado mandar
embora embora
dessa de_esse
empresa empresa
cinco cinco
anos ano
atrás atrás
chamado chamar
chamou chamar
um um
a a
um um
que que
foi ser
mandado mandar
embora embora
o o
cara cara
que que
manda mandar
embora embora
ficar ficar
com com
raiva raiva
e e
de de
alguma algum
forma forma
quer querer
dar dar
um um
desconto desconto
chamou chamar
um um
a a
um um
de de
ter ter
o o
mando mando
embora embora
cinco cinco
anos ano
atrás atrás
seja ser
uma um
operação operação
pente pente
fino fino
em em
um um
horário horário
em em
pagamento pagamento
de de
fundo fundo
de de
garantia garantia
de de
tudo tudo
eu eu
falei falar
manda manda
revirá revir
fique ficar
à a_o
vontade vontade
no em_o
final final
de de
180 180
dias dia
o o
cara cara
disse dizer
eu eu
estou estar
impressionado impressionar
todas todo
as o
pessoas pessoa
que que
trabalharam trabalhar
aqui aqui
e e
disser dizer
eu eu
não não
tenho ter
como como
falar falar
mal mal
do de_o
eu eu
não não
tenho ter
e e
roupa roupa
que que
olha olhar
aqui aqui
homem homem
ou ou
uma um
foto foto
do de_o
jovem jovem
douglas douglas
a a
mim eu
é ser
fantástico fantástico
e e
fantastic fantastic
a o
gente gente
é ser
filho filho
de de
deus deus
tem ter
que que
se se
parecem parecer
com com
ele ele
deus deus
é ser
um um
deus deus
de de
caráter caráter
segundo segundo
eu eu
já já
falei falar
da de_o
mensagem mensagem
vai ir
passar passar
a a
voar voar
e e
vou ir
encerrar encerrar
aqui aqui
por por
cada cada
hora hora
vai ir
ficar ficar
aí aí
você você
aqui aqui
as o
rápidas rápido
vai ir
ficar ficar
eu eu
vou ir
seguir seguir
minha meu
senhora senhora
tem ter
dois dois
estão estar
brincando brincar
contigo contigo
até até
brincando brincar
eu eu
sei saber
que que
você você
fala falar
isso isso
por por
carinho carinho
por por
amor amor
mas mas
a o
prudência prudência
é ser
um um
negócio negócio
interessante interessante
que que
tem ter
mãe mãe
que que
já já
tá estar
vendo ver
frango frango
a a
já já
teve ter
irmão irmão
já já
teve ter
revelação revelação
de de
uma um
picanha picanha
de de
uma um
mulher mulher
cai cair
então então
eu eu
eu eu
não não
quero querer
abortar abortar
os o
seus seu
sonhos sonho
princípio princípio
se se
você você
é ser
filho filho
de de
grãos grão
deus deus
é ser
o o
deus deus
de de
caráter caráter
e e
no em_o
caráter caráter
de de
deus deus
marcas marca
do de_o
caráter caráter
deus deus
o o
deus deus
de de
justiça justiça
segundo segundo
deus deus
é ser
um um
deus deus
de de
amor amor
debaixo debaixo
do de_o
guarda-chuva guarda-chuva
do de_o
amor amor
vou ir
repetir repetir
aqui aqui
compaixão compaixão
e e
misericórdia misericórdia
e e
perdão perdão
quem quem
sabe saber
que que
é ser
compaixão compaixão
ficar ficar
no em_o
lugar lugar
do de_o
outro outro
compaixão compaixão
se se
têm ter
manifestado manifestar
com com
paixão paixão
e e
compaixão compaixão
pelos por_o
necessitados necessitado
é ser
só só
lavar lavar
roupa roupa
velha velho
sede sede
social social
camisa camisa
de de
seda seda
queimada queimar
de de
ferro ferro
geladeira geladeira
sem sem
motor motor
ferro ferro
sem sem
resistência resistência
ventilador ventilador
sem sem
hélice hélice
ar ar
condicionado condicionar
sem sem
compressor compressor
sapato sapato
com com
ar ar
condicionado condicionar
próprio próprio
buraco buraco
e e
você você
só só
leva levar
fubá fubá
e e
sal sal
deve dever
começo começo
todo todo
dia dia
né né
quem quem
leva levar
fubá fubá
e e
sal sal
serviços serviço
rápida rápido
começou começar
a a
fumar fumar
está estar
em em
casa casa
amar amar
o o
próximo próximo
como como
a a
ti tu
mesmo mesmo
que que
isso isso
representa representar
para para
você você
a a
quem quem
você você
ajuda ajudar
quando quando
alguém alguém
chega chegar
para para
pedir pedir
ajuda ajuda
você você
olha olhar
tá estar
vendo ver
aquele aquele
cabelo cabelo
dia dia
ele ele
é ser
um um
cara cara
bacana bacana
bonitão bonito
com com
cavanhaque cavanhaque
o o
pastor pastor
vai ir
lá lá
ele ele
um um
cabelinho cabelo
meio meio
cheio cheio
e e
falar falar
com com
ele ele
é ser
isso isso
que que
você você
vai ir
hora hora
tá estar
vendo ver
lá lá
um um
cara cara
com com
o o
cabelo cabelo
meio meio
grisalho grisalho
parece parecer
até até
um um
galã galã
o o
edital edital
aquele aquele
lado lado
público público
bonitão bonito
com com
o o
edital edital
fala falar
com com
ele ele
sai sair
fora fora
tá estar
vendo ver
a a
tv tv
um um
cara cara
me eu
fico ficar
narigão narigão
de de
bigode bigode
pode poder
ele ele
é ser
feio feio
mas mas
ele ele
vai ir
te tu
aturar aturar
iphone iphone
a o
bíblia bíblia
diz dizer
em em
primeiro primeiro
jogo jogo
48 48
que que
deus deus
é é
amor amor
o o
homem homem
ama amar
você você
pode poder
dizer dizer
que que
o o
homem homem
ama amar
mas mas
não não
pode poder
dizer dizer
que que
o o
homem homem
amor amor
a a
essência essência
do de_o
caráter caráter
de de
deus deus
é ser
amor amor
e e
eu eu
como como
filho filho
de de
deus deus
tem ter
que que
amar amar
e e
quem quem
ama amar
perdoa perdoar
e e
quem quem
ama amar
misericordioso misericordioso
e e
quem quem
ama amar
tem ter
compaixão compaixão
terceira terceiro
marca marca
do de_o
caráter caráter
de de
deus deus
e e
fique ficar
de de
pé pé
por por
favor favor
se se
você você
é ser
filho filho
de de
deus deus
e e
deus deus
é ser
um um
deus deus
de de
caráter caráter
marca marca
podia poder
falar falar
tantas tanto
marcas marca
do de_o
caráter caráter
de de
deus deus
justiça justiçar
amor amor
e e
discutir discutir
isso isso
fidelidade fidelidade
a a
deus deus
é ser
um um
deus deus
te tu
fidelidade fidelidade
marca marca
do de_o
caráter caráter
de de
deus deus
se se
quer querer
ver ver
as o
três três
dimensões dimensão
da de_o
fidelidade fidelidade
segundo segundo
timóteo timóteo
2 2
13 13
se se
formos ser
infiéis infiel
ele ele
permanece permanecer
fiel fiel
não não
pode poder
negar negar
a a
si si
mesmo mesmo
a o
fidelidade fidelidade
de de
deus deus
é ser
eterna eterno
as o
dimensões dimensão
da de_o
fidelidade fidelidade
de de
deus deus
lamentações lamentação
de de
jeremias jeremias
3 3
24 24
grande grande
é ser
a o
tua tua
fidelidade fidelidade
a a
fidelidade fidelidade
de de
deus deus
não não
em em
conta-gotas conta-gota
a a
fidelidade fidelidade
de de
deus deus
é ser
grandiosa grandioso
a o
dimensão dimensão
da de_o
fidelidade fidelidade
de de
deus deus
jeremias jeremias
1 1
/ /
12 12
deus deus
vela vela
em em
fazer fazer
cumprir cumprir
a o
sua seu
palavra palavra
a a
fidelidade fidelidade
de de
deus deus
não não
pertence pertencer
ao a_o
mundo mundo
concreto concreto
ao a_o
mundo mundo
abstrato abstrato
pertence pertencer
ao a_o
mundo mundo
concreto concreto
você você
percebe perceber
você você
sente sentar
você você
tem ter
manifestado manifestar
na em_o
sua seu
vida vida
e e
aí aí
eu eu
pergunto perguntar
você você
responde responder
pra pra
você você
se se
você você
é ser
filho filho
de de
deus deus
e e
tem ter
imitá imitá
lo lo
você você
é ser
fiel fiel
à a_o
sua seu
esposa esposo
você você
é ser
fiel fiel
ao a_o
seu seu
marido marido
você você
é ser
fiel fiel
à a_o
sua seu
família família
você você
é ser
fiel fiel
ao a_o
seu seu
patrão patrão
você você
é ser
fiel fiel
à a_o
sua seu
igreja igreja
você você
é ser
fiel fiel
ao a_o
céu céu
pastor pastor
você você
é ser
fiel fiel
a a
ou ou
você você
tem ter
uma um
vida vida
cíclica cíclico
onde onde
a a
cuidar cuidar
do de_o
dia dia
sem sem
deus deus
o o
dia dia
com com
deusa deus
do de_o
dia dia
sem sem
deus deus
um um
dia dia
muito muito
crente crente
o o
dia dia
- -
grande grande
o o
dia dia
mais mais
chato chato
do de_o
dia dia
profano profanar
você você
a o
tempestade tempestade
eu eu
tô tô
contigo contigo
senhor senhor
eu eu
sei saber
quem quem
eu eu
tenho ter
eu eu
posso poder
perder perder
tudo tudo
mas mas
eu eu
não não
te tu
deixes deixar
tem ter
portas porta
abertas aberto
dinheiro dinheiro
e e
que que
essa esse
ser ser
infiel infiel
som som
serei ser
fiel fiel
dos de_o
meus meu
dízimos dízimo
nas em_o
minhas meu
ofertas oferta
na em_o
minha meu
literalidade literalidade
vão ir
servir servir
a a
deus deus
com com
as o
minhas meu
riquezas riqueza
e e
com com
os o
meus meu
beijos beijo
não não
você você
crente crente
domingueiro domingueiro
você você
crente crente
social social
porque porque
eu eu
sou ser
filho filho
de de
deus deus
ea ea
marca marca
do de_o
karaté karaté
de de
deus deus
é ser
a o
fidelidade fidelidade
ea ea
voz voz
é ser
fiel fiel
todos todo
os o
dias dia
da de_o
minha meu
vida vida
eu eu
não não
vou ir
apenas apenas
servir servir
a a
deus deus
quando quando
tem ter
um um
congresso congresso
diz dizer
pela por_o
ae ae
ou ou
quando quando
vem vir
o o
empregador empregador
de de
fora fora
da de_o
minha meu
igreja igreja
mas mas
eu eu
vou ir
ser ser
fiel fiel
la la
diante diante
do de_o
exemplo exemplo
onde onde
o o
trabalho trabalho
dos de_o
suspeitos suspeito
onde onde
eu eu
estou estar
do de_o
lado lado
dos de_o
sempre sempre
os o
onde onde
eu eu
moro morar
dos de_o
centros centro
na em_o
minha meu
família família
eu eu
serei ser
o o
sé sé
depois depois
