bem bem
sangue sangue
que que
somente somente
não não
tenha ter
medo medo
crê crer
somente somente
a o
fé fé
é ser
uma um
arma arma
poderosa poderoso
contra contra
satanás satanás
instalar instalar
em em
efésios efésio
capítulo capítulo
6 6
apagando apagar
os o
dardos dardo
inflamados inflamar
do de_o
diabo diabo
com com
o o
escudo escudo
da de_o
fé fé
a o
fé fé
é ser
a o
arma arma
da de_o
nossa nosso
vitória vitória
a o
primeira primeiro
joão joão
54 54
esta este
é ser
a o
vitória vitória
que que
venci vencer
o o
mundo mundo
a a
nossa nosso
vã vão
creia crer
em em
deus deus
creia crer
em em
deus deus
ele ele
tem ter
poder poder
de de
abrir abrir
qualquer qualquer
porta porta
ele ele
tem ter
poder poder
de de
operar operar
qualquer qualquer
milagre milagre
eles eles
chamas chama
coisas coisa
a o
existência existência
acho achar
que que
não não
existem existir
como como
se se
ela ela
já já
fossem ser
ele ele
pode poder
hoje hoje
você você
está estar
aqui aqui
ele ele
já já
operou operar
um um
milagre milagre
já já
liberou liberar
uma um
sentença sentença
que que
essa esse
semana semana
vai ir
se se
concretizar concretizar
na em_o
tua tua
vida vida
creio crer
que que
ele ele
pode poder
operar operar
um um
milagre milagre
ele ele
é ser
o o
deus deus
do de_o
impossível impossível
ele ele
torna tornar
impossível impossível
é ser
impossível impossível
ele ele
é ser
o o
senhor senhor
a a
ele ele
a o
glória glória
é ser
a o
honra honra
a a
e e
louvor louvor
para para
sempre sempre
olha olhar
como como
jesus jesus
encerra encerrar
jesus jesus
não não
diz dizer
mulher mulher
seja ser
feita fazer
conforme conforme
eu eu
quero querer
olha olhar
o o
que que
café café
vai ir
fazer fazer
seja ser
feito fazer
conforme conforme
tu tu
você você
crê crer
seja ser
feito fazer
conforme conforme
você você
tá estar
falando falar
porque porque
a o
sua seu
fala fala
tem ter
fé fé
olha olhar
eu eu
vou ir
fazer fazer
pela por_o
minha meu
soberania soberania
querido querer
eu eu
digo dizer
pra pra
você você
o o
seguinte seguinte
numa em_um
uma um
coisa coisa
bem bem
simples simples
a o
fé fé
é ser
igual igual
ao a_o
portão portão
automático automático
a o
fé fé
em em
deus deus
já já
determinou determinar
o o
princípio princípio
quando quando
você você
entra entrar
é ser
como como
você você
pisar pisar
numa em_um
porta porta
automática automático
eu eu
já já
contei contar
aqui aqui
também também
eu eu
acho achar
que que
uma um
vez vez
no em_o
aeroporto aeroporto
eu eu
fiquei ficar
rindo rir
de de
um um
garotinho garoto
ele ele
passou passar
na em_o
porta porta
a o
porta porta
abriu abrir
e e
ele ele
andou andar
a o
porta porta
fechou fechar
a a
ele ele
dar dar
um um
passo passo
atrás atrás
da de_o
porta porta
abriu abrir
e e
ele ele
achou achar
aquilo aquilo
fabuloso fabuloso
eu eu
tenho ter
poder poder
para para
abrir abrir
e e
fechar fechar
a o
porta porta
a a
um um
moleque moleque
ficou ficar
assim assim
botar botar
o o
pé pé
após após
abrir abrir
e e
tirava tirar
o o
processo processo
da de_o
gargalhada gargalhar
botar botar
o o
pé pé
à a_o
porta porta
o o
bilhete bilhete
na em_o
operação operação
da de_o
rota rota
gargalhada gargalhar
fiquei ficar
rindo rir
o o
grito grito
o o
mundo mundo
da de_o
criança criança
e e
tatiana tatiana
eu eu
tenho ter
poder poder
que que
abre abrir
a o
porta porta
é ser
bom bom
querida querido
impressionante impressionante
é ser
um um
exemplo exemplo
tão tão
pequeno pequeno
nicho nicho
é ser
a o
fé fé
quando quando
você você
crê crer
a o
porta porta
se se
abre abrir
tá estar
no em_o
automático automático
deus deus
não não
precisa precisar
entrar entrar
em em
ação ação
já já
está estar
criado criar
no em_o
mundo mundo
de de
deus deus
ele ele
se se
submete submeter
a o
essa esse
lei lei
você você
crê crer
o o
chelsea chelsea
abre abrir
você você
crê crer
em em
deus deus
responde responder
você você
crê crer
o o
milagre milagre
chega chegar
você você
crê crer
a o
resposta resposta
vai ir
chegar chegar
seja ser
feito fazer
com com
fome fome
do de_o
que que
seja ser
feito fazer
com com
wagner wagner
sua seu
fé fé
ea ea
sua seu
filha filha
naquele em_aquele
momento momento
ficou ficar
liberta libertar
jesus jesus
não não
precisou precisar
na em_o
casa casa
daquela de_aquele
se se
você você
crê crer
aqui aqui
esta este
noite noite
ele ele
pode poder
operar operar
um um
milagre milagre
mil mil
quilômetros quilômetro
de de
distância distância
ele ele
pode poder
operar operar
um um
milagre milagre
lá lá
dentro dentro
daquela de_aquele
daquela de_aquele
reserva reserva
de de
pessoas pessoa
que que
você você
não não
tem ter
acesso acesso
mas mas
que que
podem poder
decidir decidir
sobre sobre
a o
tua tua
vida vida
ele ele
entra entrar
lá lá
e e
manifesta manifestar
um um
milagre milagre
pra para_o
tua tua
vida vida
creia crer
querido querido
creia crer
creia crer
se se
deus deus
colocou colocar
essa esse
palavra palavra
aqui aqui
no em_o
meu meu
coração coração
é ser
porque porque
deus deus
que que
opera operar
milagre milagre
na em_o
vida vida
de de
gente gente
aqui aqui
é ser
porque porque
deus deus
quer querer
tornar tornar
impossível impossível
impossível impossível
é ser
porque porque
deus deus
tem ter
coisas coisa
grandes grande
a a
fazer fazer
a o
igreja igreja
de de
pé pé
por por
favor favor
a o
reunião reunião
já já
vai ir
acabar acabar
mas mas
eu eu
peço pedir
a o
sua seu
atenção atenção
aos a_o
cinco cinco
minutos minuto
a o
fé fé
é ser
o o
único único
meio meio
pelo por_o
qual qual
você você
pode poder
ser ser
salvo salvar
não não
é ser
através através
das de_o
suas seu
obras obra
não não
é ser
através através
da de_o
minha meu
igreja igreja
porque porque
deus deus
amou amar
o o
mundo mundo
de de
tal tal
maneira maneira
que que
deu dar
o o
seu seu
filho filho
unigênito unigênito
para para
que que
todo todo
aquele aquele
que que
nele em_ele
crê crer
até até
a o
vida vida
eterna eterno
a o
fé fé
salvar salvar
a o
fé fé
faz fazer
deus deus
perdoai perdoar
os o
pecados pecado
a a
fé fé
faz fazer
deus deus
transformar transformar
a o
tua tua
vida vida
numa em_um
vida vida
melhor bom
a o
fé fé
faz fazer
você você
romper romper
com com
coisas coisa
que que
ninguém ninguém
nem nem
médico médico
e e
psicólogo psicólogo
nem nem
você você
pode poder
vencer vencer
a ela
pela por_o
fé fé
em em
deus deus
pode poder
mudar mudar
o o
teu teu
filme filme
você você
precisa precisar
em em
primeiro primeiro
lugar lugar
crê crer
que que
jesus jesus
é ser
o o
único único
salvador salvador
é ser
o o
pastor pastor
é ser
o o
padre padre
nem nem
o o
papa papa
nem nem
maria maria
jesus jesus
você você
precisa precisar
crer crer
ele ele
pode poder
transformar transformar
sua seu
vida vida
para para
melhor melhor
ele ele
pode poder
perdoar perdoar
os o
pecados pecado
que que
ele ele
pode poder
tirar tirar
você você
do de_o
imposto imposto
sem sem
fundo fundo
ele ele
pode poder
restaurar restaurar
a o
paz paz
ea ea
alegria alegria
do de_o
teu teu
coração coração
ele ele
pode poder
mudar mudar
a o
história história
da de_o
sua seu
vida vida
e e
da de_o
sua seu
família família
a a
partir partir
de de
você você
e e
que que
ele ele
pode poder
te tu
dar dar
a o
salvação salvação
eterna eterno
que que
a o
coisa coisa
mais mais
importante importante
que que
você você
não não
foi ser
feito fazer
para para
viver viver
60 60
70 70
80 80
90 90
anos ano
você você
é ser
eterno eterno
e e
só só
pela por_o
fé fé
você você
vai ir
ter ter
salvação salvação
nessa em_esse
noite noite
eu eu
quero querer
morar morar
não não
é ser
por por
quem quem
eu eu
estou estar
determinando determinar
mas mas
é ser
por por
quem quem
crê crer
e e
pela por_o
fé fé
você você
vai ir
dar dar
um um
passo passo
de de
entregar entregar
só só
de de
da de_o
crise crise
e e
voltar voltar
pra pra
jesus jesus
você você
que que
está estar
afastado afastar
ao a_o
invés invés
de de
você você
ficar ficar
arrumando arrumar
desculpa desculpa
pra para_o
tua tua
queda queda
porque porque
o o
pecado pecado
falte falte
falte falte
por por
favor favor
eu eu
quero querer
fazer fazer
uma um
oração oração
mas mas
eu eu
não não
achava achar
daqui de_aqui
irmãos irmão
que que
estão estar
com com
problema problema
porque porque
a o
receita receita
já já
foi ser
dada dar
creia crer
creia crer
mas mas
eu eu
quero querer
chamar chamar
você você
aqui aqui
à a_o
frente frente
pra pra
você você
que que
crêem crêem
que que
a a
receber receber
jesus jesus
como como
senhor senhor
da de_o
tua tua
vida vida
aquela aquele
mulher mulher
reconheceu reconhecer
que que
jesus jesus
é ser
o o
senhor senhor
mudou mudar
o o
seu seu
mundo mundo
eu eu
quero querer
lá lá
por por
você você
que que
está estar
afastado afastar
do de_o
evangelho evangelho
e e
hoje hoje
você você
decide decidir
voltar voltar
pra pra
jesus jesus
e e
não não
importa importar
em em
que que
você você
esteja estar
envolvido envolver
qual qual
é ser
problemático problemático
que que
disser dizer
que que
prende prender
creia crer
creia crer
ele ele
vai ir
te tu
dar dar
a o
vitória vitória
ele ele
vai ir
te tu
libertar libertar
ele ele
vai ir
te tu
ajudar ajudar
a a
romper romper
com com
cadeias cadeia
que que
você você
não não
pode poder
se se
tem ter
alguém alguém
aqui aqui
esta este
noite noite
que que
quer querer
entregar entregar
sua seu
vida vida
cristo cristo
pela por_o
fé fé
você você
tem ter
alguém alguém
aqui aqui
que que
está estar
afastado afastar
do de_o
evangelho evangelho
é ser
voltar voltar
eu eu
quero querer
lutar lutar
por por
vocês você
se se
tem ter
voluntariamente voluntariamente
dessa de_esse
licença licença
onde onde
você você
está estar
aqui aqui
o o
pessoal pessoal
vai ir
deixar deixar
você você
passar passar
dessa de_esse
licença licença
saia saia
do de_o
seu seu
lugar lugar
vem vir
aqui aqui
à a_o
frente frente
pra pra
voar voar
por por
você você
eu eu
quero querer
é ser
por por
você você
eu eu
sei saber
que que
aqui aqui
tem ter
gente gente
mas mas
esse esse
é ser
um um
ato ato
que que
alguém alguém
pegue pegar
você você
pelo por_o
braço braço
é ser
um um
ato ato
da de_o
sua seu
decisão decisão
pessoal pessoal
eu eu
quero querer
olhar olhar
por por
você você
deus deus
abençoe abençoar
querida querer
deus deus
abençoe abençoar
querido querido
eu eu
quero querer
lá lá
por por
você você
deus deus
te tu
abençoe abençoar
eu eu
quero querer
raposo raposo
jesus jesus
quer querer
se se
salvar salvar
jesus jesus
quer querer
mudar mudar
a o
tua tua
vida vida
deus deus
abençoe abençoar
querido querido
jesus jesus
tem ter
o o
melhor bom
pra pra
você você
ele ele
pode poder
salvá salvá
-los eles
creia crer
se se
está estar
buscando buscar
respostas resposta
em em
lugares lugar
errados errado
e e
com com
pessoas pessoa
erradas errar
hoje hoje
você você
está estar
no em_o
lugar lugar
certo certo
e e
a o
pessoa pessoa
certa certo
está estar
aqui aqui
jesus jesus
cristo cristo
que que
pode poder
salvar salvar
que que
pode poder
perdoar perdoar
que que
pode poder
transformar transformar
que que
pode poder
mudar mudar
o o
seu seu
destino destino
eterno eterno
mais mais
um um
minuto minuto
eu eu
vou ir
orar orar
a o
decisão decisão
é ser
pessoal pessoal
essa esse
voz voz
é ser
a o
voz voz
de de
deus deus
no em_o
seu seu
coração coração
desse dessar
creio crer
eu eu
não não
pode poder
fazer fazer
isso isso
por por
você você
e e
ninguém ninguém
pode poder
fazer fazer
isso isso
você você
só só
você você
é ser
pessoal pessoal
e e
intransferível intransferível
é ser
você você
que que
decide decidir
falar falar
com com
sei saber
quem quem
vou ir
falar falar
com com
a o
minha meu
mãe mãe
com com
meu meu
pai pai
com com
meu meu
marido marido
minha meu
mulher mulher
não não
salva salvar
a o
moça moça
está estar
tratando tratar
com com
você você
está estar
tratando tratar
com com
você você
aqui aqui
nesta em_este
noite noite
a a
mais mais
alguém alguém
eu eu
vou ir
orar orar
eu eu
quero querer
nabos nabo
eu eu
gostaria gostar
de de
dizer dizer
a a
membros membro
da de_o
igreja igreja
aqui aqui
nós nós
temos ter
uma um
duas dois
e e
234 234
nós nó
temos ter
duas dois
mulheres mulher
estamos estar
aqui aqui
quatro quatro
homens homem
gostaria gostar
que que
irmãos irmão
da de_o
igreja igreja
saíssem sair
do de_o
seu seu
lugar lugar
para para
aqui aqui
estão estar
os o
irmãos irmão
que que
trabalham trabalhar
no em_o
departamento departamento
de de
iniciação iniciação
mas mas
eu eu
quero querer
que que
o o
irmão irmão
membro membro
da de_o
igreja igreja
venha vir
para para
acompanhar acompanhar
você você
quer quer
tem ter
duas dois
mulheres mulher
e e
tem ter
quatro quatro
homens homem
chegou chegar
a ela
chegou chegar
outra outro
mulher mulher
está estar
salvo salvar
ó ó
assaf assaf
mulher mulher
estava estar
agora agora
quero querer
homem homem
com com
homem homem
é ser
um um
homem homem
com com
homem homem
quatro quatro
homens homem
já já
chegamos chegar
dois dois
está estar
faltando faltar
22 22
irmãos irmão
2 2
2 2
e e
2 2
o o
papa papa
completou completar
fechou fechar
o o
show show
show show
feijó feijó
exu exu
essa esse
tá estar
faltando faltar
aqui aqui
do de_o
lado lado
de de
cá cá
quem quem
tá estar
faltando faltar
uma um
volta volta
num em_um
tá estar
faltando faltar
11 11
irmãos irmão
um um
irmão irmão
um um
obrigado obrigado
eu eu
tô tô
pedindo pedir
para para
essas esse
pessoas pessoa
estava estar
do de_o
seu seu
lado lado
estão estar
aqui aqui
da de_o
igreja igreja
fique ficar
tranqüilo tranqüilo
para para
tomar tomar
café café
na em_o
sua seu
casa casa
fique ficar
tranquilo tranquilo
na em_o
perturbar perturbar
você você
igual igual
ligação ligação
de de
é é
como como
é ser
que que
chama chamar
de de
de de
telemarketing telemarketing
mas mas
essas esse
pessoas pessoa
a a
palavra palavra
pra pra
você você
você você
voltando voltar
aqui aqui
você você
tem ter
alguém alguém
pra pra
falar falar
é ser
pra pra
isso isso
não não
é ser
pra pra
tá estar
na em_o
tua tua
casa casa
no em_o
entanto entanto
telefonando telefonar
para para
perguntar perguntar
sobre sobre
a o
tua tua
vida vida
é ser
apenas apenas
para para
apoiar apoiar
rock rock
e e
se se
você você
quiser querer
deixar deixar
um um
telefone telefone
disappear disappear
eu eu
vou ir
mandar mandar
uma um
mensagem mensagem
minha meu
pra pra
vocês você
a o
pasta pasta
não não
tem ter
zap zap
não não
então então
bota botar
seu seu
telefone telefone
que que
se se
for ser
permitido permitir
certo certo
aí aí
eu eu
posso poder
fazer fazer
uma um
ligação ligação
e e
pastor pastor
não não
liga ligar
para para
o o
meu meu
marido marido
é ser
meio meio
que que
um um
homem homem
ligar ligar
pra pra
mim eu
não não
vai ir
dar dar
certo certo
você você
diga dizer
isso isso
só só
pode poder
pedir pedir
a o
esposa esposo
do de_o
pastor pastor
para para
ligar ligar
pra pra
mim eu
ela ela
liga ligar
pra pra
você você
em em
vez vez
de de
eu eu
ligar ligar
porque porque
eu eu
não não
foi ser
feito fazer
para para
criar criar
problema problema
para para
a o
mulher mulher
de de
ninguém ninguém
eu eu
sei saber
que que
tem ter
regras regra
na em_o
vida vida
e e
cada cada
um um
é ser
cada cada
um um
uma um
mulher mulher
recebeu receber
um um
telefonema telefonema
de de
um um
cara cara
o o
marido marido
da de_o
mulher mulher
que que
esse esse
cara cara
que que
tá estar
falando falar
aí aí
ai ai
' '
manto manto
até até
provar provar
que que
ali ali
não não
é ser
bugalho bugalho
las las
curso curso
é ser
outra outro
é ser
um um
solteiro solteiro
não não
pode poder
ligar ligar
pra pra
eu eu
recebi receber
o o
telefonema telefonema
não não
vou ir
dar dar
meus meu
ap ap
eu eu
mando mandar
um um
saco saco
pra pra
você você
tá estar
certo certo
nós nós
vamos ir
orar orar
quando quando
acabar acabar
aqui aqui
a o
minha meu
oração oração
eu eu
vou ir
pedir pedir
pra pra
você você
chegar chegar
aqui aqui
numa em_um
sala sala
que que
eu eu
vou ir
dar dar
um um
livro livro
meu meu
de de
presente presente
para para
cada cada
um um
de de
vocês você
o o
livro livro
pequenininho pequenino
fácil fácil
de de
lei lei
que que
vai ir
te tu
ajudar ajudar
tá estar
bom bom
estendo estender
a o
mão mão
sobre sobre
essas esse
pessoas pessoa
senhor senhor
eu eu
entrego entregar
essas esse
vidas vida
nas em_o
suas seu
mãos mão
eu eu
declaro declarar
um um
novo novo
tempo tempo
pra pra
você você
eu eu
declaro declarar
que que
você você
pertence pertencer
a a
jesus jesus
eu eu
declaro declarar
salvação salvação
eu eu
declaro declarar
restauração restauração
vitória vitória
i i
pensão pensão
de de
deus deus
pra pra
você você
no em_o
nome nome
de de
jesus jesus
amém amém
e e
amém amém
deus deus
te tu
abençoe abençoar
