domingo domingo
não não
vamos ir
ver ver
aqui aqui
agora agora
lado lado
esquerdo esquerdo
olha olhar
olha olhar
aqui aqui
de de
um um
fogo fogo
tem ter
um um
anjo anjo
passando passar
aqui aqui
para para
de de
palhaçada palhaçada
para para
de de
palhaçada palhaçada
aqui aqui
ninguém ninguém
vai ir
manipular manipular
enquanto enquanto
foi ser
o o
pastor pastor
aqui aqui
enquanto enquanto
eu eu
for ir
autoridade autoridade
eu eu
tenho ter
compromisso compromisso
com com
deus deus
e e
com com
a o
visão visão
que que
deu dar
essa esse
igreja igreja
não não
vem vir
pra pra
cá cá
de de
empatar empatar
quando quando
não não
agora agora
espiritosanto espiritosanto
espiritosanto espiritosanto
do de_o
ex-senhor ex-senhor
soberano soberano
para para
movimentar movimentar
o o
que que
tu tu
quiser querer
aqui aqui
no em_o
meio meio
desse de_esse
povo povo
para para
batizar batizar
a o
frente frente
para para
derramar derramar
fogo fogo
pra pra
poder poder
botar botar
crítico crítico
com com
a o
cara cara
no em_o
chão chão
eu eu
não não
tô tô
aqui aqui
pra pra
impedir impedir
o o
movimento movimento
do de_o
espírito espírito
eu eu
vou ir
citar citar
um um
texto texto
que que
eu eu
vou ir
citar citar
na em_o
mensagem mensagem
do de_o
crescimento crescimento
ideal ideal
da de_o
vida vida
é ser
que que
você você
tá estar
aqui aqui
pra pra
vocês você
hebreus hebreu
5 5
14 14
diz dizer
assim assim
o o
alimento alimento
sólido sólido
e e
para para
os o
prefeitos prefeito
os o
quais qual
em em
razão razão
dos de_o
sentidos sentido
são ser
exercitados exercitar
tanto tanto
para para
discernir discernir
o o
bem bem
como como
mal mal
o o
alimento alimento
sólido sólido
e e
para para
os o
fortes forte
é ser
isso isso
que que
o o
escritor escritor
zebra zebrar
está estar
dizendo dizer
os o
quais qual
em em
razão razão
do de_o
curso curso
é ser
tão tão
acostumado acostumar
com com
comida comida
sólida sólido
tem ter
os o
seus seu
sentidos sentido
exercitados exercitar
para para
discernir discernir
bem bem
mal mal
povo povo
que que
é ser
manipulado manipular
com com
o o
movimento movimento
não não
sabe saber
discernir discernir
nem nem
a o
ponta ponta
do de_o
nariz nariz
povo povo
que que
é ser
edificada edificar
a o
palavra palavra
ele ele
vê ver
lá lá
embaixo embaixo
ele ele
viu ver
que que
ninguém ninguém
vê ver
ele ele
entende entender
que que
ninguém ninguém
entende entender
ele ele
percebe perceber
que que
ninguém ninguém
ele ele
tem ter
o o
discernimento discernimento
superior alto
é ser
por por
isso isso
que que
essa esse
igreja igreja
queda quedo
para para
mim eu
porque porque
eu eu
achei achar
bonitinho bonito
não não
que que
tudo tudo
que que
eu eu
falei falar
aqui aqui
seja ser
a o
unidade unidade
seja ser
visão visão
cheia cheio
de de
autoridade autoridade
a o
palavra palavra
de de
deus deus
engloba englobar
tudo tudo
a o
palavra palavra
de de
deus deus
meu meu
filho filho
é ser
blindagem blindagem
contra contra
o o
pecado pecado
salmo salmo
119 @card@
e e
psico psico
longe longe
escondia esconder
a o
sua seu
palavra palavra
no em_o
meu meu
coração coração
então então
para para
não não
pecar pecar
contra contra
ti tu
salmo salmo
119 @card@
5 5
130 130
a o
exposição exposição
da de_o
tua tua
palavra palavra
da de_o
luz luz
entendimento entendimento
ao a_o
simples simples
salmo salmo
119 @card@
5 5
140 140
a o
tua tua
palavra palavra
muito muito
pura puro
por por
isso isso
o o
teu teu
servo servo
ama amar
salmo salmo
119 @card@
5 5
105 105
lâmpada lâmpada
para para
os o
meus meu
pés pé
ea ea
tua tua
palavra palavra
luz luz
para para
os o
meus meu
caminhos caminho
salvos salvar
e e
1955 @card@
16 16
117 @card@
significa significar
me eu
segundo segundo
a o
tua tua
palavra palavra
para para
que que
viva viver
significa significar
mim eu
para para
que que
eu eu
não não
me eu
via ver
coisa coisa
minha meu
esperança esperança
a o
palavra palavra
produz produzir
santificação santificação
foi ser
jesus jesus
que que
falou falar
joão joão
1717 @card@
científicas científico
na em_o
verdade verdade
a o
tua tua
palavra palavra
é ser
a o
verdade verdade
a a
palavra palavra
instrumento instrumento
de de
ferro ferro
nos em_o
1017 @card@
a o
fé fé
vem vir
pelo por_o
ouvir ouvir
e e
ouvir ouvir
a o
palavra palavra
de de
deus deus
hebreus hebreu
4 4
12 12
a o
palavra palavra
de de
deus deus
é ser
viva vivo
e e
eficaz eficaz
mais mais
penetrante penetrante
que que
espera esperar
alguma algum
de de
dois dois
gumes gumes
internet internet
até até
a o
direção direção
do de_o
nome nome
dos de_o
filhos filho
das de_o
medusas medusa
é ser
aberta abrir
para para
discernir discernir
os o
pensamentos pensamento
e e
as o
intenções intenção
do de_o
coração coração
a o
palavra palavra
de de
deus deus
é ser
fonte fonte
de de
prosperidade prosperidade
salva salvar
o o
primeiro primeiro
bem bem
aventurado aventurar
varão varão
que que
não não
é ser
da de_o
segunda segunda
o o
conselho conselho
dos de_o
ímpios ímpio
não não
se se
detém deter
no em_o
caminho caminho
dos de_o
pecadores pecador
nem nem
se se
assenta assentar
na em_o
roda roda
dos de_o
escarnecedores escarnecedor
antes antes
tem ter
o o
seu seu
prazer prazer
na em_o
lei lei
do de_o
senhor senhor
e e
na em_o
sua seu
lei lei
medindo medir
até até
quinta quinto
morte morte
por por
gerar gerar
como como
árvore árvore
plantada plantar
junta juntar
ribeiro ribeiro
sentido sentido
ao a_o
seu seu
produto produto
na em_o
estação estação
própria próprio
cujas cujo
folhas folha
não não
caem cair
e e
tudo tudo
quanto quanto
visão visão
é ser
a o
palavra palavra
o o
diabo diabo
faz fazer
graça graça
na em_o
nossa nosso
cara cara
e e
fica ficar
sentada sentar
dando dar
gargalhada gargalhar
se se
nós nós
aqui aqui
se se
cada cada
membro membro
dessa de_esse
igreja igreja
se se
cada cada
obreiros obreiro
e e
cada cada
se se
cada cada
um um
que que
trabalha trabalhar
no em_o
departamento departamento
não não
entender entender
esses esse
princípios princípio
se se
não não
entender entender
se se
não não
entender entender
isso isso
aí aí
nós nós
vamos ir
continuar continuar
é é
verdade verdade
medíocre medíocre
agora agora
se se
nós nós
temos ter
um um
projeto projeto
e e
não não
por por
vaidade vaidade
não não
por por
orgulho orgulho
pessoal pessoal
mas mas
pra pra
marcar marcar
essa esse
nação nação
como como
igreja igreja
do de_o
deus deus
vivo vivo
que que
somos ser
nós nós
não não
podemos poder
abandonar abandonar
isso isso
aqui aqui
dá dar
pra pra
você você
repetir repetir
a o
questão questão
os o
quatro quatro
pilares pilar
fundamentais fundamental
da de_o
nossa nosso
igreja igreja
unidade unidade
visão visão
autoridade autoridade
palavra palavra
de de
deus deus
vou ir
repetir repetir
unidade unidade
visão visão
autoridade autoridade
palavra palavra
de de
deus deus
essas esse
quatro quatro
coisas coisa
aqui aqui
são ser
inegociáveis inegociável
negociar negociar
qualquer qualquer
coisa coisa
se se
alguém alguém
tentar tentar
tocar tocar
numa em_um
dessas de_esse
quatro quatro
não não
vai ir
dar dar
certo certo
no em_o
dia dia
19 19
de de
maio maio
todas todo
as o
adverso adverso
não não
vão ir
estar estar
na em_o
rua rua
de de
novo novo
não não
vou ir
lutar lutar
na em_o
rua rua
de de
novo novo
para para
pisar pisar
nesse em_esse
território território
para para
dizer dizer
que que
nós nós
vamos ir
tomar tomar
esse esse
território território
do de_o
satanás satanás
para para
dizer dizer
que que
ele ele
não não
vai ir
aqui aqui
sobressair sobressair
escute escutar
o o
que que
eu eu
tenho ter
dito dizer
pra pra
vocês você
vão ir
repetir repetir
a o
paz paz
interior interior
a o
paz paz
interior interior
quem quem
dá dar
é é
jesus jesus
a o
paz paz
social social
só só
pela por_o
oração oração
nunca nunca
me eu
enganado enganar
há há
uma um
diferença diferença
da de_o
paz paz
interior interior
tudo tudo
pode poder
estar estar
pegando pegar
fogo fogo
ea ea
volta volta
aqui aqui
dentro dentro
há haver
sossego sossego
aqui aqui
dentro dentro
a o
confiança confiança
aqui aqui
dentro dentro
a o
esperança esperança
aqui aqui
dentro dentro
equilíbrio equilíbrio
emocional emocional
mas mas
a o
paz paz
social social
de de
uma um
cidade cidade
de de
um um
bairro bairro
só só
pela por_o
intercessão intercessão
da de_o
igreja igreja
foi ser
deus deus
que que
instrui instruir
israel israel
quando quando
foi ser
à a_o
bahia bahia
babilônia babilônio
em em
jeremias jeremias
29 29
orai orar
pela por_o
paz paz
da de_o
cidade cidade
porque porque
na em_o
sua seu
paz paz
vós vós
três três
pais pai
o o
que que
ele ele
está estar
dizendo dizer
se se
houver haver
paz paz
social social
vocês você
também também
vão ir
ter ter
paz paz
social social
se se
não não
tiver ter
paz paz
social social
vocês você
são ser
vítimas vítima
de de
violência violência
vocês você
são ser
vítimas vítima
de de
bala bala
perdida perder
vocês você
são ser
vítimas vítima
de de
assassinos assassino
vocês você
são ser
vítimas vítima
do de_o
assaltante assaltante
é ser
isso isso
que que
deus deus
está estar
dizendo dizer
então então
quando quando
eu eu
vou ir
pra pra
rua rua
e e
clama clamar
por por
um um
bairro bairro
por por
uma um
cidade cidade
eu eu
estou estar
obedecendo obedecer
o o
princípio princípio
a a
paz paz
social social
depende depender
da de_o
interseção interseção
da de_o
igreja igreja
quando quando
a o
gente gente
bota bota
o o
pé pé
no em_o
território território
o o
mundo mundo
espiritual espiritual
trabalha trabalhar
com com
isso isso
urgente urgente
pelo por_o
amor amor
de de
deus deus
e e
irmãos irmão
acorda acordar
satanás satanás
empreende empreender
uma um
guerra guerra
pessoal pessoal
local local
família família
nacional nacional
e e
cósmica cósmico
os o
cinco cinco
níveis nível
que que
satanás satanás
empreende empreender
batalha batalha
ele ele
trava travar
uma um
batalha batalha
local local
ele ele
trava travar
uma um
batalha batalha
individual individual
ele ele
trava travar
uma um
batalha batalha
nacional nacional
contra contra
nações nação
cósmica cósmico
' '
além além
do de_o
mundo mundo
humano humano
no em_o
mundo mundo
3 3
cedente cedente
ele ele
é ser
o o
príncipe príncipe
das de_o
contestadas contestar
do de_o
ar ar
e e
ele ele
trava travar
uma um
batalha batalha
coletiva coletivo
envolve envolver
sua seu
família família
envolve envolver
a o
igreja igreja
ele ele
trafega trafegar
nessas em_esse
instâncias instância
então então
nós nós
temos ter
que que
fazer fazer
o o
que que
vamos ir
lutar lutar
nessas em_esse
instâncias instância
você você
olha olhar
na em_o
tua tua
casa casa
você você
olha olhar
individualmente individualmente
em em
taxado taxar
pela por_o
nação nação
e e
vamos ir
lá lá
pra para_o
rua rua
vamos ir
lá lá
no em_o
território território
vamos ir
lá lá
no em_o
local local
é ser
isso isso
que que
eu eu
quero querer
que que
vocês você
entendam entender
qualquer qualquer
evento evento
aqui aqui
de de
caráter caráter
da de_o
unidade unidade
da de_o
igreja igreja
tem ter
supremacia supremacia
sobre sobre
qualquer qualquer
coisa coisa
para para
esse esse
evento evento
tá estar
marcado marcar
desde desde
o o
início início
de de
janeiro janeiro
ninguém ninguém
tem ter
desculpa desculpa
eu eu
venho vir
anunciando anunciar
sucessivamente sucessivamente
não não
tem ter
negócio negócio
de de
pai pai
não não
tem ter
conversa conversa
para para
tudo tudo
e e
quem quem
lidera liderar
aqui aqui
influence influence
fale falar
para para
seus seu
liderados liderar
da de_o
mesma mesmo
maneira maneira
que que
você você
fala falar
dos de_o
eventos evento
lado lado
o o
seu seu
departamento departamento
com com
a o
mesma mesmo
ênfase ênfase
eu eu
não não
vou ir
negociar negociar
isso isso
aqui aqui
não não
tem ter
negócio negócio
não não
tem ter
negócio negócio
eu eu
queria querer
deixar deixar
isso isso
aqui aqui
pra pra
vocês você
e e
por por
favor favor
não não
me eu
tenha ter
o o
pastor pastor
da de_o
brabus brabus
bastou bastar
bateu bater
pesado pesar
na em_o
não não
falo falar
isso isso
porque porque
vos vós
amo amar
porque porque
eu eu
sei saber
como como
é ser
que que
o o
diabo diabo
trabalha trabalhar
sorrateiramente sorrateiramente
não não
que que
a o
pessoa pessoa
faça fazer
na em_o
maldade maldade
não não
é ser
que que
ocorra ocorrer
é ser
bom bom
de de
ver ver
que que
o o
povo povo
bom bom
mas mas
é ser
por por
isso isso
que que
eu eu
tenho ter
o o
discernimento discernimento
meu meu
nome nome
é ser
o o
meu meu
pastor pastor
vosso vosso
saudoso saudoso
eu eu
tinha ter
discussões discussão
com com
ele ele
e e
ele ele
me eu
abria abrir
a o
pasta pasta
o o
que que
lá lá
se se
passou passar
o o
santos santo
falei falar
algumas algum
vezes vez
silas silas
um um
dia dia
que que
você você
for ser
pastor pastor
você você
vai ir
entender entender
tem ter
coisas coisa
que que
deus deus
só só
fala falar
com com
pastor pastor
não não
fala falar
com com
ninguém ninguém
quando quando
eles eles
pra pra
mim eu
e e
trazendo trazer
pra pra
mim eu
assim assim
calado calar
encerra encerrar
esse esse
papo papo
eu eu
entendi entender
o o
conhecia conhecer
muito muito
ele ele
não não
fala falar
mais mais
com com
ele ele
quando quando
ele ele
abrir abrir
a o
boca boca
pra pra
isso isso
pra pra
mim eu
e e
trazendo trazer
pra pra
mim eu
assim assim
acabou acabar
aqui aqui
a o
sua seu
legalidade legalidade
está estar
falando falar
sobre sobre
isso isso
eu eu
achava achar
será ser
que que
é ser
isso isso
mesmo mesmo
o o
pastor pastor
não não
tá estar
apelando apelar
usando usar
o o
cargo cargo
dele de_ele
para para
me eu
pressionar pressionar
quando quando
eu eu
passei passar
a a
ser ser
pastor pastor
eu eu
comecei começar
a a
vir vir
ea ea
entender entender
coisas coisa
que que
o o
pastor pastor
realizado realizar
porque porque
as o
sete sete
cartas carta
do de_o
apocalipse apocalipse
ao a_o
anjo anjo
da de_o
igreja igreja
df df
sou ser
anjo anjo
de de
smyrna smyrna
one one
a a
o o
pastor pastor
deus deus
tratou tratar
com com
o o
pastor pastor
não não
foi ser
com com
o o
diácono diácono
nem nem
com com
vice vice
presidente presidente
o o
pastor pastor
silair silair
foi ser
com com
pasto pasto
ele ele
falou falar
que que
o o
pastor pastor
pelo por_o
poder poder
falar falar
a o
igreja igreja
olha olhar
que que
coisa coisa
interessante interessante
é ser
que que
deus deus
obedece obedecer
os o
princípios princípio
e e
de de
autoridade autoridade
que que
ele ele
mesmo mesmo
cria criar
também também
a a
chegar chegar
e e
falar falar
direto direto
com com
a o
igreja igreja
analise analisar
isso isso
comigo com_eu
o o
pastor pastor
ao a_o
anjo anjo
da de_o
igreja igreja
eu eu
conheço conhecer
as o
suas seu
obras obra
eu eu
sei saber
que que
está estar
acontecendo acontecer
nessa em_esse
igreja igreja
e e
que que
você você
é ser
o o
responsável responsável
maior grande
na em_o
carta carta
o o
apocalipse apocalipse
é ser
uma um
demonstração demonstração
como como
é ser
que que
deus deus
obedece obedecer
aquilo aquilo
que que
ele ele
mesmo mesmo
criou criar
o o
deus deus
soberano soberano
podia poder
falar falar
direto direto
com com
o o
espírito espírito
santo santo
ao a_o
coração coração
de de
cada cada
mesmo mesmo
daquelas de_aquele
igrejas igreja
falou falar
ao a_o
pastor pastor
é ser
você você
que que
a o
autoridade autoridade
é ser
você você
que que
vai ir
falar falar
você você
que que
me eu
representa representar
aí aí
você você
que que
vai ir
falar falar
com com
o o
meu meu
povo povo
é ser
você você
que que
vai ir
dizer dizer
para para
eles eles
onde onde
está estar
o o
erro erro
é ser
você você
que que
vai ir
dizer dizer
para para
eles eles
e e
levá levar
-los eles
aquilo aquilo
que que
eu eu
quero querer
eo eo
que que
eu eu
estou estar
fazendo fazer
aqui aqui
eu eu
estava estar
preparado preparar
para para
pegar pegar
a o
mensagem mensagem
que que
me eu
custou custar
um um
bocado bocado
horas hora
para para
arrumar arrumar
a o
mensagem mensagem
para para
pegar pegar
aqui aqui
sete sete
da de_o
manhã manhã
especial especial
falou falar
que que
vai ir
falar falar
nada nada
disso de_isso
falei falar
isso isso
aqui aqui
diga dizer
lá lá
com com
o o
meu meu
povo povo
diga dizer
lá lá
com com
o o
meu meu
povo povo
eu eu
estou estar
falando falar
aqui aqui
para para
o o
povo povo
da de_o
advec advec
pra pra
você você
que que
lidera liderar
tudo tudo
que que
a a
departamento departamento
aqui aqui
da de_o
igreja igreja
a a
partir partir
de de
hoje hoje
eu eu
nunca nunca
posso poder
cobrar cobrar
aquilo aquilo
que que
eu eu
não não
ensinei ensinar
primeiro primeiro
nunca nunca
deu dar
um um
tapa tapa
no em_o
teu teu
moleque moleque
não não
faz fazer
isso isso
o o
veneno veneno
pago pagar
ou ou
seja ser
ensina ensinar
a a
ele ele
para para
não não
fazer fazer
isso isso
é ser
a o
coisa coisa
mais mais
ignorante ignorante
covarde covarde
dá dar
uma um
palmada palmada
no em_o
moleque moleque
sem sem
antes antes
encenar encenar
ele ele
depois depois
de de
repetidas repetir
vezes vez
você você
ensinar ensinar
errar errar
aí aí
um um
dia dia
a a
psicóloga psicólogo
comportamental comportamental
neto neto
para para
ele ele
poder poder
saber saber
se se
que que
ele ele
ele ele
vai ir
ter ter
uma um
punição punição
a a
estima estima
de de
resposta resposta
aqui aqui
vinhó vinhó
não não
faz fazer
isso isso
por por
que que
você você
falou falar
com com
ele ele
várias várias
vezes vez
então então
eu eu
estou estar
indo ir
à a_o
igreja igreja
e e
se se
algum algum
camarada camarada
que que
de de
algum algum
departamento departamento
quiser querer
levar levar
o o
povo povo
a a
contraditá contraditá
aquilo aquilo
que que
está estar
sendo ser
falado falar
aqui aqui
não não
obedeça obedecer
porque porque
você você
presta prestar
obediência obediência
ao a_o
pastor pastor
e e
se se
aquele aquele
líder líder
do de_o
departamento departamento
tá estar
com com
uma um
visão visão
contrária contrário
à a_o
visão visão
da de_o
igreja igreja
não não
obedecesse obedecer
fica ficar
tranquilo tranquilo
alguém alguém
pode poder
me eu
enganar enganar
por por
um um
tempo tempo
mas mas
porque porque
não não
me eu
engano enganir
o o
tempo tempo
todo todo
porque porque
porque porque
eu eu
sou ser
chão chão
porque porque
eu eu
sou ser
inteligente inteligente
não não
porque porque
o o
espírito espírito
santo santo
que que
está estar
na em_o
igreja igreja
e e
que que
têm ter
interesse interesse
pela por_o
unidade unidade
da de_o
igreja igreja
fala falar
comigo com_eu
eu eu
sou ser
enganado enganar
por por
um um
tempo tempo
mas mas
não não
sonhada sonhar
o o
tempo tempo
todo todo
tem ter
acontecido acontecer
coisas coisa
aqui aqui
que que
eu eu
nem nem
digo dizer
nesse em_esse
microfone microfone
aqui aqui
o o
pastor pastor
dito dito
que que
sabe saber
que que
é ser
meu meu
companheiro companheiro
técnico técnico
começa começar
a a
ser ser
posta pôr
de de
parte parte
do de_o
que que
está estar
acontecendo acontecer
alguma algum
coisa coisa
com com
esse esse
pastor pastor
o o
dito dito
fica ficar
quieto quieto
jeitão jeitão
dele de_ele
olhando olhar
vendo ver
tem ter
alguma algum
coisa coisa
acontecendo acontecer
vou ir
tirar tirar
esse esse
cara cara
aí aí
tem ter
alguma algum
coisa coisa
acontecendo acontecer
não não
sei saber
que que
é ser
mais muito
inscrição inscrição
também também
conta contar
da de_o
batata batata
meu meu
filho filho
a a
pouco pouco
vem vir
a o
bomba bomba
1 1
a a
1 1
aqui aqui
vem vir
na em_o
minha meu
mão mão
aqui aqui
eu eu
falei falar
aí aí
o o
dito dizer
o o
que que
eu eu
tô tô
falando falar
aqui aqui
há haver
23 23
meses mês
o o
espírito espírito
santo santo
me eu
incomodando incomodar
eu eu
comecei começar
a a
orar orar
pelo por_o
carro carro
e e
pela por_o
igreja igreja
porque porque
por por
cá cá
eu eu
super super
está estar
a o
qual qual
esse esse
cara cara
sou ser
eu eu
é ser
porque porque
deus deus
ama amar
vocês você
é ser
porque porque
vocês você
são ser
a o
coisa coisa
mais mais
preciosa precioso
o o
que que
é ser
uma um
noiva noivo
gente gente
o o
que que
uma um
noiva noivo
tem ter
coisa coisa
mais mais
valiosa valioso
com com
o o
noivo noivo
do de_o
que que
a o
noiva noivo
porque porque
a o
bíblia bíblia
diz dizer
que que
vocês você
são ser
noiva noivo
coitado coitar
do de_o
pastor pastor
que que
entender entender
isso isso
coitado coitar
do de_o
pastor pastor
que que
toca tocar
na em_o
noiva noivo
de de
cristo cristo
coitado coitar
do de_o
pastor pastor
que que
usa usar
a o
sua seu
autoridade autoridade
ao a_o
massacrar massacrar
a o
noiva noivo
de de
coitado coitado
do de_o
pastor pastor
que que
pensa pensar
que que
é ser
o o
senhor senhor
da de_o
igreja igreja
coitado coitar
dele de_ele
ele ele
não não
sabe saber
a o
conta conta
que que
ele ele
vai ir
pagar pagar
vocês você
é ser
a o
coisa coisa
é ser
a o
menina menina
dos de_o
olhos olho
do de_o
senhor senhor
você você
a o
igreja igreja
é ser
a o
noiva noivo
do de_o
cordeiro cordeiro
santa santo
pura puro
e e
imaculada imaculado
ele ele
revela revelar
por por
vocês você
é ser
por por
isso isso
que que
tá estar
falando falar
isso isso
aqui aqui
e e
pode poder
se se
preparar preparar
que que
vêm vir
tempos tempo
de de
vitórias vitória
de de
portas porta
abertas aberto
e e
de de
outras outro
dimensões dimensão
povo povo
dessa de_esse
igreja igreja
recebe receber
essa esse
palavra palavra
em em
nome nome
de de
jesus jesus
a o
igreja igreja
de de
pé pé
