17 17
e e
Parece parecer
loucura loucura
mas mas
o o
espiritual espiritual
discerne discernir
bem bem
Tudo tudo
e e
de de
ninguém ninguém
é ser
discernido discernir
porque porque
quem quem
compreendeu compreender
a o
mente mente
do de_o
senhor senhor
para para
que que
possa poder
instruí instruir
-lo ele
mais mais
nós nós
temos ter
a o
mente mente
de de
Cristo cristo
o o
espírito espírito
santo santo
aquilo aquilo
que que
tá estar
em em
Hebreus hebreu
5:14 @card@
o o
alimento alimento
sólido sólido
é ser
para para
os o
maduros maduro
os o
quais qual
em em
razão razão
do de_o
costume costume
TM tm
os o
seus seu
sentidos sentido
exercitados exercitar
tanto tanto
para para
discernir discernir
o o
mal mal
como como
o o
bem bem
isso isso
é ser
maduro maduro
espiritual espiritual
Vê ver
depois depois
vê ver
além além
não não
vê ver
o o
momento momento
não não
vê ver
o o
que que
os o
olhos olho
vem vir
o o
que que
o o
sentimento sentimento
ou ou
que que
a o
vontade vontade
ou ou
que que
o o
pensamento pensamento
isso isso
é ser
crente crente
maduro maduro
ele ele
tá estar
vendo ver
depois depois
ele ele
vê ver
coisa coisa
que que
o o
homem homem
natural natural
não não
vê ver
isso isso
aqui aqui
é ser
uma um
marca marca
de de
crente crente
maduro maduro
crente crente
maduro maduro
é ser
forte forte
Romanos romano
15:1 @card@
diz dizer
nós nós
que que
somos ser
fortes forte
devemos dever
suportar suportar
a o
fraqueza fraqueza
do de_o
fraco fraco
então então
crente crente
maduro maduro
é ser
crente crente
forte forte
suporta suportar
o o
fraco fraco
crente crente
maduro maduro
prioriza prioriza
o o
o o
outro outro
Filipenses filipenses
2:3 @card@
nada nada
façais fazer
por por
contendo contender
ou ou
por por
vanglória vanglória
cada cada
um um
considera considerar
o o
outro outro
superior alto
a a
si si
mesmo mesmo
crente crente
maduro maduro
que que
é ser
forte forte
a o
prioridade prioridade
é ser
do de_o
outro outro
primeira primeira
Coríntios coríntio
10:24 @card@
cada cada
um um
busque buscar
não não
o o
seu seu
interesse interesse
mas mas
o o
que que
é ser
de de
outro outro
isso isso
aqui aqui
é ser
crente crente
maduro maduro
é ser
crente crente
forte forte
eu eu
sei saber
que que
a o
mensagem mensagem
não não
é ser
para para
você você
dar dar
muito muito
glória glória
a a
Deus deus
mas mas
é ser
para para
aprender aprender
eu eu
tô tô
te tu
instruindo instruir
aqui aqui
na em_o
palavra palavra
eu eu
tô tô
te tu
dando dar
conselhos conselho
aqui aqui
da de_o
palavra palavra
crente crente
maduro maduro
hã hã
crente crente
maduro maduro
vive viver
para para
Cristo cristo
o o
interesse interesse
dele de_ele
é ser
o o
reino reino
o o
interesse interesse
dele de_ele
é ser
Cristo cristo
aquilo aquilo
que que
Paulo paulo
diz dizer
em em
segunda segunda
Coríntios coríntio
5:14 @card@
o o
amor amor
de de
Cristo cristo
nos em_o
constrange constranger
o o
amor amor
nos em_o
constrange constranger
di di
dizendo dizer
nós nós
assim assim
que que
se se
um um
morreu morrer
por por
todos todo
logo logo
todos todo
morreram morrer
e e
ele ele
morreu morrer
por por
todos todo
para para
que que
os o
que que
vivem viver
não não
vivam viver
mais mais
para para
si si
mas mas
para para
aquele aquele
que que
por por
ele ele
morreu morrer
e e
ressuscitou ressuscitar
isso isso
é ser
sério sério
isso isso
é ser
crente crente
maduro maduro
crente crente
maduro maduro
sabe saber
viver viver
em em
qualquer qualquer
situação situação
meu meu
irmão irmão
is i
é ser
crente crente
maduro maduro
sabe saber
viver viver
em em
qualquer qualquer
situação situação
a o
coisa coisa
tá estar
boa bom
tá estar
dando dar
glória glória
a a
Deus deus
e e
tá estar
na em_o
igreja igreja
a o
coisa coisa
tá estar
ruim ruim
tá estar
dando dar
glória glória
a a
Deus deus
e e
tá estar
na em_o
igreja igreja
tem ter
dinheiro dinheiro
tá estar
dando dar
glória glória
a a
Deus deus
a o
coisa coisa
tá estar
escassa escasso
tá estar
dando dar
glória glória
a a
Deus deus
tá estar
tudo tudo
bem bem
glória glória
a a
Deus deus
tá estar
tudo tudo
mal mal
glória glória
a a
Deus deus
aquilo aquilo
que que
Paulo paulo
diz dizer
em em
Filipenses filipenses
41 41
13 13
sei saber
estar estar
AB ab
batidao batidao
e e
sei saber
ter ter
em em
abundância abundância
em em
todas todo
as o
coisas coisa
e e
em em
toda todo
maneira maneira
tô tô
instruído instruir
tanto tanto
a a
ter ter
Fartura fartura
como como
a a
ter ter
fome fome
tanto tanto
a a
ter ter
em em
abundância abundância
como como
a a
padecer padecer
necessidade necessidade
posso poder
todas todo
as o
coisas coisa
naquele em_aquele
que que
que que
me eu
maturidade maturidade
crente crente
maduro maduro
tem ter
uma um
estrutura estrutura
acima acima
da de_o
diversidade diversidade
eu eu
gosto gostar
de de
ver ver
Paulo paulo
esse esse
cara cara
era ser
abusado abusar
demais demais
olha olhar
o o
que que
ele ele
fala falar
em em
romanos romano
8:35 @card@
e e
diante diante
Quem quem
nos nós
separará separar
do de_o
amor amor
de de
Cristo cristo
tribulação tribulação
angústia angústia
perseguição perseguição
fome fome
nudez nudez
perigo perigo
ou ou
espada espada
como como
está estar
escrito escrever
por por
amor amor
de de
ti tu
fomos ser
entregues entregar
à a_o
morte morte
todo todo
dia dia
fomos ser
reputados reputar
como como
ovelhas ovelha
para para
o o
matadoro matadoro
mas mas
por por
todas todo
essas esse
coisas coisa
que que
coisas coisa
tribulação tribulação
angústia angústia
perseguição perseguição
fome fome
no em_o
Deus deus
perigo perigo
Hã hã
mas mas
por por
todas todo
essas esse
coisas coisa
somos ser
mais mais
do de_o
que que
vencedores vencedor
porque porque
eu eu
estou estar
certo certo
que que
nem nem
a o
morte morte
nem nem
a o
vida vida
Ahã ahã
Nem nem
a o
Morte morte
Nem nem
a o
Vida vida
Nem nem
o o
Principado principado
nem nem
as o
potestades potestade
nem nem
o o
presente presente
nem nem
o o
pouv pouv
Nem nem
a o
altura altura
nem nem
a o
profundidade profundidade
nem nem
nenhuma nenhum
outra outro
criatura criatura
poderá poder
nos nós
separar separar
do de_o
amor amor
de de
Deus deus
que que
está estar
em em
Cristo cristo
Jesus jesus
isso isso
é ser
crente crente
maduro maduro
meu meu
irmão irmão
tá estar
acima acima
da de_o
adversidade adversidade
da de_o
luta luta
agora agora
tem ter
um um
texto texto
na em_o
Bíblia bíblia
que que
é ser
uma um
síntese síntese
do de_o
que que
é ser
um um
crente crente
maduro maduro
se se
eu eu
for ser
falar falar
de de
crente crente
maduro maduro
ele ele
ele ele
dá dar
um um
um um
mapa mapa
do de_o
que que
é ser
crente crente
madura maduro
é é
Colossenses colossenses
Capítulo capítulo
3 3
a a
partir partir
do de_o
versículo versículo
1 1
que que
diz dizer
assim assim
se se
já já
ressuscitastes ressuscitastes
com com
Cristo cristo
buscai buscai
as o
coisas coisa
que que
são ser
de de
cima cima
onde onde
Cristo cristo
está estar
sentado sentar
à a_o
destra destro
de de
Deus deus
pensai pensai
nas em_o
coisas coisa
que que
são ser
de de
cima cima
e e
não não
nas em_o
que que
são ser
da de_o
terra terra
porque porque
já já
estais estar
mortos morto
e e
a o
vossa vosso
vida vida
é ser
escondida esconder
com com
Cristo cristo
em em
Deus deus
e e
quando quando
Cristo cristo
que que
é ser
a o
vossa vosso
vida vida
se se
manifestar manifestar
vós vós
vos vós
manifestare manifestare
com com
ele ele
em em
em em
Glória glória
isso isso
aqui aqui
é ser
crente crente
maduro maduro
mortificai mortificai
pois pois
os o
vossos vosso
membros membro
que que
estão estar
sobre sobre
a o
terra terra
a a
prostituição prostituição
a a
impureza impureza
o o
apetite apetite
desordenado desordenar
a a
viio viio
cobiça cobiçar
a o
avareza avareza
que que
é ser
idolatria idolatria
pelas por_o
quais qual
coisas coisa
vem vir
a o
ira ira
de de
Deus deus
sobre sobre
os o
filhos filho
da de_o
desobediência desobediência
nas em_o
quais qual
em em
outro outro
tempo tempo
andastes andastes
quando quando
vivias vivias
nelas em_ele
mas mas
agora agora
despojai despojai
-vos vós
de de
tudo tudo
da de_o
Ira ira
da de_o
cólera cólera
da de_o
malícia malícia
da de_o
maledicência maledicência
das de_o
palavras palavra
torpes torpe
da de_o
vossa vosso
boca boca
não não
mentais mental
uns um
aos a_o
outros outro
porque porque
já já
vos vós
despistes despistes
do de_o
velho velho
homem homem
com com
seu meu
feitos feito
e e
vos vós
vestistes vestistes
do de_o
novo novo
que que
se se
renova renovar
para para
o o
conhecimento conhecimento
segundo segundo
a o
imagem imagem
daquele de_aquele
que que
o o
criou criar
onde onde
não não
há haver
separação separação
entre entre
Gentio gentio
e e
judeus judeu
circuncisão circuncisão
e e
incircuncisão incircuncisão
servo servo
livre livre
Bárbaro bárbaro
ocita ocita
porque porque
Cristo cristo
é ser
Tudo tudo
em em
todos todo
aí aí
vou ir
voltar voltar
pro pro
texto texto
que que
eu eu
citei citar
ainda ainda
há haver
pouco pouco
revesti revestir
-vos vós
como como
Santos santos
os o
eleitos eleger
e e
amados amar
de de
Deus deus
de de
entranhas entranha
de de
Misericórdia misericórdia
de de
benignidade benignidade
de de
humildade humildade
de de
mansidão mansidão
suportando suportar
-vos vós
uns um
aos a_o
outros outro
perdoando perdoar
-vos vós
uns um
aos a_o
outros outro
assim assim
como como
Cristo cristo
vos vós
perdoou perdoar
assim assim
também também
fazei fazer
vós vós
e e
sobretudo sobretudo
revesti revestir
-vos vós
do de_o
amor amor
que que
é ser
o o
vínculo vínculo
da de_o
perfeição perfeição
e e
a o
paz paz
de de
Deus deus
pela por_o
qual qual
fostes ser
chamados chamar
em em
um um
corpo corpo
domine dominar
em em
vossos vosso
corações coração
e e
sede sede
agradecidos agradecer
que que
a o
palavra palavra
de de
Cristo cristo
habite habitar
poderosamente poderosamente
em em
vossos vosso
corações coração
ensinando ensinar
-os eles
admoestando admoestar
-nos nós
cânticos cântico
espirituais espiritual
cantando cantar
ao a_o
Senhor senhor
com com
toda todo
a o
graça graça
e e
quando quando
fizerdes fazer
por por
palavras palavra
ou ou
por por
obras obra
fazei fazer
tudo tudo
em em
nome nome
do de_o
Senhor senhor
Jesus jesus
e e
ele ele
a a
Deus deus
seja ser
Glória glória
por por
Jesus jesus
Cristo cristo
até até
o o
Versículo versículo
17 17
isso isso
é ser
crente crente
maduro maduro
minha meu
gente gente
aconselho aconselhar
você você
ler ler
Colossenses colossenses
1 1
ao a_o
17 17
pode poder
ler ler
toda todo
a o
semana semana
uma um
vez vez
Colossenses colossenses
1 1
a a
17 17
dizer dizer
aqui aqui
eu eu
tenho ter
que que
melhorar melhorar
hum hum
tem ter
que que
corrigir corrigir
aqui aqui
não não
passei passar
nessa em_esse
que que
esse esse
texto texto
mostra mostrar
o o
que que
que que
é ser
um um
crente crente
maduro maduro
agora agora
em em
último último
lugar lugar
eu eu
quero querer
trazer trazer
uma um
palavra palavra
profética profético
paraa paraa
igreja igreja
pela por_o
última último
vez vez
estamos estar
completando completar
um um
ano ano
quando quando
em em
dezembro dezembro
do de_o
ano ano
passado passado
eu eu
liberei liberei
aqui aqui
10 10
palavras palavra
proféticas profético
aqui aqui
sobre sobre
a o
igreja igreja
e e
pela por_o
última último
vez vez
eu eu
quero querer
liberar liberar
essa esse
palavra palavra
sobre sobre
toda todo
advec advec
eu eu
quero querer
que que
você você
repita repetir
põe pôr
aí aí
na em_o
tela tela
por por
favor favor
a a
primeira primeiro
Se se
você você
crê crer
eu eu
vou ir
citar citar
a o
primeira primeiro
vez vez
você você
repete repetir
e e
você você
diz dizer
Di di
é ser
para para
mim eu
eu eu
recebo receber
do de_o
jeito jeito
que que
você você
quiser querer
quando quando
terminar terminar
a o
declaração declaração
eu eu
falo falar
a o
primeira primeiro
vez vez
portas porta
milagrosas milagroso
serão ser
abertas abrir
Você você
crê crer
nisso em_isso
meu meu
irmão irmão
recebe receber
isso isso
aí aí
número número
dois dois
milagres milagre
irão ir
acontecer acontecer
você você
sabe saber
que que
milagre milagre
é ser
inusitado inusitado
É ser
extraordinário extraordinário
é ser
incomum incomum
milagre milagre
irão ir
acontecer acontecer
eu eu
aproveito aproveitar
aqui aqui
nessa em_esse
palavra palavra
antes antes
de de
você você
repetir repetir
eu eu
quero querer
declarar declarar
aqui aqui
milagre milagre
sobre sobre
crentes crente
que que
estão estar
enfermos enfermo
estão estar
até até
internados internar
em em
hospitais hospital
eu eu
declaro declarar
o o
milagre milagre
de de
Deus deus
e e
a o
saúde saúde
perfeita perfazer
mulheres mulher
estéreis estéril
que que
vão ir
gerar gerar
filhos filho
homens homem
estreis estreis
que que
vão ir
gerar gerar
filhos filho
eu eu
declaro declarar
milagre milagre
que que
a o
tua tua
casa casa
precisa precisar
receber receber
e e
que que
a o
tua tua
vida vida
precisa precisar
receber receber
vamos ir
lá lá
milagres milagre
de de
acontecer acontecer
Aleluia aleluia
três três
põe pôr
aí aí
na em_o
tela tela
Deus deus
vai ir
levar levar
essa esse
igreja igreja
e e
o o
povo povo
a a
patamares patamar
nunca nunca
vistos ver
eu eu
creio crer
eu eu
creio crer
que que
o o
melhor bom
de de
Deus deus
ainda ainda
vai ir
acontecer acontecer
vamos ir
lá lá
Deus deus
vai ir
Lar lar
essa esse
igreja igreja
de de
eu eu
eu eu
recebo receber
para para
mim eu
pra para_o
igreja igreja
quatro quatro
O o
inimaginável inimaginável
Extraordinário extraordinário
inexplicável inexplicável
inesperado inesperado
acontecerá acontecer
vamos ir
aleluia aleluia
aleluia aleluiar
cinco cinco
põe pôr
aí aí
vamos ir
fazer fazer
a o
diferença diferença
em em
todos todo
os o
campos campo
da de_o
vida vida
humana humano
Vamos ir
marcar marcar
a o
história história
da de_o
sociedade sociedade
vamos ir
lá lá
vamos ir
fazer fazer
a o
diferença diferença
em em
todos todo
os o
campos campo
da de_o
vida vida
humana humano
e e
vamos ir
marcar marcar
a o
história história
da de_o
sociedade sociedade
é ser
onde onde
você você
mora morar
onde onde
Você você
estuda estudar
onde onde
você você
se se
relaciona relacionar
você você
vai ir
marcar marcar
a o
história história
seis seis
vamos ir
ter ter
tantos tanto
recursos recurso
para para
abrirmos abrir
igrejas igreja
no em_o
Brasil brasil
no em_o
exterior exterior
escolas escola
de de
excelência excelência
centros centro
de de
Treinamento treinamento
obras obra
sociais social
extraordinárias extraordinário
ajudar ajudar
outros outro
Ministérios ministério
como como
nenhuma nenhum
outra outro
igreja igreja
fez fazer
até até
hoje hoje
eu eu
creio crer
nesse em_esse
negócio negócio
meu meu
irmão irmão
Você você
pode poder
repetir repetir
vamos ir
lá lá
vamos ir
os o
recursos recurso
para para
viros viros
igrejas igreja
no em_o
Brasil brasil
e e
interior interior
escola escola
de de
excelência excelência
Centro centro
de de
Treinamento treinamento
obras obra
sociais social
extraordinárias extraordinário
e e
ajudar ajudar
min min
amém amém
amém amém
assim assim
seja ser
sete sete
vamos ir
ter ter
famílias família
fortes forte
abençoadas abençoado
e e
prósperas próspero
uma um
suão suão
de de
gerações geração
de de
homens homem
e e
mulheres mulher
de de
Deus deus
escute escutar
eu eu
declaro declarar
que que
na em_o
tua tua
família família
não não
vai ir
ter ter
pedófilo pedófilo
estupradores estuprador
homossexuais homossexual
uma um
família família
de de
homens homem
e e
mulheres mulher
seus seu
filhos filho
vão ir
casar casar
com com
Princesas princesa
do de_o
senhor senhor
suas seu
filhas filha
com com
príncipes príncipe
do de_o
senhor senhor
a a
sua seu
família família
será ser
forte forte
e e
poderosa poderoso
vamos ir
lá lá
famílias família
fortes forte
abençoadas abençoado
e e
prósperas próspero
uma um
sucessão sucessão
de de
gerações geração
nom nom
de de
Deus deus
aleluia aleluiar
oito oito
Deus deus
vai ir
enviar enviar
Ah ah
eu eu
preciso precisar
desse de_esse
negócio negócio
aí aí
Deus deus
vai ir
enviar enviar
um um
grande grande
Avivamento avivamento
um um
grande grande
despertamento despertamento
espiritual espiritual
vamos ir
lá lá
irmão irmão
Deus deus
vai ir
enviar enviar
um um
grande grande
Avivamento avivamento
nove nove
Salvação salvação
em em
grande grande
escala escala
de de
pessoas pessoa
em em
geral geral
amigos amigo
e e
familiares familiar
você você
não não
vai ir
entrar entrar
no em_o
céu céu
sozinho sozinho
você você
vai ir
entrar entrar
no em_o
céu céu
com com
toda todo
a o
sua seu
família família
vamos ir
lá lá
amares amarar
você você
não não
entrar entrar
no em_o
cinho cinho
você você
no em_o
essa esse
o o
diabo diabo
não não
vai ir
levar levar
não não
diabo diabo
não não
vai ir
levar levar
teus teu
filhos filho
nem nem
teu teu
nem nem
tua tua
esposa esposo
não não
nem nem
teu teu
pai pai
nem nem
tua tua
mãe mãe
em em
nome nome
de de
Jesus jesus
a o
última último
os o
propósitos propósito
de de
Deus deus
para para
a o
igreja igreja
você você
e e
sua seu
família família
serão ser
cumpridos cumprir
em em
nome nome
de de
Jesus jesus
vamos ir
lá lá
Deus deus
igreja igreja
você você
e e
sua seu
família família
serão ser
essa esse
é ser
uma um
palavra palavra
profética profético
para para
toda todo
devec devec
mas mas
tem ter
a o
segunda segundo
essa esse
palavra palavra
profética profético
alguns algum
anos ano
atrás atrás
eu eu
falei falar
aqui aqui
na em_o
igreja igreja
tem ter
alguns algum
anos ano
atrás atrás
eu eu
quero querer
liberar liberar
aqui aqui
uma um
palavra palavra
profética profético
para para
dizimistas dizimisto
fiéis fiel
ofertantes ofertante
liberais liberal
ou ou
quem quem
vai ir
a a
partir partir
de de
hoje hoje
vou ir
incluir incluir
você você
viu ver
vou ir
incluir incluir
você você
que que
não não
tem ter
sido ser
mas mas
vou ir
incluir incluir
e e
quem quem
vai ir
a a
partir partir
de de
hoje hoje
ser ser
um um
dizimista dizimista
fiel fiel
e e
um um
ofertante ofertante
Liberal liberal
eu eu
tenho ter
aqui aqui
cinco cinco
palavras palavra
proféticas profético
para para
liberar liberar
sobre sobre
a o
sua seu
vida vida
você você
que que
é ser
dizimista dizimista
fiel fiel
ofertante ofertante
Liberal liberal
ou ou
que que
a a
partir partir
de de
hoje hoje
você você
assume assumir
um um
compromisso compromisso
de de
ser ser
um um
dizimista dizimista
fiel fiel
e e
um um
ofertante ofertante
liberal liberal
então então
vai ir
aqui aqui
a o
primeira primeiro
palavra palavra
profética profético
Eu eu
sei saber
usar usar
a o
autoridade autoridade
que que
Deus deus
me eu
deu dar
e e
você você
você você
pode poder
ter ter
certeza certeza
que que
ninguém ninguém
aqui aqui
tem ter
autoridade autoridade
para para
liberar liberar
uma um
palavra palavra
dessa de_esse
mais mais
do de_o
que que
eu eu
eu eu
sou ser
seu seu
pastor pastor
e e
o o
que que
eu eu
tô tô
liberando liberar
aqui aqui
você você
pode poder
ter ter
certeza certeza
que que
é ser
um um
movimento movimento
no em_o
mundo mundo
espiritual espiritual
primeira primeira
palavra palavra
profética profético
que que
eu eu
quero querer
dar dar
uma um
colheita colheita
abundante abundante
sobre sobre
a o
sua seu
vida vida
quem quem
é ser
que que
recebe receber
aí aí
se se
eu eu
sou ser
você você
eu eu
recebi receber
as o
cinco cinco
porque porque
eu eu
não não
sei saber
qual qual
delas de_elas
vai ir
cair cair
para para
você você
eu eu
eu eu
eu eu
eu eu
eu eu
me eu
apostava apostar
das de_o
cinco cinco
preste preste
atenção atenção
isso isso
aqui aqui
é ser
interessante interessante
diz dizer
a o
bíblia bíblia
em em
Gênesis gênesis
26:12 @card@
que que
quando quando
Isaque isacar
semeou semear
naquela em_aquele
terra terra
naquele em_aquele
mesmo mesmo
ano ano
naquele em_aquele
mesmo mesmo
ano ano
ele ele
colheu colher
100 100
vezes vezes
mais mais
irmão irmão
nenhuma nenhum
palavra palavra
profética profético
que que
eu eu
tô tô
liberando liberar
aqui aqui
eu eu
tô tô
dizendo dizer
que que
vai ir
acontecer acontecer
tudo tudo
esse esse
mês mês
ou ou
vai ir
acontecer acontecer
tudo tudo
esse esse
ano ano
eu eu
não não
tô tô
dando dar
data data
Mas mas
eu eu
posso poder
fazer fazer
uma um
declaração declaração
eu eu
eu eu
creio crer
que que
ainda ainda
esse esse
ano ano
para para
alguém alguém
ou ou
para para
alguns algum
não não
sei saber
Deus deus
tem ter
uma um
colheita colheita
abundante abundante
segundo segundo
a o
palavra palavra
profética profético
que que
quero querer
liberar liberar
sobre sobre
dizimistas dizimisto
e e
ofertantes ofertante
aqui aqui
uma um
colheita colheita
incomparável incomparável
só só
meia meio
dúzia dúzia
gostou gostar
eu eu
tô tô
liberando liberar
uma um
palavra palavra
profética profético
para para
você você
que que
é ser
dizimista dizimisto
e e
ofertante ofertante
uma um
colheita colheita
Inc inc
vamos ir
a o
Bíblia bíblia
eu eu
tô tô
respaldando respaldar
tudo tudo
que que
eu eu
tô tô
falando falar
na em_o
Bíblia bíblia
em em
primeiro primeiro
Reis reis
Capítulo capítulo
17 17
a a
partir partir
do de_o
versículo versículo
8 8
A o
Viúva viúva
de de
serta serta
quando quando
o o
profeta profeta
chega chegar
e e
pede pedir
a o
ela ela
um um
bolo bolo
e e
ela ela
vai ir
dizer dizer
não não
tenho ter
não não
eu eu
tenho ter
aqui aqui
um um
pouquinho pouco
de de
farinha farinha
de de
azeite azeite
para para
fazer fazer
um um
bolo bolo
para para
eu eu
comer comer
com com
meu meu
filho filho
depois depois
morrer morrer
aí aí
o o
profeta profeta
vira ver
e e
diz dizer
para para
ela ela
faz fazer
primeiro primeiro
um um
bolo bolo
para para
mim eu
assim assim
diz dizer
o o
senhor senhor
A o
Farinha farinha
da de_o
Panela panela
não não
vai ir
acabar acabar
nem nem
o o
azeite azeite
da de_o
botija botija
até até
que que
o o
senhor senhor
dê dar
chuva chuva
sobre sobre
a o
terra terra
então então
presta presto
atenção atenção
a o
mulher mulher
foi ser
Creu crer
naquela em_aquele
palavra palavra
profética profético
e e
o o
último último
bolo bolo
que que
ela ela
tinha ter
ela ela
fez fazer
e e
deu dar
profeta profeta
e e
o o
que que
que que
acontece acontecer
diz dizer
a o
bíblia bíblia
você você
pode poder
calcular calcular
que que
ainda ainda
tinha ter
uns um
3 3
anos ano
ainda ainda
fome fome
de de
sede sede
sobre sobre
aquela aquele
Terra terra
3 3
anos ano
A o
Farinha farinha
da de_o
Panela panela
não não
acabou acabar
e e
o o
azeite azeite
da de_o
botija botija
também também
não não
acabou acabar
então então
vamos ir
fazer fazer
uma um
conta conta
vamos ir
fazer fazer
uma um
conta conta
aqui aqui
ela ela
deu dar
um um
bolo bolo
então então
café café
da de_o
manhã manhã
almoço almoço
e e
janta jantar
três três
bolos bolo
por por
dia dia
correto correto
multiplicado multiplicar
por por
365 @card@
vão ir
dar dar
1995 1995
bolos bolo
multiplicado multiplicar
por por
3 3
anos ano
vão ir
dar dar
3 3
. .
285 285
bolos bolo
ela ela
semeia semear
um um
bolo bolo
e e
recebe receber
3 3
. .
285 285
é ser
mesma mesmo
coisa coisa
você você
dá dar
uma um
oferta oferta
de de
R r
100 100
e e
receber receber
R r
328 @card@
. .
00 @card@
mesma mesmo
coisa coisa
por por
isso isso
que que
eu eu
tô tô
dizendo dizer
aqui aqui
uma um
colheita colheita
incomparável incomparável
Opa opa
vai ir
vir vir
aqui aqui
eu eu
não não
sei saber
se se
é ser
você você
mas mas
eu eu
acredito acreditar
que que
ainda ainda
essendo essendo
para para
alguém alguém
da de_o
devec devec
nesse em_esse
país país
em em
Portugal portugal
ou ou
na em_o
América américa
ou ou
em em
Boston boston
vai ir
vir vir
uma um
colheita colheita
incomparável incomparável
recebe receber
aí aí
filho filho
se se
você você
quer querer
bota bota
aí aí
a ela
tua tua
fé fé
terceiro terceiro
terceiro terceiro
tipo tipo
de de
Cole colar
que que
eu eu
tô tô
profetizando profetizar
sobre sobre
o o
povo povo
da de_o
Dev dev
quem quem
é ser
dizimista dizimista
fiel fiel
quem quem
é ser
ofertante ofertante
liberal liberal
o o
que que
vai ir
ser ser
uma um
colheita colheita
Sobrenatural sobrenatural
amém amém
há haver
uma um
passagem passagem
na em_o
Bíblia bíblia
interessante interessante
de de
segundo segundo
reis rei
capítulo capítulo
3 3
Versículo versículo
9 9
10 10
16 16
ao a_o
20 20
três três
reis rei
saem sair
para para
lutar lutar
contra contra
os o
moabitas moabitas
Edom edom
Israel israel
e e
Judá judá
no em_o
meio meio
da de_o
caminhada caminhada
meu meu
amigo amigo
falta faltar
água água
Aisa aisa
fica ficar
feia feio
cham cham
O o
Profeta profeta
Será ser
que que
Deus deus
trouxe trazer
a o
gente gente
aqui aqui
para para
morrer morrer
aí aí
o o
profeta profeta
Eliseu eliseu
vai ir
dizer dizer
uma um
coisa coisa
para para
eles eles
podem poder
cavar cavar
cava cavo
aí aí
cava cavo
poos poos
cavem cavar
não não
vai ir
ter ter
vento vento
e e
não não
vai ir
ter ter
chuva chuva
e e
a o
água água
vai ir
brotar brotar
aí aí
diz dizer
o o
texto texto
que que
assim assim
que que
eles eles
acabaram acabar
de de
oferecer oferecer
a o
oferta oferta
as o
águas água
brotaram brotar
de de
maneira maneira
Sobrenatural sobrenatural
meu meu
irmão irmão
Deus deus
é ser
o o
Deus deus
do de_o
Sobrenatural sobrenatural
isso isso
é ser
acima acima
do de_o
natural natural
Eu eu
profetizo profetizar
sobre sobre
o o
povo povo
da de_o
advec advec
vem vir
vem vir
colheitas colheita
Sobrenaturais sobrenatural
e e
eu eu
creio crer
que que
para para
alguém alguém
o o
ano ano
ainda ainda
não não
acabou acabar
Deus deus
não não
depende depender
de de
tempo tempo
não não
posso poder
dizer dizer
que que
é ser
para para
todo todo
mundo mundo
esse esse
ano ano
Mas mas
alguém alguém
aí aí
vai ir
receber receber
ainda ainda
esse esse
ano ano
uma um
colheita colheita
Sobrenatural sobrenatural
a o
quarta quarto
palavra palavra
para para
quem quem
é ser
dizimista dizimisto
e e
ofertante ofertante
uma um
colheita colheita
incontável incontável
sabe saber
o o
que que
que que
é ser
isso isso
meu meu
filho filho
não não
dá dar
para para
contar contar
eu eu
fico ficar
vendo ver
os o
irmãos irmão
rapaz rapaz
se se
tem ter
um um
pastor pastor
liberando liberando
sobre sobre
a o
minha meu
vida vida
uma um
palavra palavra
profética profético
dessa de_esse
eu eu
tava tava
de de
pé pé
mão mão
aberta abrir
dizendo dizer
eu eu
recebo receber
Eu eu
Tomo tomar
Posse posse
Essa esse
daí de_aí
é ser
a o
minha meu
amém amém
amém amém
amé amé
am am
sabe saber
o o
que que
que que
é ser
isso isso
sabe saber
o o
que que
que que
é ser
desculpa desculpa
irmãos irmão
muita muito
gente gente
não não
tá estar
acreditando acreditar
na em_o
palavra palavra
que que
tá estar
sendo ser
liberada liberar
vai ir
me eu
desculpar desculpar
meu meu
irmão irmão
muita muito
gente gente
não não
tá estar
olha olhar
a o
colheita colheita
incontável incontável
vou ir
vou ir
lembrar lembrar
a o
história história
para para
vocês você
lembra lembrar
primeiro primeiro
Reis reis
Capítulo capítulo
18 18
fome fome
sede sede
3 3
anos ano
e e
meio meio
água água
valia valer
mais mais
do de_o
que que
ouro ouro
o o
desafio desafio
do de_o
profeta profeta
com com
os o
profetas profeta
de de
Baal baal
de de
Acera acerar
Você você
já já
se se
conhece conhecer
a o
história história
vamos ir
fazer fazer
dois dois
Altares altar
o o
Deus deus
que que
responder responder
com com
fogo fogo
aí aí
vem vir
o o
profeta profeta
e e
manda mandar
derramar derramar
quatro quatro
cântaros cântaro
de de
água água
três três
vezes vezes
cada cada
cântaro cântaro
12 12
l l
l l
derramaram derramar
150 150
l l
de de
água água
água água
valia valer
mais mais
do de_o
que que
ouro ouro
naquela em_aquele
época época
só só
depois depois
disso de_isso
é ser
que que
o o
profeta profeta
libera liberar
no em_o
Versículo versículo
41 41
vem vir
uma um
Abundante abundante
Chuva chuva
Alelu alelu
oferecem oferecer
o o
melhor bom
diante diante
do de_o
altar altar
e e
depois depois
o o
senhor senhor
envia enviar
uma um
Abundante abundante
Chuva chuva
então então
eu eu
pergunto perguntar
a a
vocês você
quantos quanto
cântaros cântaro
dá dar
para para
encher encher
uma um
Abundante abundante
