hoje hoje
Bíblia bíblia
e e
em em
Atos ato
Capítulo capítulo
9 9
depois depois
da de_o
conversão conversão
de de
Paulo paulo
é ser
a ela
do de_o
G5 g5
27 27
e e
28 28
Barnabé barnabé
leva levar
Paula paula
os o
apóstolos apóstolo
e e
diz dizer
lá lá
que que
ele ele
andava andar
com com
eles eles
e e
em em
Gálatas gálata
29 29
Paulo paulo
foi ser
autorizado autorizar
pelos por_o
pais pai
da de_o
igreja igreja
você você
vai ir
ao a_o
gentil gentil
e e
os o
outros outro
vão ir
aos a_o
judeus judeu
deram dar
a o
testa testa
assim assim
como como
eu eu
debaixo debaixo
da de_o
autoridade autoridade
legal legal
da de_o
igreja igreja
e e
Paulo paulo
para para
sair sair
abrindo abrir
igreja igreja
Atos ato
Capítulo capítulo
13 13
do de_o
Versículo versículo
3 3
e e
impuseram impor
as o
mãos mão
sobre sobre
ele ele
saiu sair
debaixo debaixo
de de
autoridade autoridade
e e
presta presto
atenção atenção
isso isso
aqui aqui
meu meu
filho filho
Felipe felipe
era ser
diácono diácono
o o
ato ato
65 65
atos ato
8 8
ele ele
vai ir
pregar pregar
em em
Samaritá samaritá
debaixo debaixo
de de
autoridade autoridade
Apostólica apostólico
Ele ele
cura curar
enfermo enfermo
ele ele
expulsa expulsar
demônio demônio
ele ele
faz fazer
cruzada cruzar
evangelística evangelístico
ele ele
batiza batizar
ele ele
era ser
um um
evangelista evangelista
autorizado autorizar
até até
recebeu receber
o o
ministério ministério
de de
Evangelista evangelista
em em
Atos ato
2018 @card@
mas mas
ele ele
era ser
um um
diácono diácono
da de_o
igreja igreja
ele ele
tava tava
autorizado autorizar
quando quando
muitos muito
foram ser
espalhados espalhar
pela por_o
perseguição perseguição
Felipe felipe
não não
era ser
dono dono
do de_o
nariz nariz
dele de_ele
não não
tava tava
debaixo debaixo
de de
autoridade autoridade
autoridade autoridade
é ser
um um
princípio princípio
tão tão
importantes importante
que que
nem nem
aqui aqui
na em_o
terra terra
Jesus jesus
escapou escapar
e e
o o
princípio princípio
de de
autoridade autoridade
é ser
uma um
coisa coisa
tão tão
importante importante
que que
Jesus jesus
aqui aqui
na em_o
terra terra
não não
escapou escapar
Qual qual
é ser
a o
prova prova
pastor pastor
o o
ministério ministério
de de
Jesus jesus
começa começar
só só
depois depois
do de_o
batismo batismo
de de
João joão
e e
quem quem
liberou liberar
o o
ministério ministério
de de
Jesus jesus
na em_o
terra terra
agora agora
calma calmo
os o
fariseus fariseu
os o
principais principal
da de_o
Sinagoga sinagoga
Mateus mateus
21 21
23 23
com com
quem quem
autoridade autoridade
indagaram indagar
Jesus jesus
você você
faz fazer
essas esse
coisas coisa
a a
resposta resposta
de de
Jesus jesus
o o
batismo batismo
de de
João joão
era ser
de de
Deus deus
ou ou
dos de_o
homens homem
Acabou acabar
a o
conversa conversa
e e
olha olhar
quem quem
Jesus jesus
foi ir
e e
o o
batismo batismo
de de
João joão
Paulo paulo
Ok ok
liberou liberar
ele ele
Jesus jesus
foi ser
batizado batizar
para para
cumprir cumprir
o o
princípio princípio
de de
autoridade autoridade
aqui aqui
na em_o
terra terra
João joão
Batista batista
batizava batizar
Amigo amigo
e e
amigos amigo
queridos querer
do de_o
Senhor senhor
Jesus jesus
Evangelho evangelho
de de
Lucas lucas
Capítulo capítulo
7 7
do de_o
Versículo versículo
28 28
2688 @card@
ser ser
assim assim
não não
há haver
profeta profeta
Ministério ministério
maior grande
do de_o
que que
o o
de de
João joão
é ser
o o
maior grande
profeta profeta
Jesus jesus
que que
tá estar
falando falar
que que
a a
questionar questionar
Jesus jesus
Quem quem
te tu
falou falar
que que
já já
era ser
algum algum
livro livro
o o
João joão
Profeta profeta
foi ser
predito predizer
a a
cerca cerca
de de
lã lã
Isaías isaías
eu eu
já já
tava tava
falando falar
dele de_ele
o o
preparador preparador
do de_o
caminho caminho
Quem quem
te tu
falou falar
que que
o o
João joão
Batista batista
era ser
um um
qualquer qualquer
era ser
um um
profeta profeta
ministério ministério
eu eu
tinha ter
autoridade autoridade
para para
batizar batizar
Oi oi
amada amar
igreja igreja
e e
preste prestar
atenção atenção
que que
eu eu
tô tô
te tu
falando falar
Falando falar
para para
você você
o o
tanto tanto
Pastor pastor
Santos santos
on on
o o
tanto tanto
como como
eu eu
já já
colocamos colocar
o o
que que
a o
gente gente
chamava chamar
de de
congregação congregação
que que
hoje hoje
é ser
tudo tudo
igreja igreja
os o
diáconos diácono
pode poder
dirigir dirigir
o o
representava representar
A o
Minha meu
autoridade autoridade
representar representar
a o
autoridade autoridade
tá estar
aqui aqui
hoje hoje
a o
pastora pastora
Antonieta antonieta
Rosa rosa
uma um
mulher mulher
Pastor pastor
Santos santos
era ser
um um
pouco pouco
acima acima
da de_o
média média
do de_o
e e
a o
pastora pastora
Antonieta antonieta
Rosa rosa
por por
delegação delegação
de de
autoridade autoridade
começou começar
uma um
igreja igreja
comprou comprar
o o
terreno terreno
construir construir
uma um
igreja igreja
a a
dirigir dirigir
uma um
igreja igreja
por por
delegação delegação
de de
a o
senhora senhora
Pastora pastor
tem ter
consagrava consagrar
fui ser
eu eu
Mas mas
ela ela
já já
era ser
em em
essência essência
E e
aí aí
qual qual
Felipe felipe
era ser
de de
aqui aqui
mas mas
tava tava
exercício exercício
do de_o
ministério ministério
Evangelista evangelista
foi ser
consagrado consagrar
Oi oi
gente gente
o o
problema problema
é ser
ovelha ovelha
querendo querer
que que
a o
ovelha ovelha
agora agora
segura seguro
continue continuar
não não
tem ter
autoridade autoridade
espiritual espiritual
para para
ganhar ganhar
povo povo
se se
pode poder
treinar treinar
técnicas técnica
como como
é ser
que que
você você
conquista conquistar
como como
é ser
que que
você você
é ser
empreendedor empreendedor
como como
é ser
que que
você você
pode poder
conquistar conquistar
não não
tenho ter
nada nada
contra contra
mas mas
não não
tem ter
autoridade autoridade
espiritual espiritual
para para
dar dar
uma um
povo povo
e e
essa esse
é ser
um um
problema problema
que que
eu eu
tô tô
vendo ver
hoje hoje
o o
cara cara
é ser
coaching coaching
quer querer
ver ver
com com
conversar conversar
doutrinária doutrinário
a a
cada cada
macaco macaco
no em_o
seu seu
galho galho
desculpa desculpar
a o
expressão expressão
e e
cada cada
um um
no em_o
seu seu
quadrado quadrado
e e
não não
se se
meta meter
naquilo em_aquilo
que que
Deus deus
não não
te tu
levou levar
a a
você você
O o
Que que
conversa conversa
é ser
essa esse
vamos ir
fazer fazer
um um
batismo batismo
bagulho bagulho
vai ir
batizar batizar
quem quem
delegou delegar
as o
autoridades autoridade
Qual qual
é ser
o o
pastor pastor
o o
mundo mundo
precisa precisar
todo todo
mundo mundo
então então
você você
não não
precisa precisar
do de_o
tempo tempo
você você
também também
não não
sou ser
da de_o
igreja igreja
você você
também também
precisa precisar
de de
pastor pastor
Então então
você você
vai ir
ser ser
senhor senhor
de de
si se
mesmo mesmo
você você
tá estar
perdido perder
destruído destruir
a o
mesma mesmo
coisa coisa
tão tão
séria sério
que que
Pedro pedro
teve ter
que que
dar dar
satisfação satisfação
a a
igreja igreja
atos ato
11 11
porque porque
batizou batizar
Cornélio cornélio
Pedrão pedrão
deram dar
um um
bebê bebê
ou ou
não não
Pedro pedro
teve ter
que que
dar dar
satisfação satisfação
a a
Ele ele
comete cometer
Vem vir
aqui aqui
agora agora
não não
tem ter
satisfação satisfação
a a
ninguém ninguém
conversa conversa
é ser
essa esse
Pedro pedro
deu dar
satisfação satisfação
que que
Ok ok
tá estar
certo certo
pode poder
passar passar
dos de_o
tempos tempo
a a
dele de_ele
tá estar
certo certo
mas mas
tem ter
que que
dar dar
satisfação satisfação
a o
enorme enorme
cama cama
falou falar
de de
um um
bocó bocó
não não
e e
quem quem
não não
sei saber
se se
submete submeter
a o
autoridade autoridade
espiritual espiritual
não não
pode poder
ser ser
autoridade autoridade
O o
que que
vocês você
acham achar
que que
alguém alguém
que que
melhor melhor
expressa expressar
a a
tempo tempo
que que
vem vir
dizendo dizer
que que
pastores pastor
já já
perderam perder
a o
oportunidade oportunidade
agora agora
com com
a o
gente gente
o o
que que
é ser
que que
você você
está estar
achando achar
que que
é ser
isso isso
o o
que que
isso isso
é ser
uma um
brincadeira brincadeira
Isso isso
é ser
para para
minar minar
aquilo aquilo
de de
mais mais
importante importante
que que
tem ter
que que
a o
unidade unidade
da de_o
igreja igreja
e e
o o
princípio princípio
pelo por_o
qual qual
a o
igreja igreja
existe existir
é é
estarmos estar
ligados ligar
uns um
aos a_o
outros outro
debaixo debaixo
da de_o
liderança liderança
de de
um um
pastor pastor
e e
você você
e e
agora agora
vou ir
falar falar
uma um
outra outro
coisa coisa
e e
depois depois
vou ir
para para
conclusão conclusão
é ser
uma um
outra outro
coisa coisa
muito muito
em em
cima cima
eu eu
já já
falei falar
sobre sobre
isso isso
eu eu
vou ir
repetir repetir
Eu eu
tô tô
aqui aqui
em em
cima cima
é ser
se se
você você
está estar
debaixo debaixo
da de_o
graça graça
não não
se se
preocupe preocupar
com com
o o
pecado pecado
só só
love love
só só
love love
só só
love love
só só
love love
E e
é ser
só só
amor amor
só só
almoço almoço
almoço almoço
amor amor
e e
você você
sabe saber
que que
esses esse
caras cara
querem querer
ensinar ensinar
eu eu
vou ir
dizer dizer
para para
vocês você
já já
estão estar
querendo querer
acionar acionar
o o
seguinte seguinte
o o
primeiro primeiro
que que
existe existir
uma um
graça graça
sem sem
graça graça
Tu tu
é ser
uma um
graça graça
aqui aqui
não não
transforma transformar
aqui aqui
no em_o
Liberty liberty
que que
não não
muda mudar
pode poder
ir ir
para para
que que
vem vir
aqui aqui
ó ó
ó ó
o o
movimento movimento
da de_o
o o
dízimo dízimo
da de_o
oferta oferta
não não
quero querer
nem nem
saber saber
o o
que que
você você
faz fazer
daqui de_aqui
para para
fora fora
Qual qual
é ser
a o
graça graça
sem sem
graça graça
que que
não não
muda mudar
que que
não não
transforma transformar
que que
não não
liberta libertar
tem ter
como como
estar estar
e e
continue continuar
como como
está estar
é é
o o
que que
importa importar
que que
Deus deus
quer querer
o o
teu teu
coração coração
nem nem
heresia heresia
Eles eles
prestam prestar
para para
montar montar
O o
que que
é ser
o o
coração coração
mente mentar
vontade vontade
sentimentos sentimento
você você
acha achar
que que
isso isso
é ser
pouco pouco
é ser
isso isso
aqui aqui
é ser
essência essência
do de_o
ser ser
e e
o o
Gabriel gabriel
a a
Deus deus
que que
é ser
o o
coração coração
mente mentar
vontade vontade
e e
sentimentos sentimento
é ser
o o
coração coração
Que que
conversa conversa
é ser
essa esse
o o
apóstolo apóstolo
da de_o
Graça graça
o o
apóstolo apóstolo
da de_o
Graça graça
Paulo paulo
vamos ir
nos em_o
seus seu
22 22
23 23
e e
agora agora
libertados libertar
do de_o
pecado pecado
e e
tendo ter
o o
vosso vosso
fruto fruto
para para
santificação santificação
e e
olha olhar
o o
que que
é ser
que que
ele ele
tá estar
dizendo dizer
você você
foi ser
de de
perto perto
do de_o
pecado pecado
para para
que que
a o
sua seu
vida vida
seja ser
uma um
vida vida
Santa santa
é ser
porque porque
o o
salário salário
do de_o
pecado pecado
é ser
a o
morte morte
mas mas
o o
dom dom
gratuito gratuito
de de
Deus deus
é ser
a o
vida vida
eterna eterno
pausa pausa
fazendo fazer
o o
aplicador aplicador
para para
frente frente
para para
frente frente
e e
outra outro
não não
se se
preocupa preocupar
com com
o o
pecado pecado
você você
já já
tá estar
salvo salvar
Tá estar
tudo tudo
uma um
boa bom
onde onde
é ser
que que
fica ficar
a o
doutrina doutrina
da de_o
santificação santificação
e e
se se
você você
puder poder
você você
fiquei ficar
esses esse
cartão cartão
é é
coisa coisa
da de_o
cabeça cabeça
esse esse
caras cara
antigos antigo
muitas muito
exigências exigência
Onde onde
fica ficar
a o
doutrina doutrina
da de_o
Santificação santificação
Hebreus hebreu
12:14 @card@
seguir seguir
a o
paz paz
EA ea
Santificação santificação
sem sem
a o
qual qual
Ninguém ninguém
Verá ver
o o
Senhor senhor
ninguém ninguém
e e
ninguém ninguém
está estar
cheiro cheiro
meus meu
irmãos irmão
e e
Esse esse
é ser
o o
apóstolo apóstolo
Paulo paulo
que que
dizem dizer
primeira primeira
Tessalonicenses tessalonicense
o o
que que
usa usar
abstenhais abstenhais
da de_o
prostituição prostituição
Essa esse
é ser
a o
vontade vontade
de de
Deus deus
a a
vossa vosso
Santificação santificação
que que
vos vós
abstenhais abster
da de_o
prostituição prostituição
primeiro primeiro
atenção atenção
nesses em_esse
43 43
é ser
o o
apóstolo apóstolo
Pedro pedro
a o
primeira primeiro
pedro pedro
1516 @card@
como como
é ser
santo santo
aquele aquele
que que
vos vós
chamou chamar
sede sede
Santo santo
em em
toda todo
a o
vossa vosso
maneira maneira
de de
ver ver
como como
está estar
escrito escrever
Sede sede
santos santo
porque porque
eu eu
sou ser
santo santo
O o
Que que
papo papo
é ser
esse esse
Que que
conversa conversa
é ser
essa esse
é ser
pré pré
os os
Capítulo capítulo
3 3
Versículo versículo
13 13
14 14
antes antes
é é
sorteio sorteio
vos vós
uns um
aos a_o
outros outro
no em_o
dia dia
de de
hoje hoje
nesse em_esse
tempo tempo
de de
agora agora
olha olhar
o o
que que
que que
ele ele
tá estar
falando falar
é ser
sério sério
para para
caramba caramba
para para
que que
nenhum nenhum
de de
vós vós
seja ser
endurecido endurecer
tá estar
me eu
engano engano
do de_o
Pecado pecado
e e
você você
permanece permanecer
em em
Cristo cristo
se se
retivermos reter
o o
princípio princípio
da de_o
confiança confiança
até até
o o
fim fim
Oi oi
e e
a o
Bíblia bíblia
dizia dizer
para para
159 @card@
que que
ele ele
ver ver
a a
ser ser
a o
causa causa
de de
uma um
eterna eterno
salvação salvação
para para
quem quem
irá ir
obedece obedecer
salvação salvação
para para
obediente obediente
e e
agora agora
eu eu
vou ir
aqui aqui
para para
mim eu
a a
conclusões conclusão
para para
minha meu
conclusão conclusão
e e
observações observação
e e
alertas alerta
e e
escute escutar
-o ele
e e
eu eu
reconheço reconhecer
outras outro
pessoas pessoa
que que
Deus deus
usa usar
nas em_o
diversas diversos
áreas área
do de_o
reino reino
e e
eu eu
vou ir
citar citar
aqui aqui
porque porque
fica ficar
mais mais
fácil fácil
aqui aqui
ó ó
na em_o
nossa nosso
igreja igreja
tá estar
aqui aqui
o o
pastor pastor
Djalma djalma
Pinto pinto
écoute écoute
da de_o
treinamento treinamento
é ser
um um
pastor pastor
É ser
mas mas
tá estar
aqui aqui
debaixo debaixo
da de_o
Minha meu
e e
faz fazer
um um
belo belo
trabalho trabalho
Tiago tiago
Brunet brunet
e e
e e
não não
pertence pertencer
ao a_o
meu meu
ministério ministério
O o
que que
é ser
que que
tens ter
Alagoinha alagoa
mas mas
tá estar
lá lá
debaixo debaixo
da de_o
autoridade autoridade
de de
um um
pastor pastor
e e
de de
vez vez
em em
quando quando
me eu
chama chamar
me eu
pede pedir
conselhos conselho
tá estar
lá lá
faz fazer
um um
trabalho trabalho
Espetacular espetacular
nessa em_esse
área área
eu eu
creio crer
que que
o o
reino reino
de de
Deus deus
tem ter
que que
ser ser
estabelecido estabelecer
e e
tudo tudo
que que
a o
área área
nas em_o
ciências ciência
na em_o
economia economia
no em_o
empresariado empresariado
na em_o
cultura cultura
na em_o
educação educação
na em_o
política política
no em_o
judiciário judiciário
o o
reino reino
de de
Deus deus
é ser
paciente paciente
apresentar apresentar
a o
terra terra
e e
Deus deus
levanta levantar
a o
gente gente
vai ir
treinar treinar
o o
povo povo
de de
Deus deus
e e
eu eu
não não
tô tô
aqui aqui
menosprezando menosprezar
esse esse
trabalho trabalho
não não
estou estar
citando citar
aqui aqui
já já
filmou filmar
ele ele
aí aí
meu meu
filho filho
aqui aqui
ó ó
Mostra mostrar
aí aí
para para
ele ele
que que
é ser
Djalma djalma
e e
essa esse
está estar
mais muito
capeta capeta
ah ah
tá estar
tia tio
tá estar
me eu
ouvindo ouvir
aqui aqui
meu meu
irmão irmão
Você você
pode poder
ser ser
General general
de de
quatro quatro
estrelas estrela
você você
pode poder
ser ser
Ministro ministro
do de_o
STF stf
você você
pode poder
ser ser
um um
homem homem
mais mais
rico rico
do de_o
Brasil brasil
você você
pode poder
ser ser
o o
cara cara
mais mais
inteligente inteligente
dessa de_esse
terra terra
aqui aqui
não não
passa passar
de de
ovelha ovelha
E e
se se
for ser
Pastor pastor
aqui aqui
tá estar
debaixo debaixo
da de_o
Minha meu
o o
negócio negócio
é ser
feio feio
foi ser
Jesus jesus
que que
falou falar
pode poder
um um
cego cego
guiar guiar
outro outro
cego cego
e e
ambos ambos
vão ir
cair cair
na em_o
cova covo
você você
tá estar
sendo ser
criado criar
por por
ovelha ovelha
em em
questão questão
doutrinária doutrinário
tô tô
com com
pena pena
de de
você você
tô tô
com com
pena pena
de de
você você
Segunda segunda
observação observação
que que
eu eu
faço fazer
e e
eu eu
não não
perco perder
tempo tempo
para para
debater debater
com com
gente gente
que que
eu eu
não não
reconheço reconhecer
a o
autoridade autoridade
o o
pastor pastor
aceita aceitar
fazer fazer
um um
debate debate
eu eu
deixa deixar
eu eu
falar falar
aqui aqui
um um
ditado ditado
que que
o o
pessoal pessoal
serve servir
o o
ditado ditado
cachorro cachorro
latindo latir
para para
lua lua
se se
você você
já já
viu ver
a o
lua lua
se se
é ser
intimidada intimidar
pelo por_o
latido latido
de de
cachorro cachorro
vamos ir
esconder esconder
porque porque
tenho ter
pitbull pitbull
latindo latir
lá lá
em em
baixo baixo
e e
esse esse
ditado ditado
é ser
o o
que que
eu eu
faço fazer
pastor pastor
ver ver
o o
que que
é ser
que que
fulana fulano
tô tô
falando falar
de de
você você
não não
chuto chutar
cachorro cachorro
morto morto
e e
não não
do de_o
crédito crédito
para para
quem quem
quer querer
crédito crédito
na em_o
minhas meu
costas costa
Esse esse
é ser
o o
que que
eu eu
vou ir
te tu
bater bater
com com
quem quem
não não
reconheço reconhecer
autoridade autoridade
pro pro
tá estar
de de
brincadeira brincadeira
comigo com_eu
e e
pode poder
brincadeira brincadeira
comigo com_eu
que que
eu eu
não não
tenho ter
tempo tempo
esse esse
negócio negócio
não não
agora agora
presta presto
atenção atenção
que que
eu eu
mandei mandar
para para
você você
agora agora
são ser
os o
alertas alerta
primeiro primeiro
eu eu
já já
vou ir
encerrar encerrar
cuidado cuidado
com com
gente gente
ensinando ensinar
que que
você você
pode poder
conquistar conquistar
coisas coisa
rapidamente rapidamente
e e
todo todo
mundo mundo
o o
que que
é ser
rápido rápido
é ser
fácil fácil
sem sem
esforço esforço
O o
que que
é ser
igual igual
um um
amigo amigo
meu meu
pastor pastor
Marco marco
Antônio antônio
que que
quando quando
eu eu
falo falar
com com
ele ele
tudo tudo
bem bem
aqui aqui
está estar
Seu seu
servo servo
para para
serviços serviço
leves leve
Tais tal
qual qual
carregar carregar
isopor isopor
e e
ele ele
brinca brincar
com com
esse esse
negócio negócio
não não
é ser
um um
até até
acredito acreditar
estão estar
fazendo fazer
da de_o
exceção exceção
à a_o
regra regra
e e
você você
pode poder
resumir resumir
20 20
anos ano
em em
21 21
15 15
anos ano
e e
seus seu
pezinhos pezinhos
o o
irmão irmão
fazendo fazer
a a
esses esse
regra regra
e e
não não
creio crer
que que
pessoas pessoa
rapidamente rapidamente
podem poder
conquistar conquistar
coisas coisa
grandes grande
mais mais
essa esse
não não
é ser
a o
regra regra
a o
regra regra
é ser
tempo tempo
de de
experiência experiência
conhecimento conhecimento
amadurecimento amadurecimento
a a
Jesus jesus
passou passar
30 30
anos ano
na em_o
escola escola
na em_o
vida vida
para para
exercer exercer
o o
ministério ministério
de de
3 3
os o
após após
ficar ficar
só só
três três
anos ano
ai ai
eu eu
vou ir
fazer fazer
a o
conta conta
se se
você você
não não
pode poder
fugir fugir
da de_o
escola escola
e e
os o
apóstolos apóstolo
ficaram ficar
na em_o
escola escola
com com
Jesus jesus
três três
anos ano
então então
vamos ir
a o
conta conta
vai ir
dormir dormir
onde onde
Jesus jesus
dormia dormir
andavam andar
de de
Jesus jesus
andava andar
eu eu
comi comer
a o
comida comida
com com
ele ele
e e
os o
apóstolos apóstolo
vamos ir
tirar tirar
a o
hora hora
de de
sono sono
e e
as o
8:00 @card@
16 16
horas hora
de de
Treinamento treinamento
por por
dia dia
com com
Jesus jesus
eu eu
aposto apostar
vamos ir
fazer fazer
a o
conta conta
dissesse dizer
eu eu
tô tô
tirando tirar
o o
sono sono
que que
ele ele
dormiu dormir
o o
restante restante
treinamento treinamento
ao a_o
vivo vivo
e e
pessoal pessoal
personalíssimo pessoal
que que
os o
Colts colts
né né
que que
é ser
um um
é ser
uma um
mentoria mentoria
particular particular
é ser
outro outro
nível nível
não não
sei saber
nada nada
contra contra
isso isso
é ser
verdade verdade
isso isso
é ser
assim assim
mesmo mesmo
então então
vamos ir
fazer fazer
a o
conta conta
se se
você você
passar passar
duas dois
horas hora
por por
dia dia
que que
eu eu
duvido duvidar
quem quem
passa passar
com com
com com
o o
com com
mentor mentor
espiritual espiritual
todo todo
dia dia
duas dois
horas hora
e e
os o
apóstolos apóstolo
passavam passar
16 16
horas hora
8 8
horas hora
Me eu
desculpe desculpar
oito oito
vezes vezes
mais mais
então então
vamos ir
para para
conta conta
é ser
o o
tempo tempo
que que
os o
apóstolos apóstolo
passaram passar
com com
Jesus jesus
três três
anos ano
16 16
horas hora
por por
dia dia
você você
passando passar
duas dois
horas hora
por por
dia dia
com com
cole colar
que que
eu eu
comentou comentar
você você
leva levar
24 24
anos ano
é ser
o o
mesmo mesmo
tempo tempo
que que
os o
apóstolos apóstolo
passaram passar
com com
Jesus jesus
que que
você você
fizer fazer
a o
mesma mesmo
coisa coisa
com com
eles eles
há haver
três três
anos ano
16 16
horas hora
por por
dia dia
de de
basta basta
à a_o
autoridade autoridade
uma um
pessoa pessoa
o o
tempo tempo
todo todo
é ser
duas dois
horas hora
e e
os o
apóstolos apóstolo
passavam passar
oito oito
vezes vez
mais mais
tempo tempo
do de_o
que que
você você
hoje hoje
e e
olha olhar
que que
eu eu
eu eu
tô tô
aqui aqui
de de
João joão
Qual qual
o o
coletivo coletivo
da de_o
duas dois
horas hora
por por
dia dia
para para
alguém alguém
eu eu
não não
conheço conhecer
qual qual
o o
mentor mentor
que que
dá dar
duas dois
horas hora
por por
dia dia
para para
alguém alguém
tá estar
vendo ver
falou falar
quebrar quebrar
o o
galho galho
se se
der dar
duas dois
horas hora
por por
dia dia
24 24
anos ano
para para
se se
igualar igualar
o o
tempo tempo
que que
os o
apóstolos apóstolo
ficaram ficar
com com
Jesus jesus
a o
casa casa
caiu cair
vamos ir
deixar deixar
de de
besteira besteira
há há
três três
anos ano
três três
anos ano
com com
16 16
horas hora
por por
dia dia
de de
aula aula
o o
aplicativo aplicativo
em em
Lucas lucas
2 2
52 52
que que
Jesus jesus
crescia crescer
crescia crescer
desenvolvia desenvolver
em em
estatura estatura
graça graça
e e
conhecimento conhecimento
falar falar
com com
Deus deus
e e
os o
homens homem
Oi oi
como como
é ser
que que
você você
quer querer
uma um
coisa coisa
da de_o
noite noite
pro pro
dia dia
e e
cuidado cuidado
com com
esse esse
no em_o
meu meu
irmão irmão
cuidado cuidar
muito muito
cuidado cuidado
e e
outra outro
nem nem
todo todo
mundo mundo
vai ir
ficar ficar
rico rico
e e
vai ir
ser ser
general general
no em_o
reino reino
e e
vai ir
ser ser
não não
o o
general general
indico indicar
uma um
hierarquia hierarquia
ninguém ninguém
sai sair
da de_o
escola escola
militar militar
para para
ser ser
direto direto
General general
leva levar
40 40
anos ano
para para
ser ser
General general
então então
cuidado cuidar
com com
o o
título título
que que
se se
usa usar
nessa em_esse
hierarquia hierarquia
nem nem
todo todo
mundo mundo
vai ir
ser ser
rico rico
e e
vai ir
ser ser
influente influente
na em_o
Parábola parábola
dos de_o
Talentos talento
de de
Mateus mateus
25 25
15 15
os o
talentos talento
foram ser
distribuídos distribuir
conforme conforme
a o
capacidade capacidade
de de
cada cada
um um
se se
você você
quiser querer
uma um
coisa coisa
fora fora
da de_o
tua tua
capacidade capacidade
a o
destruição destruição
você você
quer querer
ver ver
o o
exemplo exemplo
porque porque
a o
pesquisa pesquisa
me eu
diz dizer
que que
noventa noventa
e e
cinco cinco
porcento porcento
dos de_o
que que
Ficaram ficar
milionários milionário
com com
loteria loteria
jogado jogar
tudo tudo
fora fora
Oi oi
gente gente
tudo tudo
noventa noventa
e e
cinco cinco
porcento porcento
dos de_o
que que
se se
tornar tornar
que que
tem ter
uma um
vez vez
o o
raio raio
milionários milionário
na em_o
loteria loteria
jogar jogar
tudo tudo
fora fora
porque porque
ele ele
tava tava
preparado preparar
rapaz rapaz
é ser
o o
que que
leva levar
tempo tempo
para para
se se
preparar preparar
para para
lidar lidar
com com
riqueza riqueza
isso isso
é ser
qualquer qualquer
um um
Então então
vamos ir
deixar deixar
de de
conversa conversa
segunda segundo
Pedro pedro
Capítulo capítulo
3 3
Versículo versículo
18 18
deixa deixar
três três
18 18
aí aí
para para
não não
falar falar
besteira besteira
aqui aqui
eu eu
tô tô
tentando tentar
vários vários
textos texto
de de
vez vez
em em
quando quando
posso poder
falar falar
um um
aí aí
ah ah
deixa deixar
isso isso
antes antes
crescei crescei
na em_o
graça graça
e e
no em_o
conhecimento conhecimento
de de
nosso nosso
senhor senhor
e e
salvador salvador
Jesus jesus
Cristo cristo
quem quem
achou achar
Aí aí
61 61
Tá estar
certo certo
dessa de_esse
vez vez
eu eu
chapei chapar
é é
porque porque
Pedro pedro
tá estar
dizendo dizer
para para
crescer crescer
na em_o
graça graça
e e
no em_o
conhecimento conhecimento
o o
crescimento crescimento
ideal ideal
você você
cresce crescer
na em_o
graça graça
e e
cresce crescer
no em_o
conhecimento conhecimento
com com
a o
graça graça
você você
Experimenta experimentar
o o
mundo mundo
de de
Deus deus
um um
conhecimento conhecimento
você você
entende entender
o o
que que
é ser
possível possível
do de_o
mundo mundo
de de
Deus deus
por por
isso isso
que que
você você
tem ter
que que
crescer crescer
na em_o
graça graça
e e
no em_o
conhecimento conhecimento
e e
por por
que que
pega pegar
dois dois
Versículos versículo
anteriores anterior
para para
você você
entender entender
para para
você você
não não
ser ser
envolvido envolver
pelas por_o
suas seu
próprias próprio
exija exigir
por por
exigir exigir
dos de_o
outros outro
provérbios provérbio
2820 @card@
de de
Julho julho
em em
Fiel fiel
abundará abundar
em em
benção benção
mas mas
o o
que que
se se
apressa apressar
A a
enriquecer enriquecer
vai ir
ficar ficar
sem sem
castigo castigo
eu eu
tenho ter
que que
eu eu
tô tô
com com
a o
Bíblia bíblia
o o
meu meu
segundo segundo
Alerta alerta
é é
é ser
o o
alerta alerta
de de
Paula paula
seu seu
filho filho
na em_o
fé fé
Timóteo timóteo
a a
segunda segunda
Timóteo timóteo
Capítulo capítulo
4 4
do de_o
2 2
ao a_o
5 5
a a
sua seu
campanha campanha
vai ir
colocar colocar
ali ali
na em_o
tela tela
não não
sei saber
nem nem
Abrir abrir
a o
Bíblia bíblia
para para
facilitar facilitar
e e
olha olhar
um um
alerta alerta
de de
Paula paula
seu seu
filho filho
que que
eu eu
tô tô
dando dar
Alerta alerta
vocês você
aqui aqui
ó ó
e e
olha olhar
o o
que que
que que
diz dizer
é ser
a o
palavra palavra
que que
pregues pregues
a o
palavra palavra
instes instes
a a
tempo tempo
e e
fora fora
de de
tempo tempo
redarguas redarguas
repreendas repreendas
exortes exortes
com com
toda todo
a o
longanimidade longanimidade
e e
doutrina doutrina
porque porque
virá vir
tempo tempo
em em
que que
não não
sofrerão sofrer
a o
Sã são
Doutrina doutrina
mas mas
tendo ter
comichão comichão
nos em_o
ouvidos ouvido
amontoarão amontoarão
para para
si si
doutores doutor
conforme conforme
as o
suas seu
próprias próprio
cobiças cobiça
de de
geram gerar
os o
ouvidos ouvido
da de_o
Verdade verdade
Voltando voltar
às a_o
fábulas fábula
Mas mas
tu tu
sê ser
