bem bem
chaves chave
de de
todas todo
as o
portas porta
e e
onde onde
não não
tiver ter
porta porta
e e
faço fazer
me eu
deixa deixar
aberta abrir
pra pra
você você
olha olhar
pra pra
deus deus
é ser
o o
senhor senhor
todo todo
poderoso poderoso
o o
der dar
do de_o
milagre milagre
é ser
o o
deus deus
que que
pode poder
operar operar
qualquer qualquer
coisa coisa
na em_o
tua tua
vida vida
meu meu
deus deus
não não
precisa precisar
mais mais
do de_o
que que
é ser
um um
instante instante
para para
fazer fazer
algo algo
extraordinário extraordinário
na em_o
sua seu
vida vida
olha olhar
pra pra
deus deus
em em
filho filho
olha olhar
para para
a o
eternidade eternidade
e e
pai pai
nem nem
olhar olhar
para para
o o
futuro futuro
olhar olhar
para para
a o
eternidade eternidade
o o
apóstolo apóstolo
paulo paulo
em em
romanos romano
8 8
18 18
diz dizer
para para
mim eu
tem ter
por por
certo certo
que que
as o
aflições aflição
do de_o
tempo tempo
presente presente
não não
só só
para para
comparar comparar
com com
a o
glória glória
que que
em em
nós nós
a o
de de
ser ser
revelada revelar
há há
algo algo
que que
vai ir
acontecer acontecer
aquilo aquilo
que que
o o
olho olho
não não
viu ver
que que
o o
ouvido ouvido
não não
ouviu ouvir
que que
não não
chegou chegar
o o
coração coração
do de_o
homem homem
é ser
o o
que que
deus deus
tem ter
preparado preparar
para para
aqueles aquele
que que
o o
ama amar
creia crer
nisso em_isso
meu meu
irmão irmão
em em
último último
lugar lugar
e e
evidente evidente
o o
que que
fazer fazer
diante diante
é é
toda toda
daqui de_aqui
uma um
receita receita
muito muito
simples simples
o o
que que
fazer fazer
diante diante
de de
tribulações tribulação
e e
de de
adversidade adversidade
creia crer
em em
deus deus
creia crer
em em
deus deus
jesus jesus
falou falar
e e
marcos marco
9 9
23 23
sido ser
crê crer
tudo tudo
é ser
possível possível
ao a_o
que que
crê crer
só só
jesus jesus
que que
falam falar
em em
joão joão
14 14
11 11
não não
seturb seturb
o o
vosso vosso
coração coração
isso isso
é ser
não não
se se
entregue entregar
não não
deixem deixar
bush bush
dominar dominar
não não
deixe deixar
esse esse
dia dia
a a
malte malte
perturbar perturbar
não não
seturb seturb
o o
vosso vosso
coração coração
credit credit
em em
deus deus
e e
crede crer
também também
em em
mim eu
no em_o
caso caso
37 37
diz dizer
que que
para para
deus deus
nada nada
é ser
impossível impossível
busque buscar
a a
deus deus
porque porque
a a
deus deus
meu meu
filho filho
a a
coisa coisa
tá estar
feia feio
buscar buscar
deus deus
jeremias jeremias
2913 @card@
djó djó
buscar buscar
mês mês
m m
achareis achar
quando quando
buscar buscar
diz dizer
de de
todo todo
o o
vosso vosso
coração coração
nem nem
de de
vontade vontade
e e
sentimentos sentimento
apresente apresentar
a a
deus deus
vá ir
buscar buscar
o o
senhor senhor
senhor senhor
me eu
dá dar
uma um
resposta resposta
me eu
dá dar
uma um
direção direção
sustentar sustentar
minha meu
vida vida
não não
é ser
de de
se se
der dar
certo certo
me eu
ajuda ajudar
no em_o
meio meio
desta de_este
tripulação tripulação
ei ei
busca busca
de de
deus deus
a o
resposta resposta
em em
vaca vaca
que que
o o
senhor senhor
os o
anos ano
50 50
versículo versículo
15 15
diz dizer
em em
vaca vaca
me eu
no em_o
dia dia
da de_o
angústia angústia
el el
livrarem livrar
e e
tome tomar
glorificar glorificar
as o
fala falar
pra pra
deus deus
desembucha desembucha
mesmo mesmo
eu eu
fico ficar
verão ver
os o
crentes crente
não não
é ser
aqui aqui
não não
tem ter
essa esse
gente gente
não não
erre errar
fora fora
cara cara
tá estar
passando passar
luta luta
está estar
passando passar
a o
diversidade diversidade
vai ir
orar orar
senhor senhor
tu tu
sabes saber
o o
que que
eu eu
tô tô
passando passar
puxo puxo
que que
novidade novidade
senhor senhor
tu tu
sabes saber
o o
que que
eu eu
tô tô
passando passar
a o
exploração exploração
mais mais
que que
eu eu
já já
vim vir
dizem dizer
bucha bucha
rapaz rapaz
primeira primeira
pedro pedro
57 57
dylan dylan
sando sando
sobre sobre
ele ele
toda todo
a o
vossa vosso
ansiedade ansiedade
ele ele
tem ter
cuidado cuidado
de de
voz voz
filipenses filipensar
4 4
6 6
diz dizer
não não
estejam estar
inquietos inquietar
por por
coisa coisa
alguma algum
antes antes
as o
nossas nosso
petições petição
sejam ser
em em
tudo tudo
conhecidas conhecido
diante diante
de de
deus deus
pelas por_o
orações oração
e e
súplicas súplica
com com
ações ação
de de
graça graça
da de_o
detalhe detalhe
deus deus
deus deus
ama amar
isso isso
dá dar
detalhes detalhe
pra pra
deus deus
que que
te tu
incomoda incomodar
fala falar
pra pra
ele ele
o o
que que
está estar
acontecendo acontecer
ele ele
sabe saber
fazendo fazer
quer quer
te tu
ouvir ouvir
ele ele
é ser
deus deus
ele ele
estabeleceu estabelecer
isso isso
nos nós
conduz conduzir
a a
nada nada
dica dicar
pra pra
deus deus
o o
que que
tinha ter
agonia agonia
que que
tinha ter
o o
prime primar
não não
ficar ficar
dizendo dizer
pra pra
deus deus
como como
é ser
que que
ele ele
vai ir
fazer fazer
senhor senhor
abre abrir
essa esse
porta porta
que que
é ser
essa esse
que que
essa esse
é ser
a o
porta porta
deu dar
se se
tem ter
que que
ser ser
essa esse
é ser
a o
porta porta
que que
o o
irmão irmão
joão joão
me eu
falou falar
é ser
essa esse
seu seu
manoel manoel
disse dizer
que que
a o
questão questão
é ser
essa esse
não não
fica ficar
em em
quando quando
pra pra
deus deus
há há
desembolso desembolso
xuxa xuxa
a a
ralar ralar
enquanto enquanto
que que
tem ter
no em_o
teu teu
coração coração
que que
está estar
na em_o
tua tua
mente mente
de de
deus deus
ama amar
isso isso
falei falar
pra pra
ele ele
o o
senhor senhor
como como
é ser
que que
eu eu
vou ir
aguentar agüentar
esse esse
negócio negócio
como como
é ser
que que
aguenta aguentar
esse esse
homem homem
senhor senhor
gomes gomar
é ser
um um
cavalo cavalo
selado selar
só só
falta faltar
a o
ferradura ferradura
meu meu
deus deus
falar falar
mesmo mesmo
minha meu
irmã irmã
abra abrir
a o
tua tua
boca boca
fala falar
senhor senhor
este este
ano ano
chega chegar
fedorento fedorento
e e
bêbado bêbado
nem nem
banho banho
que que
a a
tomar tomar
e e
ainda ainda
vem vir
em em
cima cima
de de
mim eu
da de_o
noite noite
jesus jesus
me eu
dá dar
graça graça
já já
a o
água água
leva levar
a ela
abras abrir
a o
tua tua
boca boca
senhor senhor
como como
é ser
que que
eu eu
vou ir
aguentar agüentar
esse esse
cara cara
aí aí
também também
tem ter
a o
oração oração
do de_o
irmão irmão
olinda olinda
tu tu
pensa pensar
que que
só só
atua atuar
senhor senhor
tira tirar
o o
veneno veneno
dessa de_esse
janela janela
lá lá
que que
é ser
uma um
jararaca jararaca
jesus jesus
é ser
minha meu
mulher mulher
mas mas
é ser
uma um
jararaca jararaca
tem ter
um um
veneno veneno
desgraçado desgraçar
tiro tiro
melhorando melhorar
a o
sua seu
mulher mulher
da de_o
coca coca
cola cola
vai ir
mudar mudar
picada picada
vai ir
morrer morrer
lá lá
pai pai
fala falar
senhor senhor
seus seu
óbvio óbvio
só só
uma um
vassoura vassoura
para para
ser ser
uma um
bruxa bruxa
só só
falta faltar
a o
vassoura vassoura
o o
resto resto
tem ter
tudo tudo
para para
desembolso desembolso
aí aí
rapaz rapaz
agora agora
diz dizer
a a
teu teu
respeito respeito
também também
eu eu
sou ser
chato chato
pra para_o
caramba caramba
deus deus
eu eu
sou ser
chato chato
eu eu
não não
sei saber
nem nem
como como
é ser
que que
tú tú
a o
miniatura miniatura
eu eu
sou ser
muito muito
chata chato
essa esse
mulher mulher
é ser
uma um
santa santo
é ser
faz fazer
a o
oração oração
ao a_o
inverso inverso
a ela
fala falar
de de
você você
pra pra
deus deus
senhor senhor
eu eu
sou ser
chato chato
eu eu
sei saber
que que
eu eu
sou ser
chato chato
eu eu
sou ser
um um
cara cara
muito muito
enjoado enjoar
eu eu
sou ser
cheio cheio
de de
manias mania
chega chegar
de de
besteira besteira
minha meu
rua rua
a a
deus deus
me eu
ajuda ajudar
a a
vencer vencer
esses esse
defeitos defeito
a a
dose dose
é ser
claro claro
como como
o o
senhor senhor
aqui aqui
está estar
o o
teu teu
servo servo
maravilhoso maravilhoso
incrível incrível
aqui aqui
está estar
teu teu
servo servo
especialíssimo especial
acima acima
da de_o
média médio
aleluia aleluia
louvado louvar
seja ser
o o
glórias glória
a a
mim eu
deus deus
permita permitir
me eu
senhor senhor
pelo por_o
menos menos
me eu
assaltar assaltar
um um
pouquinho pouco
tô tô
acha achar
que que
eu eu
vou ir
chegar chegar
onde onde
deu dar
coragem coragem
que que
jeito jeito
a a
1º 1º
quando quando
a o
bíblia bíblia
jesus jesus
ensinou ensinar
quanto quanto
for ser
a ela
fecha fechar
a o
porta porta
do de_o
meu meu
quarto quarto
ora ora
em em
oculto ocultar
e e
seu seu
pai pai
que que
vê ver
secretamente secretamente
responderá responder
eu eu
quando quando
vou ir
pra pra
eu eu
me eu
ferro ferro
vai ir
pro pro
banheiro banheiro
não não
tem ter
outro outro
compartimento compartimento
na em_o
sua seu
casa casa
se se
fecha fechar
ela ela
só só
você você
com com
deus deus
e e
nem nem
paciência paciência
vai ir
gerar gerar
com com
a o
minha meu
mulher mulher
eu eu
não não
eu eu
vou ir
chorar chorar
sozinho sozinho
de de
vez vez
em em
quando quando
embora embora
com com
ela ela
mas mas
agora agora
jogar jogar
sozinho sozinho
ou ou
não não
em em
deus deus
a o
intimidade intimidade
a a
individualidade individualidade
com com
deus deus
fala falar
com com
garras garra
para para
desembolsar desembolsar
estou estar
com com
vergonha vergonha
ficar ficar
sem sem
vergonha vergonha
então então
nessa em_esse
hora hora
é ser
preciso preciso
tratar tratar
do de_o
casamento casamento
se se
o o
cara cara
se se
o o
senhor senhor
os o
homens homem
os o
pada pada
espadachim espadachim
não não
posso poder
ficar ficar
assim assim
optou optar
ficando ficar
meio meio
perturbado perturbar
até até
cadeira cadeira
perna perna
de de
cadeira cadeira
penso pensar
que que
a o
perna perna
de de
uma um
serva servo
do de_o
senhor senhor
me eu
ajuda ajudar
bota bota
no em_o
meu meu
caminho caminho
avaliou avaliar
a a
eu eu
tenho ter
que que
eu eu
tenho ter
que que
resolver resolver
se se
na em_o
copa copa
pode poder
ser ser
besta besta
rapaz rapaz
mesma mesmo
coisa coisa
você você
irmã irmã
fala falar
senhor senhor
hoje hoje
em em
dia dia
tá estar
difícil difícil
como como
é ser
que que
eu eu
vou ir
saber saber
se se
é ser
mesmo mesmo
jesus jesus
me eu
ajuda ajudar
não não
me eu
deixa deixar
confundida confundir
nesse em_esse
negócio negócio
o o
senhor senhor
tem ter
misericórdia misericórdia
de de
mim eu
eu eu
quero querer
um um
príncipe príncipe
mas mas
não não
é ser
encantado encantar
não não
é ser
real real
um um
cara cara
que que
me eu
ame amar
que que
cuide cuidar
seja ser
homem homem
não não
pensava pensar
essa esse
o o
resto resto
é ser
tudo tudo
com com
fat fat
porque porque
se se
o o
cara cara
fome fome
vai ir
te tu
fazer fazer
feliz feliz
se se
fome fome
vai ir
ser ser
responsável responsável
se se
fome fome
vai ir
escrever escrever
uma um
história história
se se
fome fome
vai ir
cuidar cuidar
e e
proteger proteger
você você
se se
a o
marca marca
de de
homem homem
é ser
um um
negócio negócio
é ser
na em_o
genitália genitália
não não
sabe saber
ter ter
um um
negócio negócio
aí aí
que que
o o
mesmo mesmo
homem homem
poderoso poderoso
todo todo
dia dia
takuma takuma
não não
não não
ele ele
está estar
exercendo exercer
a o
atividade atividade
sexual sexual
homem homem
protege proteger
o o
homem homem
cuidar cuidar
a o
mãe mãe
quer querer
marcar marcar
a o
história história
do de_o
homem homem
que que
cuidar cuidar
de de
uma um
mulher mulher
homem homem
que que
a a
cuidar cuidar
de de
uma um
família família
de de
sean sean
o o
homem homem
tem ter
vergonha vergonha
na em_o
cara cara
e e
que que
trabalhar trabalhar
o o
rapaz rapaz
descobriu descobrir
uma um
irmã irmã
o o
rapaz rapaz
é ser
viúva viúvo
de de
um um
coronel coronel
vou ir
fazer fazer
sol sol
como como
é ser
que que
chama chamar
o o
gil gil
vicente vicente
vou ir
fazer fazer
um um
gol gol
em em
casa casa
a o
união união
estável estável
a o
bolada bolar
meu meu
irmão irmão
eu eu
até até
fico ficar
em em
casa casa
lavando lavar
pratos prato
para para
ela ela
arruma arrumar
a o
casa casa
wahoo wahoo
possam poder
partidaço partidaço
vagabundo vagabundo
vai ir
meu meu
irmão irmão
vai ir
eu eu
vou ir
dizer dizer
mesmo mesmo
tom tom
tem ter
que que
falar falar
que que
aqui aqui
você você
que que
está estar
me eu
vendo ver
pela por_o
tv tv
pela por_o
internet internet
vou ir
falar falar
tudo tudo
minha meu
filha filha
se se
você você
é ser
privada privado
isso isso
é ser
tem ter
coisas coisa
têm ter
patrimônio patrimônio
bom bom
salário salário
aumente aumentar
a o
tua tua
percepção percepção
que que
vai ir
chegar chegar
um um
sambarilove sambarilove
eu eu
sou ser
profeta profeta
vai ir
chegar chegar
um um
sambarilove sambarilove
na em_o
tôr tôr
ele ele
não não
tem ter
nada nada
a a
ver ver
com com
você você
tem ter
a a
ver ver
com com
que que
você você
tem ter
e e
meu meu
irmão irmão
a a
lábia lábia
de de
um um
cara cara
ao a_o
sentido sentido
mais mais
aguçado aguçar
na em_o
mulher mulher
a o
audição audição
por por
isso isso
que que
devemos dever
cara cara
feio feio
igual igual
à a_o
mãe mãe
da de_o
necessidade necessidade
feio feio
desgraçado desgraçar
é ser
feio feio
e e
tu tu
vê ver
um um
avião avião
do de_o
lado lado
de de
mato mato
não não
sabe saber
a o
beleza beleza
do de_o
sambarilove sambarilove
ele ele
tem ter
cap cap
para para
a o
partir partir
de de
ti tu
nunca nunca
houve haver
isso isso
meu meu
deus deus
eu eu
fui ser
casada casar
há há
25 25
anos ano
e e
meu meu
marido marido
ver ver
se se
o o
meu meu
herói herói
com com
isso isso
besta bestar
troca troca
para para
a o
conder conder
minha meu
filha filha
diga dizer
pra pra
deus deus
senhor senhor
tem ter
misericórdia misericórdia
de de
mim eu
eu eu
não não
vou ir
ficar ficar
sendo ser
vela vela
pra pra
ninguém ninguém
eu eu
não não
vou ir
ficar ficar
em em
salmo salmo
40 40
anos ano
70 70
pressa pressa
ti tu
senhor senhor
fala falar
tudo tudo
rapaz rapaz
deus deus
quer querer
te tu
ouvir ouvir
no em_o
meio meio
de de
tudo tudo
isto isto
está estar
passando passar
de de
peso peso
que que
a o
tripulação tripulação
só só
questão questão
de de
dinheiro dinheiro
rapaz rapaz
tem ter
muito muito
tipo tipo
muita muito
diversidade diversidade
na em_o
vida vida
então então
seja ser
focal focal
abre abrir
tua tua
boca boca
e e
diga dizer
pra pra
deus deus
entrei entrar
a a
que que
ele ele
tem ter
a o
melhor bom
resposta resposta
que que
ele ele
ter ter
melhor bom
direção direção
que que
ele ele
é ser
teu teu
deus deus
ele ele
é ser
meu meu
amigo amigo
é ser
teu teu
pai pai
que que
a a
cuidar cuidar
de de
você você
creia crer
creia crer
creia crer
em em
deus deus
ele ele
tem ter
todas todo
as o
respostas resposta
e e
ele ele
pode poder
livrar livrar
de de
todos todo
os o
problemas problema
a a
ele ele
a o
glória glória
e e
louvor louvor
honra honra
para para
sempre sempre
amém amém
a a
igreja igreja
de de
pé pé
eu eu
termino terminar
dizendo dizer
uma um
coisa coisa
pra pra
vocês você
preste preste
atenção atenção
eu eu
já já
vou ir
terminar terminar
aqui aqui
nós nós
vamos ir
lá lá
e e
vamos ir
terminar terminar
existe existir
um um
tipo tipo
de de
adversidade adversidade
que que
ela ela
não não
é ser
simplesmente simplesmente
produzida produzir
pelas por_o
leis lei
da de_o
vida vida
pelas por_o
questões questão
da de_o
vida vida
é ser
uma um
diversidade diversidade
chamada chamar
pecado pecado
e e
esse esse
aí aí
não não
adianta adiantar
você você
chorar chorar
você você
tem ter
que que
se se
arrepender arrepender
entregar entregar
sua seu
vida vida
a a
cristo cristo
porque porque
o o
pecado pecado
é ser
a o
coisa coisa
mais mais
terrível terrível
que que
tem ter
além além
de de
destruir destruir
seu seu
relacionamento relacionamento
com com
deus deus
além além
de de
condenar condenar
o o
pecado pecado
é ser
um um
algoz algoz
pecado pecar
errar errar
o o
alvo alvo
é ser
contrária contrário
à a_o
lei lei
de de
deus deus
esse esse
mal mal
que que
eu eu
vou ir
checar checar
todos todo
nós nós
temos ter
só só
tem ter
uma um
saída saída
se se
confessarmos confessarmos
os o
nossos nosso
pecados pecado
ele ele
é ser
fiel fiel
e e
justo justo
para para
perdoar perdoar
os o
pecados pecado
e e
nos nós
purificar purificar
de de
toda todo
injustiça injustiça
desculpa desculpar
linguagem linguagem
vulgar vulgar
para para
você você
entender entender
só só
jesus jesus
tem ter
o o
detergente detergente
para para
remover remover
pecado pecado
é ser
o o
seu seu
sangue sangue
só só
ele ele
pode poder
perdoar perdoar
o o
nosso nosso
pecado pecado
talvez talvez
toda todo
a o
problemática problemático
da de_o
sua seu
vida vida
tudo tudo
isso isso
que que
está estar
acontecendo acontecer
é ser
porque porque
você você
está estar
vivendo viver
uma um
vida vida
afastado afastar
de de
deus deus
e e
uma um
vida vida
no em_o
pecado pecado
você você
que que
conhece conhecer
o o
evangelho evangelho
você você
está estar
afastado afastar
porque porque
está estar
havendo haver
uma um
vida vida
de de
pecado pecado
e e
o o
ponto ponto
de de
partida partida
da de_o
solução solução
dessas de_esse
adversidades adversidade
é ser
você você
voltar voltar
pra pra
jesus jesus
é ser
você você
entregar entregar
sua seu
vida vida
cristo cristo
eu eu
no em_o
encerramento encerramento
aqui aqui
desse de_esse
culto culto
eu eu
quero querer
fazer fazer
uma um
oração oração
evidente evidente
eu eu
só só
posso poder
fazer fazer
essa esse
oração oração
se se
alguém alguém
desejar desejar
eu eu
não não
posso poder
obrigar obrigar
ninguém ninguém
mas mas
quem quem
sabe saber
deus deus
trouxe trazer
pessoas pessoa
aqui aqui
esta este
noite noite
você você
tá estar
precisando precisar
voltar voltar
à a_o
casa casa
do de_o
pai pai
do de_o
que que
se se
queixa queixar
o o
homem homem
a a
não não
ser ser
os o
seus seu
próprios próprio
pecados pecado
não não
foi ser
deus deus
que que
se se
afastou afastar
de de
você você
é ser
você você
que que
se se
afastou afastar
de de
deus deus
nós nós
aqui aqui
nos nós
afastamos afastar
mas mas
essa esse
noite noite
você você
vê ver
até até
aqui aqui
deus deus
nunca nunca
saiu sair
do de_o
seu seu
lugar lugar
deus deus
sempre sempre
está estar
com com
seus seu
braços braço
abertos abrir
para para
receber receber
você você
está estar
precisando precisar
voltar voltar
pra pra
jesus jesus
não não
estou estar
acusando acusar
de de
nada nada
estou estar
dizendo dizer
que que
é ser
uma um
oportunidade oportunidade
para para
você você
consertar consertar
sua seu
vida vida
porque porque
esse esse
depois depois
que que
você você
conhece conhecer
o o
evangelho evangelho
meu meu
filho filho
depois depois
que que
você você
com com
essa esse
verdade verdade
não não
tem ter
escape escape
tudo tudo
isso isso
que que
está estar
acontecendo acontecer
na em_o
sua seu
vida vida
deus deus
está estar
permitindo permitir
pra pra
você você
corrigir corrigir
ea ea
maneira maneira
da de_o
correção correção
é ser
você você
voltar voltar
aos a_o
braços braço
do de_o
pai pai
e e
você você
meu meu
amigo amigo
que que
é ser
honesto honesto
que que
a o
sincero sincero
e e
que que
tenha ter
fome fome
da de_o
verdade verdade
a o
verdade verdade
não não
sou ser
eu eu
na em_o
verdade verdade
a a
jesus jesus
a o
verdade verdade
na em_o
minha meu
igreja igreja
a a
verdade verdade
jesus jesus
que que
liberta libertar
q3 q3
forma forma
que que
muda mudar
se se
tem ter
alguém alguém
aqui aqui
esta este
noite noite
que que
quer querer
voltar voltar
à a_o
casa casa
do de_o
pai pai
está estar
afastado afastar
alguém alguém
que que
nunca nunca
teve ter
um um
encontro encontro
real real
com com
esse esse
deus deus
que que
cuida cuidar
de de
nós nós
no em_o
meio meio
da de_o
tripulação tripulação
eu eu
quero querer
por por
você você
se se
tem ter
alguém alguém
aqui aqui
que que
quer querer
eu eu
estou estar
convidando convidar
irmão irmão
os o
meus meu
que que
estão estar
atravessando atravessar
a o
diversidade diversidade
não não
é ser
esse esse
o o
convite convite
não não
é ser
pra pra
e e
se se
eu eu
já já
tivesse ter
uma um
receita receita
o o
convite convite
é ser
para para
aqueles aquele
que que
coisas coisa
estão estar
acontecendo acontecer
na em_o
sua seu
vida vida
não não
pela por_o
lei lei
da de_o
vida vida
uma um
por por
uma um
lei lei
espiritual espiritual
pecado pecado
e e
você você
se se
arrepender arrepender
e e
se se
voltar voltar
pra pra
deus deus
se se
você você
quer querer
eu eu
queria querer
morar morar
por por
você você
precisa precisar
ter ter
medo medo
nem nem
vergonha vergonha
porque porque
ninguém ninguém
aqui aqui
pode poder
perdoar perdoar
os o
pecados pecado
nem nem
eu eu
ninguém ninguém
aqui aqui
pode poder
mudar mudar
sua seu
vida vida
nem nem
eu eu
mas mas
há haver
um um
deus deus
tremendo tremendo
poderoso poderoso
que que
pode poder
fazer fazer
o o
que que
ninguém ninguém
faz fazer
eu eu
quero querer
papo papo
você você
se se
é ser
que que
tem ter
alguém alguém
eu eu
convido convidar
você você
a a
sair sair
do de_o
seu seu
lugar lugar
pede pedir
licença licença
onde onde
você você
tá estar
com com
o o
pessoal pessoal
vai ir
deixar deixar
você você
passar passar
vem vir
aqui aqui
à a_o
frente frente
que que
eu eu
vou ir
orar orar
por por
você você
se se
é ser
que que
tem ter
alguém alguém
se se
você você
quer querer
venha vir
a a
ter ter
medo medo
quando quando
essa esse
vergonha vergonha
eu eu
quero querer
falar falar
por por
você você
eu eu
sei saber
que que
tem ter
pessoas pessoa
aqui aqui
é ser
o o
que que
nós nós
podemos poder
fazer fazer
é ser
orar orar
pela por_o
deus deus
sabe saber
tudo tudo
a a
teu teu
respeito respeito
deus deus
sabe saber
das de_o
suas seu
lutas luta
deus deus
conhece conhecer
as o
suas seu
adversidades adversidade
a o
resposta resposta
que que
você você
precisa precisar
não não
vem vir
da de_o
minha meu
religião religião
é ser
a o
resposta resposta
que que
você você
precisa precisar
vem vir
de de
um um
deus deus
vivo vivo
e e
poderoso poderoso
que que
nos nós
ajudem ajudar
todas todo
as o
nossas nosso
adversidades adversidade
e e
talvez talvez
a a
sua seu
diversidade diversidade
seja ser
um um
vício vício
maldito maldizer
que que
você você
não não
consegue conseguir
se se
libertar libertar
talvez talvez
essa esse
seja ser
sua seu
diversidade diversidade
você você
pode poder
fazer fazer
à a_o
força força
o o
esforço esforço
que que
você você
quiser querer
há há
um um
que que
pode poder
libertar libertar
disso de_isso
o o
nome nome
dele de_ele
é ser
jesus jesus
algo algo
que que
você você
está estar
envolvido envolver
e e
que que
você você
não não
tem ter
como como
talvez talvez
um um
relacionamento relacionamento
com com
gente gente
muito muito
errada errar
você você
precisa precisar
voltar voltar
pra pra
jesus jesus
precisa precisar
entregar entregar
sua seu
vida vida
ele ele
deus deus
vai ir
te tu
ajudar ajudar
a a
quebrar quebrar
essas esse
cadeias cadeia
ea ea
mudar mudar
essa esse
história história
eu eu
vou ir
dar dar
mais mais
um um
minuto minuto
evora evora
ninguém ninguém
vai ir
te tu
pegar pegar
pela por_o
mão mão
é ser
você você
que que
vai ir
ter ter
que que
pedir pedir
licença licença
onde onde
você você
está estar
com com
licença licença
deixa deixar
ele ele
lá lá
na em_o
frente frente
o o
pessoal pessoal
vai ir
sair sair
da de_o
frente frente
para para
você você
chegar chegar
até até
aqui aqui
eu eu
não não
vim vir
aqui aqui
perguntar perguntar
o o
que que
você você
anda andar
fazendo fazer
de de
errado errar
o o
que que
você você
fez fazer
porque porque
eu eu
não não
tenho ter
poder poder
para para
te tu
perdoar perdoar
nem nem
de de
libertar libertar
mas mas
se se
você você
falar falar
pra pra
deus deus
se se
você você
fala falar
pra pra
jesus jesus
lançar lançar
aqui aqui
nesse em_esse
altar altar
o o
que que
está estar
acontecendo acontecer
com com
você você
pedir pedir
perdão perdão
dos de_o
seus seu
pecados pecado
você você
se se
prepare preparar
deus deus
vai ir
agir agir
na em_o
sua seu
vida vida
deus deus
vai ir
agir agir
na em_o
soja soja
está estar
faltando faltar
você você
eu eu
voltar voltar
a a
morar morar
por por
você você
aleluia aleluia
e e
glória glória
a a
deus deus
eu eu
vou ir
pedir pedir
para para
o o
povo povo
da de_o
igreja igreja
estender estender
as o
mãos mão
em em
direção direção
a a
essas esse
pessoas pessoa
eu eu
vou ir
pedir pedir
pra pra
você você
que que
tá estar
aqui aqui
na em_o
frente frente
e e
fazer fazer
a o
sua seu
oração oração
de de
jesus jesus
entra entrar
na em_o
minha meu
vida vida
perdoe perdoar
meus meu
pecados pecado
que que
está estar
acontecendo acontecer
nesse em_esse
tempo tempo
diga dizer
pra pra
ele ele
4º 4º
a o
diversidade diversidade
qual qual
é ser
a o
tua tua
luta luta
falha falhar
nessa em_esse
oração oração
oração oração
que que
deus deus
ouve ouvir
aqui aqui
é ser
feita fazer
em em
nome nome
de de
jesus jesus
nós nós
vamos ir
orar orar
por por
você você
senhor senhor
eu eu
quero querer
abençoar abençoar
todas todo
essas esse
pessoas pessoa
aqui aqui
eu eu
não não
conheço conhecer
os o
seus seu
problemas problema
eu eu
não não
conheço conhecer
suas seu
lutas luta
eu eu
não não
conheço conhecer
nem nem
mesmo mesmo
se se
eu eu
conhecesse conhecer
o o
que que
eu eu
posso poder
fazer fazer
mas mas
há haver
um um
deus deus
dá dar
um um
tremendo tremendo
e e
tão tão
poderoso poderoso
que que
perdoar perdoar
pecados pecado
que que
liberta libertar
que que
transforma transformar
que que
cuida cuidar
de de
nós nós
eu eu
entrego entregar
essas esse
vidas vida
nas em_o
suas seu
mãos mão
e e
eu eu
declaro declarar
um um
novo novo
tempo tempo
pra pra
você você
um um
tempo tempo
de de
pensão pensão
de de
vitória vitória
o o
senhor senhor
te tu
perdoa perdoar
ao a_o
senhor senhor
te tu
levanta levantar
o o
seu seu
de de
restaurar restaurar
eu eu
declaro declarar
a o
bênção bênção
de de
deus deus
sobre sobre
a o
sua seu
vida vida
no em_o
nome nome
de de
jesus jesus
amém amém
e e
arm arm
ó ó
a o
gente gente
levanta levantar
aqui aqui
umas um
plaquinhas plaquinhas
que que
é ser
o o
que que
a o
gente gente
deseja desejar
para para
você você
olhar olhar
pelo por_o
lado lado
direito direito
ou ou
esquerdo esquerdo
bem bem
vindo vir
à a_o
sua seu
nova novo
família família
deus deus
tem ter
uma um
nova novo
história história
para para
você você
somos ser
um um
a a
você você
agora agora
faz fazer
parte parte
da de_o
família família
lá lá
e e
aqui aqui
você você
é ser
especial especial
hoje hoje
é ser
dia dia
de de
festa festa
e e
eu eu
quero querer
convidar convidar
você você
rapidamente rapidamente
eu eu
vou ir
dar dar
um um
livro livro
meu meu
de de
presente presente
pra pra
você você
seu seu
livro livro
fininho fino
fácil fácil
de de
você você
lê ler
só só
para para
te tu
ajudar ajudar
é ser
um um
presente presente
meu meu
o o
pessoal pessoal
a a
nota nota
seu seu
nome nome
pra pra
gente gente
chorar chorar
por por
você você
treino treino
tinha ter
um um
saque saque
numa em_um
sala sala
só só
para para
te tu
oferecer oferecer
o o
livro livro
de de
liberar liberar
ok ok
anotar anotar
seu seu
nome nome
pra pra
gente gente
chorar chorar
e e
pedir pedir
a a
você você
foi ser
bem bem
rapidinho rápido
você você
vai ir
ganhar ganhar
um um
livro livro
nós nós
e e
vai ir
ser ser
liberado liberar
carvão carvão
já já
a a
terminar terminar
a o
reunião reunião
já já
para para
dar dar
um um
aplauso aplauso
meu meu
irmão irmão
