[ [
estamos estar
vendo ver
aí aí
a o
brincadeira brincadeira
e e
o o
quê quê
que que
é ser
a o
ideologia ideologia
de de
gênero gênero
porque porque
é ser
uma um
ideologia ideologia
e e
não não
é ser
a o
ciência ciência
quer querer
dizer dizer
em em
que que
o o
indivíduo indivíduo
quando quando
nasce nascer
eu eu
acho achar
a o
identidade identidade
sexual sexual
ela ela
não não
é ser
biológica biológico
ela ela
é ser
Cultural cultural
de de
que que
o o
indivíduo indivíduo
vem vir
com com
o o
gênero gênero
neutro neutro
primeiro primeiro
lugar lugar
gênero gênero
masculino masculino
e e
feminino feminino
só só
na em_o
gramática gramático
nós nós
somos ser
do de_o
gênero gênero
humano humano
e e
biologicamente biologicamente
masculino masculino
ou ou
feminino feminino
o o
gênero gênero
masculino masculino
e e
feminino feminino
só só
se se
for ir
na em_o
gramática gramático
meu meu
brother brother
nós nós
somos ser
do de_o
gênero gênero
humano humano
e e
pia piar
logicamente logicamente
masculino masculino
ou ou
feminino feminino
os o
cromossomas cromossoma
XX xx
Y y
são ser
os o
cromossomas cromossoma
sexuais sexual
de de
definir definir
o o
sexo sexo
e e
na em_o
verdade verdade
o o
que que
passar passar
disso de_isso
é ser
comportamento comportamento
e e
não não
condição condição
é ser
porque porque
o o
ser ser
humano humano
começa começar
a a
ser ser
inteligente inteligente
dotado dotar
de de
livre-arbítrio livre-arbítrio
ele ele
pode poder
adquirir adquirir
comportamentos comportamento
que que
são ser
fora fora
da de_o
normalidade normalidade
por por
algum algum
acaso acaso
um um
ser ser
humano humano
nasceu nascer
para para
fumar fumar
e e
fuma fumar
o o
ser ser
humano humano
nasceu nascer
para para
tomada tomar
número número
uma uma
51 51
e e
toma tomar
o o
ser ser
humano humano
nasceu nascer
para para
ser ser
a o
cocaína cocaína
já já
ó ó
e e
vai ir
dizer dizer
que que
esses esse
comportamentos comportamento
perguntando perguntar
anormalidade anormalidade
quer querer
dizer dizer
que que
esses esse
são ser
comportamentos comportamento
anormais anormal
mas mas
quando quando
se se
trata tratar
de de
sexualidade sexualidade
que que
porque porque
tem ter
mais muito
ideologia ideologia
portagem portagem
a o
questão questão
de de
gênero gênero
aí aí
vocês você
viram ver
né né
o o
quis querer
Museu museu
e e
o o
pessoal pessoal
pensa pensar
que que
é ser
o o
nome nome
bonito bonito
que que
o o
céu céu
é ser
um um
negócio negócio
que que
meu meu
filho filho
é ser
uma um
teoria teoria
a a
teoria teoria
aqui aqui
desenvolvida desenvolver
nos em_o
Estados estados
Unidos unidos
nos em_o
meados meado
dos de_o
anos ano
80 80
porque porque
ele ele
listas lista
de de
ativistas ativista
gays gay
com com
o o
propósito propósito
de de
fazer fazer
uma um
destruição destruição
dos de_o
padrões padrão
sociais social
e e
de de
sexualidade sexualidade
uma uma
10 10
construção construção
da de_o
heteronormatividade heteronormatividade
isso isso
ep ep
. .
do de_o
lógico lógico
Não não
é ser
uma um
brincadeirinha brincadeira
do de_o
museu museu
que que
alguém alguém
resolveu resolver
botar botar
o o
museu museu
não não
é ser
uma um
aí aí
aquela aquele
bandidagem bandidagem
aquela aquele
pilantragem pilantragem
aquela aquele
safadeza safadeza
toda todo
a o
ideológica ideológico
homens homem
e e
mulheres mulher
machos macho
e e
fêmeas fêmeo
são ser
diferentes diferente
anatomicamente anatomicamente
e e
geneticamente geneticamente
sexualmente sexualmente
psicologicamente psicologicamente
e e
bioquimicamente bioquimicamente
o o
hormônio hormônio
masculino masculino
testosterona testosterona
hormônio hormônio
feminino feminino
estrogênio estrogênio
então então
que que
vai ir
ser ser
isso isso
continue continuar
isso isso
se se
mudar mudar
a o
genitália genitália
mas mas
não não
se se
muda mudar
o o
sexo sexo
a a
segunda segunda
a o
gente gente
olha olhar
sexo sexo
não não
desde desde
a o
concepção concepção
e e
está estar
empreguinado empreguinar
nas em_o
células célula
do de_o
ser ser
humano humano
se se
é ser
masculino masculino
ou ou
feminino feminino
é ser
impugnado impugnar
Hoje hoje
eu eu
tô tô
aqui aqui
com com
o o
médico médico
da de_o
prateleira prateleira
de de
cima cima
olhando olhar
para para
mim eu
não não
posso poder
errar errar
e e
foi ser
para para
mim eu
não não
aquele aquele
vocês você
que que
papel papel
indivíduo indivíduo
bem bem
neutro neutro
agora agora
qual qual
é ser
o o
jogo jogo
minha meu
gente gente
estou estar
vendendo vender
centro centro
até até
alguns algum
pastores pastor
fala falar
para para
Malafaia malafaia
eu eu
achava achar
que que
estava estar
exagerando exagerar
Qual qual
é ser
o o
jogo jogo
se se
o o
Marco marco
há haver
um um
ano ano
decide decidir
se se
quer querer
ser ser
masculino masculino
ou ou
feminino feminino
é ser
uma um
criança criança
que que
nem nem
tomar tomar
banho banho
direito direito
sabe saber
que que
não não
sabe saber
nem nem
Qual qual
é ser
a o
comida comida
que que
tem ter
que que
comer comer
que que
não não
sabe saber
nem nem
a o
escolha escolha
da de_o
roupa roupa
adequada adequado
quer querer
dizer dizer
que que
uma um
criança criança
de de
4 4
anos ano
decide decidir
se se
quer querer
ser ser
masculino masculino
ou ou
feminino feminino
Qual qual
é ser
o o
chá chá
comer comer
gente gente
joga jogar
esse esse
se se
uma um
criança criança
de de
4 4
anos ano
Decidi decidir
ser ser
masculino masculino
ou ou
feminino feminino
ela ela
decide decidir
se se
quer querer
praticar praticar
sexo sexo
normatização normatização
da de_o
petrofilia petrofilia
é ser
porque porque
a o
ideologia ideologia
de de
gênero gênero
defende defender
sexo sexo
livre livre
sexo sexo
com com
animais animal
sexo sexo
bestial bestial
com com
animais animal
i****** i******
e e
perto perto
do de_o
Hospital hospital
mando mando
tá estar
arrumando arrumar
para para
ter ter
para para
legalizar legalizar
pedofi pedofi
Lia ler
a o
coisa coisa
mais mais
covarde covarde
mais mais
nojenta nojento
é ser
mexer mexer
com com
a o
criança criança
que que
é ser
um um
ser ser
inocente inocente
protegido proteger
por por
lei lei
e e
esses esse
vagabundos vagabundo
de de
maneira maneira
perversa perverso
e e
maldosa maldoso
querem querer
falar falar
de de
censura censura
ninguém ninguém
tá estar
falando falar
de de
censura censura
de de
ar ar
estamos estar
falando falar
de de
classificação classificação
indicativa indicativo
prevista prever
na em_o
Constituição constituição
do de_o
Brasil brasil
prevista prever
em em
leis lei
ordinárias ordinário
e e
prevista prever
no em_o
ECA eca
Estatuto estatuto
da de_o
Criança criança
e e
do de_o
Adolescente adolescente
é ser
uma um
coisa coisa
é ser
censura censura
outra outro
coisa coisa
classificação classificação
indicativa indicativo
quer querer
botar botar
homem homem
no em_o
mulher mulher
no em_o
se se
tocando tocar
se se
beijando beijar
se se
agarrando agarrar
põe pôr
bota bota
lá lá
classificação classificação
proibido proibir
para para
menor pequeno
de de
18 18
anos ano
eu eu
fiz fazer
um um
desafio desafio
eu eu
pago pagar
tá estar
desafiando desafiar
tá estar
aqui aqui
na em_o
tentou tentar
desafiando desafiar
eu eu
pago pagar
esses esse
artistas artista
eu eu
vou ir
alugar alugar
a o
sala sala
na em_o
América américa
ou ou
na em_o
Europa europa
Ok ok
bota botar
um um
peladão peladão
e e
bota bota
criança criança
para para
tocar tocar
sai sair
todo todo
mundo mundo
Algemado algemar
é ser
só só
conversa conversa
fiada fiado
e e
se se
safar safar
dessa de_esse
Oi oi
papai papar
você você
quer querer
que que
eu eu
marco marcar
oito oito
dias dia
não não
será ser
que que
28 28
dias dia
que que
você você
saber saber
que que
uma um
mulher mulher
são ser
diferentes diferente
ciclo ciclo
menstrual menstrual
da de_o
mulher mulher
há há
28 28
dias dia
o o
homem homem
não não
tem ter
circo circo
E e
aí aí
em em
25 25
dias dia
e e
você você
pode poder
pegar pegar
e e
fazer fazer
uma um
comparação comparação
com com
as o
quatro quatro
estações estação
do de_o
ano ano
quando quando
ela ela
tá estar
na em_o
semana semana
da de_o
menstruação menstruação
é ser
o o
inverno inverno
e e
depois depois
e e
vem vir
a o
semana semana
seguinte seguinte
a o
primavera primavera
aí aí
o o
hormônio hormônio
estrogênio estrogênio
volta voltar
volta volta
a a
normalizar normalizar
o o
seu seu
corpo corpo
organismo organismo
depois depois
resolveram resolver
Sai sair
de de
Baixo baixo
Sai sair
da de_o
Frente frente
e e
a o
mulher mulher
tá estar
pronta pronto
para para
procriar procriar
é ser
a o
mulher mulher
tá estar
na em_o
Paulo paulo
estrogênio estrogênio
para para
arrebentando arrebentar
a o
boca boca
do de_o
balão balão
E e
aí aí
que que
tá estar
no em_o
verão verão
depois depois
vem vir
outono outono
em em
baixa baixa
de de
estrogênio estrogênio
entra entrar
um um
outro outro
hormônio hormônio
para para
inibi inibir
-lo ele
aí aí
a o
mulher mulher
vai ir
vir vir
para para
o o
inverno inverno
né né
Aí aí
tem ter
cada cada
uma uma
Tem ter
reações reação
diferentes diferente
só só
você você
pegar pegar
o o
ciclo ciclo
menstrual menstrual
da de_o
mulher mulher
sabe saber
uma um
besteirinha besteirinha
quer querer
simples simples
para para
você você
tá estar
diferença diferença
de de
uma um
para para
mulher mulher
e e
agora agora
vou ir
falar falar
para para
vocês você
qual qual
a o
responsabilidade responsabilidade
do de_o
homem homem
e e
da de_o
mulher mulher
e e
de de
ambos ambos
no em_o
casamento casamento
e e
passar passar
para para
vocês você
eu eu
vou ir
mostrar mostrar
três três
responsabilidades responsabilidade
do de_o
homem homem
ó ó
e e
vou ir
mostrar mostrar
duas dois
das de_o
mulheres mulher
o o
OK ok
tá estar
preparado preparar
tá estar
preparando preparar
vou ir
começar começar
a a
beber beber
um um
pouco pouco
da de_o
que que
a o
chapa chapa
vai ir
começar começar
a a
esquentar esquentar
e e
aqui aqui
e e
Quando quando
Deus deus
fez fazer
o o
homem homem
em em
Gênesis gênesis
Capítulo capítulo
2 2
Versículo versículo
15 15
Deus deus
colocou colocar
o o
homem homem
no em_o
jardim jardim
para para
cuidar cuidar
e e
lavar lavar
Isso isso
é ser
ser ser
responsável responsável
e e
ser ser
produtivo produtivo
tô tô
enchendo encher
esses esse
dois dois
17 17
Deus deus
estabelece estabelecer
uma um
lei lei
árvore árvore
da de_o
ciência ciência
do de_o
bem bem
e e
do de_o
mal mal
a a
mulher mulher
nem nem
existia existir
E e
quando quando
Deus deus
estabeleceu estabelecer
e e
disse dizer
não não
toca tocar
nisso em_isso
aí aí
não não
podia poder
que que
você você
tocar tocar
você você
morre morrer
hoje hoje
é ser
que que
você você
comeu começar
isso isso
aí aí
você você
morre morrer
e e
agora agora
olha olhar
que que
coisa coisa
incrível incrível
o o
homem homem
como como
responsável responsável
Deus deus
nunca nunca
falou falar
para para
e e
olha olhar
falei falar
para para
o o
teu teu
marido marido
e e
ela ela
não não
tocar tocar
não não
comer comer
não não
tocar tocar
não não
não não
comer comer
do de_o
fruto fruto
da de_o
árvore árvore
da de_o
ciência ciência
do de_o
bem bem
e e
do de_o
Mal mal
podia poder
comer comer
vai ir
morrer morrer
Deus deus
deixou deixar
a o
responsabilidade responsabilidade
com com
um um
homem homem
ele ele
é ser
responsável responsável
comunique comunicar
a o
sua seu
família família
proteja proteger
sua seu
família família
e e
agora agora
vejo ver
em em
Gênesis gênesis
Capítulo capítulo
3 3
Versículo versículo
6 6
e e
7 7
diz dizer
o o
texto texto
que que
a o
mulher mulher
pegou pegar
o o
fruto fruto
comeu começar
não não
acontece acontecer
nada nada
e e
deu dar
a a
seu seu
marido marido
comeu começar
a a
partir partir
do de_o
momento momento
que que
ele ele
come comer
o o
pecado pecado
estabelecido estabelecer
na em_o
parte parte
dela de_ela
e e
depois depois
dentro dentro
Versículo versículo
9 9
11 11
do de_o
capítulo capítulo
3 3
de de
Gênesis gênesis
Deus deus
vai ir
chamar chamar
Adão adão
Adão adão
sei saber
que que
você você
tá estar
escondido esconder
a a
Deus deus
não não
dirige dirigir
um um
a a
, ,
palavra palavra
mulher mulher
a a
Deus deus
só só
fala falar
com com
um um
homem homem
porque porque
Deus deus
deu dar
a ela
Leia ler
o o
homem homem
a a
responsabilidade responsabilidade
é ser
o o
homem homem
não não
fala falar
com com
a o
mulher mulher
15 15
16 16
17 17
de de
Gênesis gênesis
3 3
você você
vai ir
ver ver
que que
a o
sentença sentença
de de
Deus deus
para para
o o
pecado pecado
a a
mulher mulher
só só
cabe caber
a o
ela ela
você você
vai ir
ter ter
filho filho
com com
dores dor
o o
teu teu
desejo desejo
vai ir
ser ser
o o
seu seu
marido marido
assim assim
intensa intenso
para para
o o
homem homem
sujeitou sujeitar
toda todo
a o
criação criação
a o
terra terra
será ser
maldita maldizer
por por
tua tua
causa causa
porque porque
o o
homem homem
era ser
o o
responsável responsável
e e
quando quando
o o
apóstolo apóstolo
Paulo paulo
e e
em em
Efésios efésio
Capítulo capítulo
5 5
texto texto
que que
eu eu
li ler
Versículo versículo
23 23
dias dia
que que
o o
homem homem
é ser
o o
cabeça cabeça
isso isso
aqui aqui
dá dar
um um
pavor pavor
louco louco
deve dever
ser ser
um um
cara cara
para para
me eu
manipular manipular
para para
mim eu
terminar terminar
para para
mandar mandar
para para
determinar determinar
eu eu
sou ser
a o
lesada lesar
e e
ele ele
está estar
em em
consonância consonância
com com
que que
Deus deus
fez fazer
em em
Gênesis gênesis
o o
homem homem
ser ser
o o
cabeça cabeça
o o
significado significado
é ser
o o
homem homem
é ser
o o
responsável responsável
maior grande
não não
é ser
no em_o
sentido sentido
de de
um um
ditador ditador
que que
massacra massacrar
de de
machista machista
que que
manipula manipular
a ela
e e
é ser
no em_o
sentido sentido
de de
responsabilidade responsabilidade
maior grande
e e
já já
responsabilidade responsabilidade
maior grande
indica indicar
autoridade autoridade
e e
autoridade autoridade
não não
é ser
de de
um um
ditador ditador
para para
massacrar massacrar
e e
as o
pessoas pessoa
não não
entendi entender
o o
que que
que que
significa significar
autoridade autoridade
existem existir
7 7
funções função
da de_o
autoridade autoridade
aí aí
o o
macho macho
eu eu
sou ser
autoridade autoridade
na em_o
minha meu
casa casa
à a_o
toa toa
então então
segura seguro
aí aí
te tu
achei achar
o o
Olá olá
você você
é ser
um um
responsável responsável
mora morar
na em_o
sua seu
casa casa
para para
que que
7 7
funções função
da de_o
autoridade autoridade
proteção proteção
em em
promoção promoção
a a
provisão provisão
a o
Lei lei
Ordem ordem
Coesão coesão
e e
liderança liderança
e e
vamos ir
voltar voltar
é ser
do de_o
homem homem
a o
principal principal
responsabilidade responsabilidade
de de
proteger proteger
a o
sua seu
família família
é ser
do de_o
homem homem
a o
principal principal
responsabilidade responsabilidade
promover promover
a o
família família
na em_o
sociedade sociedade
no em_o
mundo mundo
é ser
do de_o
homem homem
a o
principal principal
responsabilidade responsabilidade
de de
provisão provisão
tem ter
filho filho
rebelde rebelde
na em_o
tua tua
casa casa
posso poder
o o
panaca panaca
quem quem
tá estar
veio veio
até até
homem homem
é ser
mulher mulher
não não
tem ter
precisar precisar
o o
teu teu
irmão irmão
e e
não não
tá estar
certo certo
não não
porque porque
ganhou ganhar
de de
pertence pertence
ao a_o
homem homem
se se
tem ter
filho filho
um um
caramba caramba
botando botar
banca banca
dentro dentro
da de_o
tua tua
casa casa
é ser
porque porque
tá estar
faltando faltar
o o
papel papel
do de_o
homem homem
de de
autoridade autoridade
que que
quem quem
da de_o
lei lei
a o
horta horta
quem quem
tá estar
disciplina disciplina
quem quem
da de_o
correção correção
a o
principal principal
figura figura
homem homem
e e
é ser
isso isso
vai ir
irmã irmã
tá estar
linda lindo
Acabei acabar
de de
chegar chegar
a o
vez vez
de de
vocês você
fica ficar
alegrinha alegrinha
vambora vambora
Alegre alegre
É ser
isso isso
aí aí
faz fazer
festa festa
faz fazer
parece parecer
que que
daqui de_aqui
a a
pouco pouco
vai ir
se se
vai ir
chegar chegar
A o
Jiripoca jiripoca
Vai ir
vai ir
cantar cantar
forte forte
agora agora
escute escutar
a o
Bíblia bíblia
fala falar
de de
um um
sacerdote sacerdote
chamado chamado
ele ele
que que
os o
filhos filho
dele de_ele
bagunçado bagunçar
como como
sacerdote sacerdote
sacerdócio sacerdócio
Deus deus
não não
diz dizer
uma um
palavra palavra
para para
mulher mulher
dele de_ele
a o
Deus deus
se se
dirige dirigir
para para
ele ele
e e
o o
que que
é ser
meia meio
ordem ordem
vem vir
do de_o
homem homem
Deus deus
projetou projetar
homem homem
a a
Deus deus
projetou projetar
homem homem
e e
fisicamente fisicamente
e e
psiquicamente psiquicamente
biologicamente biologicamente
para para
essa esse
função função
Deus deus
fez fazer
o o
homem homem
para para
ser ser
responsável responsável
por por
uma um
família família
agora agora
escute escutar
o o
outro outro
pesquisador pesquisador
mostrou mostrar
que que
quando quando
o o
homem homem
não não
tem ter
uma um
responsabilidade responsabilidade
por por
uma um
família família
ele ele
torna tornar
a o
sua seu
violência violência
contra contra
a o
sociedade sociedade
que que
o o
rejeitou rejeitar
escute escutar
essa esse
noventa noventa
porcento porcento
de de
mais mais
ou ou
menos menos
mim eu
que que
você você
mais mais
ou ou
menos menos
90 90
porcento porcento
de de
crimes crime
violentos violento
homens homem
e e
noventa noventa
porcento porcento
de de
motoristas motorista
bêbados bêbado
homens homem
noventa noventa
porcento porcento
de de
violência violência
doméstica doméstico
contra contra
a o
mulher mulher
e e
filhos filho
homem homem
setenta setenta
por por
cento cento
de de
suicídios suicídio
homens homem
oitenta oitenta
por por
cento cento
de de
todas todo
as o
patologias patologia
sociais social
homem homem
O o
que que
você você
acha achar
que que
isso isso
é ser
de de
graça graça
e e
o o
homem homem
para para
o o
cliente cliente
desaparece desaparecer
e e
perde perder
-se se
o o
seu seu
papel papel
na em_o
sociedade sociedade
e e
ele ele
volta voltar
a o
sua seu
violência violência
contra contra
a o
própria próprio
sociedade sociedade
que que
o o
rejeitou rejeitar
é ser
essa esse
aqui aqui
o o
papel papel
do de_o
homem homem
a a
sua seu
responsabilidade responsabilidade
maior grande
e e
Deus deus
quando quando
chegar chegar
para para
Abraão abraão
um um
dos de_o
patriarcas patriarca
da de_o
Nação nação
de de
Israel israel
em em
Gênesis gênesis
Fernandes fernandes
assim assim
eu eu
sei saber
que que
abram abrir
é ser
uma um
mulher mulher
sobram sobrar
eu eu
sei saber
que que
ele ele
vai ir
conduzir conduzir
a o
sua seu
família família
nos em_o
caminhos caminho
do de_o
Senhor senhor
que que
você você
até até
semana semana
dele de_ele
Josué josué
disse dizer
Josué josué
24:15 @card@
olha olhar
Vocês você
escolhe escolher
aqui aqui
vocês você
querem querer
servir servir
agora agora
eu eu
e e
a o
minha meu
casa casa
nós nós
vamos ir
servir servir
ao a_o
Senhor senhor
responsabilidade responsabilidade
trabalhar trabalhar
e e
aqui aqui
tá estar
primeira primeiro
responsabilidade responsabilidade
do de_o
e e
aqui aqui
tá estar
primeira primeira
ser ser
responsável responsável
a a
ter ter
autoridade autoridade
agora agora
a o
Segunda segunda
começa começar
a a
deitar deitar
são ser
em em
cima cima
das de_o
servas servo
do de_o
senhor senhor
para para
poder poder
dar dar
glória glória
a a
Deus deus
é ser
a o
segunda segundo
responsabilidade responsabilidade
do de_o
homem homem
tá estar
em em
Efésios efésio
maridos marido
Amai amar
vossas vossas
mulheres mulher
quem quem
é ser
uma um
maltrata maltratar
e e
quem quem
é ser
uma um
pisa pisa
na em_o
cabeça cabeça
quem quem
ama amar
ditador ditador
agora agora
porque porque
minha meu
mãe mãe
tá estar
rapaz rapaz
Deus deus
entende entender
mais mais
do de_o
ser ser
humano humano
que que
eu eu
tenho ter
porque porque
mandar mandar
um um
homem homem
amar amar
a o
mulher mulher
porque porque
a o
mulher mulher
tem ter
uma um
capacidade capacidade
emocional emocional
moto moto
do de_o
homem homem
quando quando
ela ela
recebe receber
a o
mulher mulher
igual igual
transformador transformador
entra entrar
110 110
de de
vou ir
de de
volta volta
220 @card@
e e
quando quando
a o
mulher mulher
amada amar
meu meu
brother brother
Sai sair
de de
Baixo baixo
Sai sair
daqui de_aqui
então então
Deus deus
que que
fez fazer
homem homem
e e
mulher mulher
ele ele
diz dizer
olha olhar
anda andar
sua seu
mulher mulher
e e
se se
prepara preparar
o o
que que
que que
vai ir
receber receber
de de
volta volta
e e
agora agora
terceira terceiro
é ser
a a
parar parar
de de
senhoras senhor
delirar delirar
e e
é ser
para para
o o
Delírio delírio
feminino feminino
segura segurar
aí aí
e e
deixar deixar
acabar acabar
deixando deixar
ela ela
já já
tá estar
terminando terminar
o o
seu seu
falar falar
o o
homem homem
tem ter
a o
função função
dia dia
responsabilidade responsabilidade
autoridade autoridade
maior grande
de de
amar amar
e e
cuidar cuidar
da de_o
Bíblia bíblia
diz dizer
marido marido
Amai amar
vossas vossas
mulheres mulher
Ah ah
e e
assim assim
como como
Cristo cristo
se se
entregou entregar
a o
igreja igreja
se se
entregue entregar
a a
ela ela
que que
é ser
que que
Paulo paulo
está estar
dizendo dizer
os o
maridos marido
façam fazer
de de
tudo tudo
para para
suas seu
mulheres mulher
serem ser
felizes feliz
e e
e e
como como
Cristo cristo
amou amar
a o
igreja igreja
e e
se se
entregou entregar
por por
ela ela
Cristo cristo
tem ter
o o
objetivo objetivo
a a
igreja igreja
comparado comparar
a o
noiva noivo
de de
fazer fazer
a o
igreja igreja
feliz feliz
por por
isso isso
que que
preparou preparar
o o
céu céu
e e
a o
eternidade eternidade
a a
ideia ideia
analogia analogia
de de
Paulo paulo
é ser
espetacular espetacular
isso isso
aqui aqui
é ser
a o
função função
do de_o
homem homem
no em_o
casamento casamento
você você
tem ter
que que
fazer fazer
di di
toda todo
para para
sua seu
mulher mulher
ser ser
feliz feliz
bocó bocó
e e
E e
hoje hoje
vai ir
ter ter
acerto acerto
de de
conta conta
em em
casa casa
em em
qual qual
a o
responsabilidade responsabilidade
da de_o
mulher mulher
no em_o
casamento casamento
a o
alma alma
consonância consonância
há haver
entre entre
o o
que que
Deus deus
fala falar
em em
Gênesis gênesis
2 2
18 18
quando quando
ele ele
cria criar
mulher mulher
e e
o o
que que
Paulo paulo
fala falar
em em
Efésios efésio
5 5
22 22
e e
na em_o
criação criação
de de
aves ave
assim assim
não não
é ser
bom bom
que que
o o
homem homem
esteja estar
só só
far-lhe-ei far-lhe-ei
uma um
adjutora adjutora
hora hora
uma um
ajudadora ajudadora
uma um
companheira companheiro
aí aí
Paulo paulo
vem vir
diz dizer
assim assim
mulheres mulher
sejam ser
submissas submisso
aos a_o
vossos vosso
maridos marido
submissão submissão
aceitar aceitar
a o
missão missão
do de_o
outro outro
é ser
no em_o
original original
o o
sentido sentido
Real real
em em
algumas algum
traduções tradução
para para
mulher mulher
e e
obedecer obedecer
a a
vossos vosso
maridos marido
o o
sentido sentido
lá lá
é ser
mulheres mulher
sejam ser
submissas submisso
a a
vossos vosso
maridos marido
é ser
que que
tá estar
dizendo dizer
e e
aceite aceitar
a o
missão missão
do de_o
seu seu
marido marido
como como
responsável responsável
maior grande
pelo por_o
lar lar
e e
tem ter
gente gente
que que
pensa pensar
que que
a o
submissão submissão
agora agora
meu meu
marido marido
é ser
um um
l**** l****
ele ele
vive viver
viajando viajar
para para
eu eu
tenho ter
que que
acertar acertar
essa esse
missão missão
dele de_ele
ele ele
não não
tem ter
paradeiro paradeiro
onde onde
ele ele
mora morar
no em_o
lugar lugar
eu eu
tenho ter
que que
aceitar aceitar
né né
não não
tem ter
nada nada
disso de_isso
e e
o o
apóstolo apóstolo
Paulo paulo
está estar
dizendo dizer
o o
seguinte seguinte
mulheres mulher
aceitem aceitar
a o
missão missão
do de_o
seu seu
marido marido
na em_o
sua seu
responsabilidade responsabilidade
maior grande
por por
isso isso
que que
ela ela
é ser
uma um
adjuntora adjuntora
a a
responsabilidade responsabilidade
hop hop
que que
qualquer qualquer
instituição instituição
que que
não não
tem ter
princípio princípio
de de
autoridade autoridade
ela ela
altos alto
e e
destrói destruir
e e
Deus deus
sabendo saber
disso de_isso
que que
eu eu
homem homem
não não
para para
massacrar massacrar
e e
a o
mulher mulher
para para
ajudar ajudar
a o
missão missão
de de
outro outro
homem homem
você você
tem ter
que que
entender entender
é é
que que
você você
tá estar
numa em_um
relação relação
de de
troca troca
de de
boa bom
qualidade qualidade
e e
diversidade diversidade
E e
você você
não não
está estar
numa em_um
relação relação
de de
Mônica mônica
O o
mesmo mesmo
texto texto
que que
manda mandar
marido marido
fazer fazer
tudo tudo
para para
mulher mulher
ficar ficar
feliz feliz
marido marido
você você
é ser
responsável responsável
maior grande
marido marido
amar amar
as o
mulheres mulher
mulheres mulher
aceitem aceitar
a o
missão missão
dele de_ele
é ser
uma um
relação relação
de de
troca troca
de de
reciprocidade reciprocidade
de de
mutualidade mutualidade
não não
é ser
uma um
relação relação
única único
onde onde
a o
mulher mulher
é ser
um um
joguete joguete
na em_o
mão mão
de de
um um
macho macho
que que
faz fazer
o o
que que
quer querer
aceitar aceitar
a o
lição lição
nome nome
não não
tem ter
nada nada
a a
ver ver
com com
a o
profissão profissão
dele de_ele
ou ou
com com
a o
tua tua
Ou ou
comprou comprar
essas esse
aspirações aspiração
tem ter
a a
ver ver
com com
a o
responsabilidade responsabilidade
Oi oi
filha filha
e e
nem nem
o o
povo povo
de de
Deus deus
entende entender
muitas muito
vezes vez
o o
teste teste
e e
parece parecer
um um
terror terror
porque porque
as o
feministas feminista
usam usar
isso isso
para para
tentar tentar
ridicularizar ridicularizar
a o
Bíblia bíblia
mas mas
foi ser
Deus deus
que que
fez fazer
a o
família família
e e
ele ele
criou criar
essas esse
questões questão
para para
o o
bem-estar bem-estar
desenvolvimento desenvolvimento
do de_o
ser ser
humano humano
e e
qual qual
é ser
a o
outra outro
função função
da de_o
mulher mulher
Provérbios provérbio
14 14
1 1
a o
mulher mulher
sábia sábio
edifica edificar
a o
sua seu
casa casa
a a
minha meu
casa casa
tão tão
inferno infernar
a o
culpa culpa
é ser
tua tua
querida querido
quem quem
é ser
a o
mulher mulher
que que
faz fazer
o o
equilíbrio equilíbrio
das de_o
partes parte
é é
mulher mulher
preste preste
atenção atenção
é ser
moleque moleque
é ser
difícil difícil
a o
autoridade autoridade
do de_o
homem homem
a o
mulher mulher
pode poder
solapar solapar
as o
7 7
funções função
que que
eu eu
falei falar
aqui aqui
a o
mulher mulher
pode poder
eu eu
quero querer
que que
edifica edificar
e e
o o
cara cara
tá estar
crente crente
que que
tá estar
passando passar
a o
mulher mulher
para para
puxando puxar
tá estar
perdendo perder
tá estar
nem nem
vendo ver
quando quando
eu eu
vejo ver
as o
Bruno bruno
rebentou rebentar
tudo tudo
que que
a o
mulher mulher
tem ter
esse esse
poder poder
ela ela
pode poder
solapar solapar
como como
ela ela
pode poder
edificar edificar
E e
aí aí
vem vir
vem vir
um um
pastor pastor
como como
é ser
que que
eu eu
posso poder
edificar edificar
minha meu
casa casa
para para
minha meu
casa casa
ter ter
pase pase
pode poder
vir vir
o o
temporal temporal
não não
pode poder
vir vir
o o
vendaval vendaval
pode poder
vir vir
o o
dia dia
mal mal
mas mas
nada nada
vai ir
arrebentar arrebentar
a o
minha meu
família família
nada nada
vai ir
arrebentar arrebentar
o o
meu meu
casamento casamento
é ser
bom bom
para para
Bíblia bíblia
uma um
receita receita
para para
as o
em em
provérbios provérbio
Capítulo capítulo
24 24
Versículo versículo
3 3
e e
4 4
olha olhar
como como
é ser
que que
fica ficar
com com
a o
sabedoria sabedoria
se se
edifica edificar
a o
casa casa
sabedoria sabedoria
uma um
compreensão compreensão
o o
entendimento entendimento
é ser
dado dar
por por
Deus deus
sabedoria sabedoria
é ser
saber saber
discernir discernir
as o
diferenças diferença
e e
pelo por_o
conhecimento conhecimento
se se
encherão encherão
as o
câmaras câmara
a a
compreensão compreensão
entendimento entendimento
Ah ah
então então
desculpa desculpa
posso poder
sabedoria sabedoria
se se
edifica edificar
com com
a o
inteligência inteligência
ela ela
se se
firma firmar
compreensão compreensão
entendimento entendimento
e e
pelo por_o
conhecimento conhecimento
se se
encherão encherão
as o
câmaras câmara
aprender aprender
descobrir descobrir
saber saber
aqui aqui
como como
é ser
que que
você você
